,400X4,400X14,400X15,400X37,400X97,400X138,400X211,400X213,400X216,null_count,TOOL
319,16395.0,30.9,29.7,111.0,6.5,0.1,39.2,4.2,3.93,0,D
320,17147.0,31.5,30.1,111.0,8.1,0.0,39.2,4.26,3.82,0,D
321,16514.0,30.7,29.5,111.0,6.4,0.1,39.2,4.2,3.92,0,D
322,11421.0,31.4,29.7,112.0,8.5,-0.1,39.1,4.34,4.03,0,D
323,11527.0,31.6,29.8,112.0,8.5,-0.1,39.2,4.34,3.99,0,D
324,17148.0,31.3,30.1,111.0,8.1,0.0,39.2,4.25,3.84,0,D
325,21007.0,31.0,30.0,111.0,7.6,-0.1,40.6,4.26,3.81,0,D
326,16515.0,30.9,29.6,111.0,6.4,0.1,39.2,4.21,3.79,0,D
327,16959.0,30.9,29.6,111.0,6.7,0.1,39.3,4.19,3.85,0,D
328,11528.0,31.1,29.6,112.0,8.6,-0.1,39.1,4.34,4.01,0,D
329,17149.0,31.4,30.2,111.0,8.2,0.0,39.2,4.25,3.91,0,D
330,16516.0,30.7,29.5,111.0,6.5,0.1,39.3,4.2,3.9,0,D
331,16605.0,31.0,29.6,111.0,6.6,0.1,39.1,4.2,3.88,0,D
332,17123.0,31.3,30.1,110.0,8.0,-0.1,39.4,4.25,3.85,0,D
333,16499.0,30.8,29.6,111.0,6.5,0.1,39.1,4.19,3.87,0,D
334,21088.0,31.4,30.2,111.0,8.1,-0.1,40.6,4.25,3.89,0,C
335,17460.0,31.3,30.0,111.0,8.5,-0.1,39.2,4.26,3.82,0,C
336,21319.0,31.4,30.0,111.0,8.2,-0.1,40.6,4.23,3.88,0,C
337,17819.0,31.3,30.2,111.0,8.5,0.0,39.2,4.25,3.83,0,C
338,17622.0,31.4,30.0,111.0,8.1,0.0,39.1,4.25,3.82,0,D
339,17828.0,31.4,30.2,111.0,8.5,0.0,39.1,4.25,3.81,0,D
340,17698.0,31.2,30.1,111.0,8.4,0.0,39.1,4.26,3.83,0,D
341,17836.0,31.4,30.0,111.0,8.5,0.0,39.2,4.25,3.75,0,D
342,21000.0,31.2,30.1,111.0,7.8,-0.1,40.6,4.27,3.79,0,D
343,21006.0,31.1,30.0,111.0,8.4,-0.1,40.5,4.25,3.83,0,D
344,20805.0,31.2,30.1,111.0,8.5,-0.1,40.5,4.23,3.86,0,D
345,18954.0,31.4,30.2,111.0,8.5,-0.1,41.9,4.18,3.77,0,D
346,18955.0,31.3,30.2,111.0,8.5,-0.1,41.9,4.18,3.67,0,D
347,20732.0,31.5,30.2,111.0,8.4,-0.1,40.6,4.25,3.84,0,D
348,17233.0,31.2,30.2,111.0,8.7,-0.1,39.3,4.25,3.83,0,D
349,20738.0,31.3,30.1,111.0,8.4,-0.1,40.6,4.25,3.81,0,D
350,16704.0,31.1,29.5,111.0,7.0,0.1,39.1,4.2,3.92,0,D
351,20910.0,31.3,30.1,111.0,7.9,-0.1,40.6,4.25,3.82,0,D
352,19057.0,31.5,30.2,111.0,8.5,-0.1,42.0,4.16,3.78,0,D
353,11473.0,31.8,29.8,112.0,8.4,-0.1,39.0,4.33,4.03,0,D
354,17095.0,31.3,30.0,111.0,8.6,0.0,39.2,4.25,3.81,0,D
355,16904.0,31.1,30.1,110.0,8.4,-0.1,39.2,4.25,3.79,0,D
356,20671.0,31.2,30.2,111.0,8.5,-0.1,40.4,4.24,3.84,0,D
357,19455.0,31.5,30.2,111.0,8.1,-0.1,42.0,4.14,3.66,0,D
358,17675.0,31.0,29.7,111.0,6.4,0.1,39.1,4.21,3.9,0,D
359,21831.0,30.9,30.1,111.0,7.7,-0.1,40.5,4.24,3.79,0,D
360,17666.0,31.3,30.1,111.0,8.5,0.0,39.2,4.25,3.79,0,C
361,19515.0,31.2,30.1,111.0,7.6,-0.1,41.9,4.16,3.77,0,D
362,18317.0,31.4,30.2,110.0,7.7,0.0,39.2,4.25,3.96,0,D
363,17470.0,30.8,29.6,111.0,6.7,0.1,39.3,4.19,3.92,0,D
364,21413.0,31.1,30.1,111.0,7.9,-0.1,40.5,4.26,3.81,0,D
365,17913.0,31.5,30.1,111.0,8.2,0.0,39.2,4.25,3.92,0,D
366,17785.0,31.1,30.2,111.0,8.6,0.0,39.1,4.25,3.93,0,D
367,17706.0,31.6,30.2,111.0,8.5,0.0,39.2,4.26,3.82,0,D
368,17793.0,31.5,29.9,111.0,8.5,0.0,39.2,4.25,3.82,0,D
369,17132.0,31.0,29.5,111.0,6.7,0.1,39.2,4.2,3.92,0,C
370,21224.0,31.6,30.1,111.0,8.6,-0.1,40.5,4.22,3.86,0,D
371,17724.0,31.4,30.1,111.0,8.6,0.0,39.3,4.25,3.84,0,D
372,18052.0,31.3,30.1,111.0,8.5,0.0,39.2,4.25,3.79,0,D
373,17871.0,31.4,30.1,111.0,8.5,0.0,39.2,4.25,3.92,0,D
374,17322.0,30.9,29.7,111.0,6.7,0.1,39.3,4.19,3.92,0,D
375,21494.0,31.2,30.0,111.0,8.7,-0.1,40.6,4.2,3.84,0,D
376,17993.0,31.3,30.3,110.0,8.6,-0.1,39.3,4.25,3.84,0,D
377,18344.0,31.3,30.2,111.0,8.4,0.0,38.8,4.25,3.9,0,D
378,17756.0,30.9,29.6,111.0,6.5,0.1,38.9,4.19,3.85,0,D
379,18014.0,31.5,30.0,111.0,8.2,0.0,39.2,4.25,3.86,0,D
380,21857.0,31.4,30.2,111.0,8.4,-0.1,40.4,4.23,3.82,0,D
381,17046.0,30.9,29.5,111.0,6.6,0.1,39.2,4.2,3.92,0,D
382,21863.0,31.3,30.2,111.0,8.3,-0.1,40.5,4.24,3.86,0,B
383,21048.0,31.5,30.2,111.0,8.4,-0.1,40.4,4.23,3.92,0,C
384,19312.0,31.3,30.2,111.0,7.7,-0.1,42.2,4.16,3.73,0,D
385,21662.0,31.1,30.1,111.0,8.4,-0.1,40.6,4.21,3.9,0,D
386,21388.0,31.4,30.2,111.0,8.2,-0.1,40.6,4.2,3.76,0,D
387,17888.0,31.2,30.3,111.0,8.4,0.0,39.1,4.25,3.77,0,D
388,20986.0,31.3,30.0,111.0,7.8,-0.1,40.7,4.27,3.84,0,D
389,17236.0,31.0,29.6,111.0,6.7,0.1,39.3,4.19,3.85,0,D
390,18238.0,31.3,30.1,111.0,7.8,0.0,39.4,4.25,3.79,0,D
391,20992.0,31.3,30.1,111.0,8.2,-0.1,40.6,4.25,3.86,0,D
392,19442.0,31.3,30.1,111.0,8.1,-0.1,42.0,4.15,3.7,0,D
393,21310.0,31.2,30.3,111.0,8.7,-0.1,40.6,4.22,3.84,0,D
394,21623.0,31.3,30.2,111.0,7.7,-0.1,40.6,4.25,3.84,0,D
395,19443.0,31.4,30.2,111.0,7.8,-0.1,42.3,4.17,3.74,0,D
396,21941.0,31.2,30.2,111.0,8.4,-0.1,40.4,4.21,3.9,0,B
397,19625.0,31.5,30.3,111.0,8.0,-0.1,41.8,4.16,3.73,0,B
398,17841.0,30.8,29.6,111.0,6.6,0.1,39.0,4.19,3.92,0,B
399,16634.0,30.8,29.4,111.0,6.5,0.1,39.2,4.19,3.93,0,D
400,17167.0,30.9,29.6,111.0,6.7,0.1,39.2,4.2,3.94,0,C
401,21241.0,31.2,30.0,111.0,8.5,-0.1,40.6,4.22,3.83,0,C
402,19128.0,31.2,30.1,111.0,7.7,-0.1,42.2,4.16,3.84,0,D
403,17316.0,31.3,30.1,110.0,7.9,-0.1,39.4,4.25,3.99,0,D
404,20987.0,31.3,30.2,111.0,8.1,-0.1,40.5,4.26,3.85,0,D
405,19129.0,31.3,30.0,111.0,8.0,-0.1,41.9,4.17,3.77,0,D
406,17317.0,31.0,30.2,111.0,8.0,0.0,39.2,4.25,3.79,0,D
407,20988.0,31.2,30.1,111.0,8.2,-0.1,40.5,4.26,3.95,0,D
408,19130.0,31.1,30.0,111.0,8.0,-0.1,41.9,4.18,3.71,0,D
409,17781.0,31.0,29.6,111.0,6.4,0.1,38.8,4.2,3.89,0,B
410,17318.0,31.2,30.0,111.0,8.0,0.0,39.2,4.25,3.81,0,D
411,19568.0,31.4,30.3,111.0,8.4,-0.1,41.6,4.15,3.7,0,B
412,16774.0,30.9,29.6,111.0,6.0,0.1,39.3,4.21,3.92,0,D
413,21883.0,31.3,29.3,111.0,8.2,-0.1,40.5,4.23,3.83,0,B
414,18371.0,31.3,30.2,111.0,8.5,-0.1,38.8,4.25,3.96,0,B
415,19131.0,31.1,30.1,111.0,8.1,-0.1,41.9,4.16,3.7,0,D
416,17319.0,31.3,30.1,110.0,8.2,-0.1,39.2,4.25,3.83,0,D
417,16775.0,30.6,29.7,111.0,6.3,0.1,39.1,4.2,3.9,0,D
418,19132.0,31.2,30.2,111.0,8.2,-0.1,41.9,4.16,3.78,0,D
419,17320.0,31.3,30.0,111.0,8.2,0.0,39.3,4.26,3.84,0,D
420,16776.0,30.8,29.5,111.0,6.4,0.1,39.3,4.21,3.91,0,D
421,20989.0,31.8,30.0,111.0,8.1,-0.1,40.6,4.25,3.78,0,D
422,17321.0,31.5,30.2,111.0,8.3,0.0,39.2,4.26,3.86,0,D
423,16777.0,30.7,29.5,111.0,6.4,0.1,39.2,4.21,3.92,0,D
424,20990.0,31.3,30.1,111.0,8.2,-0.1,40.6,4.24,3.83,0,D
425,21578.0,31.3,30.1,111.0,8.2,-0.1,40.5,4.23,3.8,0,D
426,18513.0,31.5,30.1,111.0,8.5,0.0,39.2,4.25,3.83,0,B
427,17917.0,31.0,29.7,111.0,6.7,0.1,39.2,4.19,3.92,0,B
428,22022.0,31.5,30.2,111.0,8.5,-0.1,40.5,4.21,3.86,0,B
429,17047.0,31.0,29.6,111.0,6.7,0.1,39.2,4.19,3.91,0,D
430,18532.0,31.3,30.0,111.0,8.5,0.0,39.2,4.25,3.82,0,B
431,17936.0,30.8,29.7,111.0,6.6,0.1,39.1,4.19,3.89,0,B
432,22041.0,31.3,30.2,111.0,8.2,-0.1,40.6,4.23,3.84,0,B
433,17941.0,30.9,29.5,111.0,6.2,0.1,39.3,4.2,3.92,0,B
434,19734.0,31.5,30.3,111.0,8.4,-0.1,41.9,4.15,3.66,0,B
435,18538.0,31.6,30.0,111.0,8.4,0.0,39.3,4.25,3.81,0,B
436,19716.0,31.5,30.3,111.0,8.2,-0.1,42.0,4.16,3.68,0,B
437,19676.0,31.4,30.2,111.0,8.2,-0.1,42.2,4.16,3.73,0,D
438,18520.0,31.5,30.2,111.0,8.5,0.0,39.2,4.25,3.81,0,B
439,22093.0,31.6,30.1,111.0,8.6,-0.1,40.6,4.23,3.77,0,B
440,19779.0,31.6,30.3,111.0,8.3,-0.1,42.1,4.15,3.74,0,B
441,17989.0,30.9,29.4,111.0,6.7,0.1,39.2,4.2,3.92,0,B
442,20516.0,31.3,30.1,111.0,8.7,-0.1,40.5,4.23,3.86,0,D
443,20522.0,31.4,30.2,111.0,8.4,-0.1,40.6,4.25,3.86,0,D
444,19774.0,31.6,30.4,111.0,8.4,-0.1,41.9,4.16,3.71,0,B
445,18382.0,31.3,30.1,111.0,8.3,0.0,38.7,4.25,3.92,0,B
446,17794.0,30.9,29.4,111.0,6.2,0.1,39.0,4.2,3.92,0,B
447,19581.0,31.3,30.2,111.0,8.4,-0.1,41.6,4.16,3.66,0,B
448,17942.0,30.7,29.6,111.0,6.4,0.1,39.1,4.19,3.84,0,B
449,19735.0,31.4,30.0,111.0,8.5,-0.1,42.0,4.16,3.71,0,B
450,18539.0,31.2,30.1,111.0,8.4,0.0,39.3,4.25,3.88,0,B
451,18477.0,31.3,30.2,111.0,8.3,0.0,39.2,4.25,3.93,0,D
452,16769.0,31.3,29.9,111.0,8.1,0.0,39.1,4.25,3.82,0,D
453,16775.0,31.3,29.9,110.0,8.0,-0.1,39.2,4.25,3.79,0,D
454,21637.0,31.5,30.2,111.0,7.8,-0.1,40.5,4.25,3.8,0,D
455,17649.0,30.7,29.6,111.0,6.6,0.1,39.1,4.2,3.9,0,D
456,21643.0,31.5,30.0,111.0,8.3,-0.1,40.5,4.25,3.93,0,D
457,18673.0,31.3,30.0,111.0,8.7,0.0,39.2,4.25,3.94,0,B
458,22036.0,31.5,30.1,111.0,8.4,-0.1,40.5,4.23,3.79,0,B
459,16797.0,31.2,30.1,111.0,8.4,0.0,39.2,4.25,3.76,0,D
460,18529.0,31.3,30.1,111.0,8.3,-0.1,39.2,4.26,3.92,0,D
461,18077.0,30.9,29.8,111.0,6.8,0.1,39.2,4.19,3.92,0,B
462,19726.0,31.4,30.2,111.0,8.4,-0.1,42.0,4.16,3.7,0,D
463,22183.0,31.4,30.0,111.0,9.1,-0.1,40.5,4.24,3.92,0,B
464,21719.0,31.0,30.2,111.0,7.7,-0.1,40.7,4.25,3.91,0,D
465,21725.0,31.3,30.1,111.0,8.4,-0.1,40.6,4.23,3.94,0,D
466,21034.0,31.4,30.1,111.0,8.0,-0.1,40.5,4.25,3.87,0,C
467,17536.0,31.3,30.2,111.0,8.2,-0.1,39.1,4.25,3.97,0,C
468,22112.0,31.4,30.2,111.0,8.4,-0.1,40.6,4.24,3.78,0,B
469,18604.0,31.6,30.1,111.0,8.5,0.0,39.2,4.25,3.81,0,B
470,18008.0,31.0,29.6,111.0,6.7,0.1,39.1,4.19,3.92,0,B
471,17451.0,30.9,29.6,111.0,6.7,0.1,39.1,4.19,3.88,0,D
472,21247.0,31.3,30.0,111.0,8.1,-0.1,40.7,4.23,3.86,0,C
473,18717.0,31.3,30.1,111.0,8.8,0.0,39.2,4.25,3.77,0,B
474,17741.0,31.3,30.2,111.0,8.5,0.0,39.1,4.26,3.85,0,C
475,18121.0,30.7,29.6,111.0,7.0,0.1,39.2,4.2,3.92,0,B
476,22227.0,31.5,30.1,111.0,9.2,-0.1,40.6,4.23,3.86,0,B
477,19738.0,31.5,30.2,111.0,8.3,-0.1,42.1,4.16,3.79,0,B
478,18686.0,31.4,30.2,111.0,8.5,0.0,39.1,4.25,3.93,0,B
479,22150.0,31.3,30.1,111.0,9.0,-0.1,40.6,4.23,3.92,0,B
480,22153.0,31.2,30.2,111.0,8.5,-0.1,40.6,4.23,3.84,0,B
481,22156.0,31.5,30.2,111.0,9.1,-0.1,40.4,4.22,3.82,0,B
482,19803.0,31.6,30.1,111.0,8.4,-0.1,42.0,4.15,3.7,0,B
483,21996.0,31.4,30.2,111.0,8.1,-0.1,40.6,4.25,3.84,0,D
484,19682.0,31.3,30.2,111.0,7.8,-0.1,42.1,4.16,3.7,0,D
485,18486.0,31.3,30.1,111.0,7.9,-0.1,39.3,4.25,3.89,0,D
486,19371.0,31.5,30.0,111.0,8.5,-0.1,41.9,4.15,3.7,0,D
487,21837.0,31.4,30.0,111.0,8.3,-0.1,40.3,4.23,3.92,0,D
488,21490.0,31.4,30.2,111.0,8.3,-0.1,40.5,4.21,3.81,0,D
489,17845.0,31.3,30.2,111.0,8.1,0.0,39.3,4.26,3.75,0,D
490,18079.0,31.0,29.6,111.0,7.0,0.1,39.2,4.19,3.9,0,B
491,17296.0,30.9,29.7,111.0,6.5,0.1,39.2,4.2,3.9,0,D
492,17159.0,30.8,29.7,111.0,6.8,0.1,39.2,4.19,3.92,0,D
493,21230.0,31.4,30.0,111.0,8.6,-0.1,40.6,4.24,3.94,0,D
494,17165.0,31.1,29.7,111.0,6.7,0.1,39.2,4.19,3.91,0,D
495,21232.0,31.3,30.2,111.0,8.7,-0.1,40.6,4.23,3.81,0,D
496,22331.0,31.3,30.1,111.0,8.5,-0.1,40.7,4.23,3.83,0,D
497,20016.0,31.6,30.2,111.0,8.3,-0.1,41.9,4.14,3.69,0,D
498,17271.0,31.0,29.7,111.0,6.7,0.1,39.1,4.19,3.92,0,D
499,18821.0,31.4,30.1,111.0,8.1,-0.1,39.3,4.25,3.84,0,D
0,17275.0,30.6,29.8,111.0,6.5,0.1,39.2,4.2,3.86,0,D
1,21344.0,31.6,30.0,111.0,8.7,-0.1,40.6,4.23,3.81,0,D
2,19574.0,31.6,30.4,111.0,8.4,-0.1,41.6,4.14,3.67,0,D
3,19580.0,31.3,30.3,111.0,8.4,-0.1,41.6,4.16,3.66,0,D
4,,,,,,,,,,14,B
5,18621.0,31.4,30.0,111.0,8.6,-0.1,39.2,4.25,3.94,0,D
6,,,,,,,,,,14,B
7,18730.0,31.5,30.2,110.0,8.0,0.0,39.3,4.25,3.79,0,D
8,22241.0,31.6,30.2,111.0,8.4,-0.1,40.5,4.24,3.86,0,D
9,19926.0,31.2,30.3,111.0,8.2,-0.1,42.0,4.16,3.71,0,D
10,19927.0,31.3,30.1,111.0,8.3,-0.1,42.1,4.16,3.73,0,D
11,17496.0,30.8,29.7,111.0,6.6,0.1,39.2,4.19,3.85,0,D
12,18025.0,30.8,29.7,111.0,6.9,0.1,39.3,4.19,3.78,0,D
13,22131.0,31.1,30.2,111.0,8.1,-0.1,40.5,4.24,3.81,0,D
14,21575.0,31.4,30.2,111.0,8.7,-0.1,40.5,4.2,3.78,0,D
15,11621.0,31.7,29.7,112.0,9.5,-0.1,39.3,4.34,3.99,0,D
16,22566.0,31.2,30.0,111.0,9.6,0.0,40.5,4.22,3.81,0,D
17,17717.0,30.8,29.7,111.0,6.6,0.1,39.0,4.19,3.85,0,D
18,19057.0,31.8,30.1,111.0,9.7,0.0,39.4,4.26,3.87,0,D
19,22570.0,31.2,30.1,111.0,9.9,-0.1,40.5,4.2,3.83,0,D
20,17723.0,30.9,29.6,111.0,6.5,0.1,39.0,4.19,3.9,0,D
21,20193.0,31.5,30.1,111.0,9.4,-0.1,42.1,4.13,3.73,0,D
22,19059.0,31.3,30.0,111.0,9.3,0.0,39.2,4.26,3.93,0,D
23,20003.0,31.5,30.3,111.0,8.4,-0.1,42.0,4.14,3.75,0,D
24,20196.0,31.5,30.2,111.0,9.5,-0.1,42.2,4.13,3.7,0,D
25,18808.0,31.1,29.9,111.0,8.3,0.0,39.1,4.25,3.93,0,D
26,19062.0,31.3,30.2,111.0,9.6,0.0,39.4,4.25,3.89,0,D
27,11627.0,31.7,29.4,112.0,9.5,-0.1,39.3,4.34,3.98,0,D
28,22319.0,31.2,30.1,111.0,8.7,-0.1,40.5,4.24,3.79,0,D
29,18250.0,30.9,29.5,111.0,6.6,0.1,39.2,4.19,3.88,0,D
30,22357.0,31.2,30.1,111.0,8.6,-0.1,40.5,4.25,3.85,0,D
31,20042.0,31.5,30.2,111.0,8.1,-0.1,42.1,4.15,3.71,0,D
32,17305.0,31.0,29.5,111.0,6.7,0.1,39.2,4.2,3.91,0,D
33,21379.0,31.4,30.1,111.0,8.7,-0.1,40.5,4.22,3.83,0,D
34,21506.0,31.3,30.1,111.0,7.6,-0.1,40.6,4.25,3.89,0,D
35,18005.0,31.1,30.2,111.0,8.1,0.0,39.1,4.25,3.95,0,D
36,18159.0,30.7,29.6,111.0,6.6,0.1,39.3,4.2,3.93,0,B
37,22369.0,31.2,30.1,111.0,8.2,-0.1,40.6,4.25,3.85,0,B
38,22266.0,31.4,30.2,111.0,8.6,-0.1,40.6,4.25,3.84,0,B
39,19951.0,31.7,30.2,111.0,8.1,-0.1,42.0,4.16,3.71,0,B
40,18861.0,31.5,30.2,111.0,8.6,-0.1,39.2,4.25,3.83,0,B
41,18161.0,30.8,29.7,111.0,6.7,0.1,39.3,4.2,3.92,0,B
42,18263.0,30.8,29.6,111.0,6.6,0.1,39.2,4.2,3.93,0,B
43,18814.0,31.2,30.1,111.0,8.1,0.0,39.3,4.26,3.88,0,D
44,11646.0,31.7,29.9,112.0,8.7,-0.1,39.2,4.34,4.03,0,D
45,18816.0,31.4,30.1,111.0,8.4,0.0,39.2,4.25,3.92,0,D
46,22597.0,31.4,30.1,111.0,8.6,-0.1,40.5,4.24,3.88,0,D
47,22327.0,31.3,30.3,111.0,8.3,-0.1,40.6,4.25,3.88,0,D
48,19083.0,31.5,30.0,111.0,8.3,0.0,39.2,4.25,3.92,0,D
49,22329.0,31.5,30.2,111.0,8.6,-0.1,40.5,4.25,3.89,0,D
50,18410.0,31.0,29.6,111.0,6.7,0.1,39.1,4.19,3.9,0,D
51,18224.0,30.7,29.6,111.0,6.7,0.1,39.2,4.19,3.93,0,D
52,19418.0,31.2,30.2,111.0,7.8,-0.1,42.1,4.16,3.73,0,D
53,22602.0,31.2,30.2,111.0,8.5,-0.1,40.6,4.25,3.86,0,D
54,18414.0,30.8,29.7,111.0,6.7,0.1,39.1,4.18,3.76,0,D
55,11652.0,31.6,29.7,112.0,8.7,-0.1,39.4,4.34,3.89,0,D
56,18155.0,30.9,29.6,111.0,6.2,0.1,39.4,4.2,3.92,0,B
57,17864.0,31.5,30.1,111.0,8.6,0.0,39.2,4.25,3.87,0,D
58,17307.0,31.0,29.6,111.0,6.7,0.1,39.2,4.2,3.92,0,D
59,21373.0,31.1,30.1,111.0,8.6,-0.1,40.5,4.21,3.88,0,D
60,21947.0,31.4,30.1,111.0,8.4,-0.1,40.4,4.22,3.93,0,B
61,18435.0,31.5,30.1,111.0,8.5,0.0,38.7,4.25,3.94,0,B
62,18441.0,31.4,30.1,111.0,8.4,0.0,38.9,4.25,3.94,0,B
63,21922.0,31.2,30.2,111.0,8.5,-0.1,40.5,4.24,3.87,0,B
64,21928.0,31.4,30.2,111.0,8.4,-0.1,40.4,4.23,3.92,0,B
65,21384.0,31.5,30.2,111.0,8.6,-0.1,40.5,4.23,3.95,0,D
66,21387.0,31.2,30.1,111.0,8.7,-0.1,40.5,4.19,3.85,0,D
67,17408.0,30.8,29.6,111.0,6.5,0.1,39.1,4.19,3.92,0,D
68,21485.0,31.4,30.2,111.0,8.6,-0.1,40.5,4.23,3.85,0,D
69,19519.0,31.4,30.2,111.0,8.1,-0.1,41.7,4.16,3.73,0,D
70,21404.0,31.2,30.3,111.0,8.6,-0.1,40.6,4.23,3.94,0,D
71,18345.0,30.8,29.6,111.0,6.1,0.1,39.1,4.2,3.92,0,B
72,18946.0,31.5,30.2,111.0,8.3,-0.1,39.2,4.25,3.84,0,B
73,18347.0,30.9,29.7,111.0,6.6,0.1,39.2,4.19,3.92,0,B
74,21977.0,31.5,30.1,111.0,7.7,-0.1,40.5,4.25,3.86,0,B
75,21983.0,31.5,30.1,111.0,8.3,-0.1,40.6,4.23,3.95,0,B
76,18655.0,31.2,30.0,111.0,8.8,0.0,39.2,4.25,3.79,0,D
77,18059.0,30.9,29.6,111.0,6.9,0.1,39.2,4.19,3.9,0,D
78,22456.0,31.4,30.2,111.0,8.5,-0.1,40.6,4.27,3.8,0,B
79,18307.0,30.9,29.4,111.0,6.7,0.1,39.2,4.19,3.92,0,B
80,22414.0,31.5,30.2,111.0,8.6,-0.1,40.5,4.23,3.9,0,B
81,,,,,,,,,,14,B
82,,,,,,,,,,14,B
83,21444.0,31.4,30.2,111.0,8.7,-0.1,40.5,4.24,3.81,0,D
84,17939.0,31.4,30.1,111.0,8.4,0.0,39.1,4.25,3.78,0,D
85,21769.0,31.2,30.1,111.0,7.7,-0.1,40.6,4.26,3.81,0,D
86,21775.0,31.5,30.1,111.0,8.5,-0.1,40.6,4.25,3.84,0,D
87,18519.0,31.4,29.9,111.0,8.4,0.0,39.2,4.25,3.86,0,B
88,19688.0,31.5,30.3,111.0,8.3,-0.1,42.0,4.17,3.78,0,D
89,19694.0,31.2,30.1,111.0,7.9,-0.1,42.1,4.16,3.74,0,D
90,22015.0,31.2,30.1,111.0,8.6,-0.1,40.6,4.24,3.83,0,D
91,22021.0,31.2,30.2,111.0,8.5,-0.1,40.5,4.23,3.81,0,D
92,18446.0,30.8,29.6,111.0,6.7,0.1,39.2,4.18,3.92,0,D
93,19754.0,31.4,30.3,111.0,8.4,-0.1,42.1,4.16,3.75,0,B
94,18558.0,31.3,30.0,111.0,8.4,0.0,39.2,4.25,3.82,0,B
95,17962.0,30.8,29.6,111.0,6.3,0.1,39.2,4.19,3.88,0,B
96,18401.0,31.3,30.1,111.0,8.1,0.0,38.9,4.25,3.94,0,D
97,19759.0,31.6,30.3,111.0,8.4,-0.1,42.0,4.16,3.73,0,B
98,21596.0,31.0,30.1,111.0,8.6,-0.1,40.6,4.21,3.84,0,D
99,18563.0,31.2,30.1,111.0,8.1,-0.1,39.2,4.25,3.81,0,B
0,17821.0,30.8,29.6,111.0,6.7,0.0,39.1,4.2,3.84,0,D
1,22074.0,31.3,30.1,111.0,8.6,-0.1,40.5,4.2,3.81,0,B
2,17885.0,31.0,29.6,111.0,6.6,0.1,39.2,4.2,3.9,0,D
3,17743.0,30.7,29.5,111.0,6.5,0.1,38.9,4.2,3.87,0,D
4,17891.0,30.9,29.5,111.0,6.6,0.1,39.2,4.19,3.89,0,D
5,17749.0,30.8,29.6,111.0,6.5,0.1,38.9,4.19,3.85,0,D
6,19076.0,31.2,30.1,111.0,8.2,0.0,39.2,4.25,3.76,0,D
7,11640.0,31.3,29.5,112.0,8.8,-0.1,39.3,4.34,4.03,0,D
8,18350.0,31.5,30.0,111.0,8.4,0.0,38.8,4.25,3.93,0,D
9,22591.0,31.3,30.1,111.0,8.6,-0.1,40.6,4.25,3.88,0,D
10,18551.0,31.4,30.0,110.0,8.4,-0.1,39.2,4.25,3.93,0,B
11,18557.0,31.1,30.0,111.0,8.3,0.0,39.1,4.25,3.81,0,B
12,22034.0,31.4,30.1,111.0,8.2,-0.1,40.6,4.23,3.88,0,B
13,19728.0,31.3,30.1,111.0,8.4,-0.1,42.1,4.16,3.7,0,D
14,22087.0,31.3,30.2,111.0,8.7,-0.1,40.6,4.21,3.76,0,B
15,18388.0,31.5,30.1,111.0,8.2,0.0,38.6,4.25,3.89,0,B
16,17988.0,31.0,29.7,111.0,6.8,0.1,39.1,4.19,3.93,0,B
17,22584.0,31.1,30.1,111.0,7.7,-0.1,40.6,4.25,3.89,0,D
18,19070.0,31.5,29.7,111.0,7.7,0.0,39.6,4.26,3.82,0,D
19,18394.0,30.8,29.7,111.0,5.9,0.1,39.3,4.2,3.94,0,D
20,17888.0,30.7,29.6,111.0,6.5,0.1,39.2,4.2,3.9,0,D
21,19681.0,31.6,30.3,111.0,8.4,-0.1,41.9,4.17,3.7,0,D
22,18001.0,30.8,29.5,111.0,6.7,0.1,39.2,4.19,3.93,0,B
23,18007.0,31.0,29.7,111.0,6.6,0.1,39.1,4.19,3.9,0,B
24,18335.0,31.3,30.1,111.0,8.4,-0.1,38.8,4.25,3.94,0,D
25,18699.0,31.4,30.1,111.0,8.2,0.0,39.3,4.25,3.78,0,B
26,18109.0,31.0,29.7,111.0,7.0,0.1,39.2,4.19,3.87,0,B
27,22137.0,31.2,30.1,111.0,9.0,-0.1,40.5,4.21,3.84,0,B
28,19828.0,31.3,30.3,111.0,8.7,-0.1,42.1,4.15,3.71,0,B
29,11863.0,31.4,29.6,112.0,8.6,-0.1,39.2,4.34,4.02,0,D
30,22848.0,31.3,30.0,111.0,8.2,-0.1,40.5,4.23,3.87,0,D
31,18659.0,31.0,29.6,111.0,6.8,0.1,39.1,4.17,3.91,0,D
32,11864.0,31.4,29.9,112.0,8.7,-0.1,39.2,4.34,4.03,0,D
33,22849.0,31.2,30.0,111.0,8.5,-0.1,40.5,4.23,3.85,0,D
34,18660.0,30.9,29.6,111.0,6.8,0.1,39.2,4.18,3.9,0,D
35,22761.0,31.4,30.2,111.0,8.7,-0.1,40.6,4.23,3.83,0,D
36,18572.0,30.7,29.6,111.0,6.7,0.1,39.2,4.17,3.9,0,D
37,19156.0,31.0,30.2,110.0,8.1,0.0,39.3,4.25,3.83,0,D
38,18483.0,30.8,29.5,111.0,6.8,0.1,39.2,4.18,3.9,0,D
39,17887.0,30.9,29.8,111.0,6.2,0.1,39.3,4.2,3.9,0,D
40,11705.0,31.2,29.5,112.0,8.7,-0.1,39.2,4.35,3.99,0,D
41,18501.0,30.8,29.5,111.0,6.5,0.1,39.2,4.2,3.92,0,D
