,340X1,340X2,340X4,340X5,340X7,340X8,340X10,340X17,340X18,340X27,340X31,340X49,340X53,340X61,340X73,340X75,340X77,340X97,340X99,340X105,340X107,340X108,340X124,340X125,340X126,340X132,340X133,340X138,340X147,340X151,340X161,340X173,340X181,340X182,340X188,340X196,TOOL
128,98,95.0,105.0,98.0,88.0,100,105,1.27,4.45,108.3,3085,0,0,0,1198,1200,1193,0,3,0,53263,29301,26,28,17,44,45,303,71,65,89,3428,3008.7,3040,105.3,102.6,3009
129,98,95.0,105.0,98.0,88.0,100,105,1.26,4.88,108.7,3085,0,0,0,1197,1200,1193,0,3,1,53410,29985,26,28,17,44,45,302,71,66,89,3426,3008.0,3040,105.8,101.7,3009
130,86,98.0,103.0,98.0,95.0,100,106,0.87,4.1,109.1,3086,0,-2,0,1199,1204,1197,0,1,1,53430,30006,24,25,18,46,46,298,76,70,94,3395,3013.2,3040,105.5,103.9,4106
131,98,95.0,105.0,98.0,88.0,100,105,0.91,4.8,108.8,3085,0,0,0,1198,1200,1193,0,3,1,54791,30836,25,26,16,43,45,293,71,66,92,3426,3006.3,3037,106.6,102.0,3009
132,86,92.9,106.0,96.1,92.9,106,106,0.62,4.25,109.3,3083,-1,-2,0,1199,1204,1197,0,0,0,54791,30837,26,28,20,42,42,301,75,70,81,3487,3012.4,3045,108.5,103.7,4147
133,86,98.0,103.0,98.0,95.0,100,106,0.82,3.95,109.0,3086,0,-2,0,1199,1204,1197,0,1,0,53616,30255,25,26,18,46,46,298,75,68,91,3400,3013.2,3042,105.4,104.1,4106
134,86,98.0,103.0,98.0,95.0,100,106,0.84,4.1,109.6,3084,0,-2,0,1199,1204,1193,0,1,1,54792,30837,24,25,18,46,46,299,76,70,94,3395,3014.0,3042,105.4,104.3,4106
135,86,92.9,106.0,96.1,92.9,106,106,0.68,4.35,108.7,3085,-1,-2,0,1199,1204,1193,0,0,1,53624,30263,27,28,20,42,42,302,75,71,83,3493,3011.8,3042,106.1,103.5,4147
136,86,92.9,106.0,96.1,92.9,106,106,0.67,4.33,109.9,3085,-1,-2,0,1199,1204,1197,0,0,1,53533,30171,27,28,20,42,42,302,75,70,83,3496,3011.7,3042,107.1,103.5,4147
137,98,95.0,105.0,98.0,88.0,100,105,1.26,4.95,108.3,3085,1,0,0,1198,1200,1193,0,3,0,53541,30180,26,27,17,44,45,302,70,65,87,3434,3007.1,3042,105.4,102.4,3009
138,98,95.0,105.0,98.0,88.0,100,105,1.25,4.93,108.9,3085,0,0,-2,1198,1200,1193,0,3,0,53497,30072,26,27,17,45,45,303,69,65,85,3440,3008.3,3040,105.0,101.2,3009
139,86,92.9,106.0,96.1,92.9,106,106,0.65,4.38,109.1,3085,-1,-2,0,1199,1204,1197,0,0,0,53524,30163,26,27,20,42,42,303,75,71,83,3496,3012.7,3045,106.9,103.4,4147
140,86,98.0,103.0,98.0,95.0,100,106,0.84,3.98,110.0,3086,0,-2,0,1199,1204,1197,0,1,1,53497,30085,24,26,18,46,46,300,76,70,94,3392,3013.7,3042,105.4,103.7,4106
141,86,98.0,103.0,98.0,95.0,100,106,0.84,4.05,108.8,3086,0,-2,0,1199,1204,1197,0,1,1,53320,29694,25,26,18,46,46,297,76,69,93,3396,3012.8,3040,106.3,104.1,4106
142,98,95.0,105.0,98.0,88.0,100,105,1.25,5.03,109.0,3085,0,0,0,1198,1204,1193,0,3,0,53320,29706,26,27,17,44,45,298,70,65,87,3437,3007.7,3037,106.5,102.8,3009
143,98,95.0,105.0,98.0,88.0,100,105,1.28,5.05,108.1,3085,1,0,-2,1197,1204,1193,0,1,1,53263,29406,26,27,17,44,45,306,71,66,88,3427,3008.9,3042,106.8,101.9,3009
144,98,95.0,105.0,98.0,88.0,100,105,1.28,5.05,108.5,3085,0,0,0,1198,1200,1193,0,3,0,53745,30379,26,27,17,44,45,300,70,65,87,3437,3008.1,3042,106.2,102.6,3009
145,86,98.0,103.0,98.0,95.0,100,106,0.85,4.03,109.7,3086,0,-2,0,1199,1204,1197,0,1,1,53398,29914,24,25,18,46,46,298,76,70,94,3395,3013.6,3042,106.8,104.1,4106
146,86,98.0,103.0,98.0,95.0,100,106,0.85,3.98,110.1,3086,0,-2,0,1199,1204,1197,0,1,1,53753,30388,24,26,18,46,46,298,75,70,93,3397,3014.6,3045,105.2,104.0,4106
147,98,95.0,105.0,98.0,88.0,100,105,1.27,5.05,108.6,3085,0,0,0,1198,1200,1193,0,3,0,53398,29914,26,27,17,44,45,300,70,65,87,3434,3007.6,3040,106.0,102.8,3009
148,86,92.9,106.0,96.1,92.9,106,106,0.63,4.33,109.6,3083,-1,-2,-2,1199,1204,1197,0,0,1,54830,30875,26,27,20,42,42,301,75,69,81,3489,3012.2,3045,106.9,104.0,4147
149,86,98.0,103.0,98.0,95.0,100,106,0.83,3.95,109.1,3086,0,-2,0,1199,1204,1197,0,1,0,53736,30371,24,25,18,46,46,297,76,69,92,3401,3013.0,3042,105.3,104.1,4106
150,86,92.9,106.0,96.1,92.9,106,106,0.64,4.33,109.7,3085,-1,-2,0,1199,1204,1197,0,0,1,53744,30379,27,28,20,42,42,302,75,70,83,3494,3010.9,3045,108.2,103.7,4147
151,98,95.0,105.0,98.0,88.0,100,105,1.27,5.03,108.7,3085,0,0,0,1198,1204,1193,0,3,0,53551,30189,26,27,17,44,45,301,70,65,87,3435,3007.3,3040,105.7,102.2,3009
152,86,98.0,103.0,98.0,95.0,100,106,0.84,3.98,109.8,3086,0,-2,0,1199,1204,1197,0,1,1,53551,30190,24,25,18,46,46,298,76,70,94,3395,3012.1,3040,106.3,103.8,4106
153,86,92.9,106.0,96.1,92.9,106,106,0.69,4.38,109.3,3085,-1,-2,0,1199,1204,1197,0,0,0,53551,30190,27,28,19,42,42,303,75,70,82,3493,3012.3,3047,107.8,103.3,4147
154,86,98.0,103.0,98.0,95.0,100,106,0.84,4.05,109.1,3086,0,-2,0,1199,1204,1197,0,1,1,53497,30111,24,26,17,46,46,298,75,69,93,3397,3012.8,3042,105.5,104.2,4106
155,86,98.0,103.0,98.0,95.0,100,106,0.83,3.95,110.2,3086,0,-2,0,1199,1204,1197,0,1,1,53497,30098,24,25,18,46,46,298,76,70,94,3395,3014.1,3040,106.3,104.1,4106
156,86,92.9,106.0,96.1,92.9,106,106,0.6,4.58,108.8,3083,0,-2,0,1199,1204,1197,0,0,1,54921,30967,26,27,20,42,42,299,75,70,79,3494,3011.1,3045,108.0,103.7,4147
157,98,95.0,105.0,98.0,88.0,100,105,0.8,3.93,107.9,3085,0,0,0,1197,1200,1193,0,3,0,54922,30967,25,26,16,43,45,293,72,67,91,3422,3007.4,3042,105.5,102.2,3009
158,86,92.9,106.0,96.1,92.9,106,106,0.6,4.05,109.1,3083,0,-2,0,1199,1204,1197,0,0,0,53770,30402,27,28,20,42,42,302,75,70,83,3490,3012.1,3045,106.7,103.1,4147
159,86,98.0,103.0,98.0,95.0,100,106,0.84,3.93,110.1,3084,0,-2,0,1199,1204,1197,0,1,1,54926,30972,24,25,17,46,46,299,76,69,93,3396,3012.9,3045,106.8,104.1,4106
160,86,92.9,106.0,96.1,92.9,106,106,0.67,4.38,110.1,3083,-1,-2,0,1199,1204,1197,0,0,0,54926,30972,26,28,20,42,42,301,75,70,81,3488,3012.0,3045,107.3,103.7,4147
161,98,95.0,105.0,98.0,88.0,100,105,1.26,5.08,108.1,3085,0,0,0,1198,1200,1193,0,3,1,53779,30410,26,27,17,44,45,301,71,66,88,3433,3008.0,3040,105.0,102.3,3009
162,86,92.9,106.0,96.1,92.9,106,106,0.67,4.38,109.8,3083,-1,-2,0,1199,1204,1197,0,0,1,54929,30975,27,28,19,42,42,300,75,70,81,3489,3012.6,3045,108.4,103.8,4147
163,86,98.0,103.0,98.0,95.0,100,106,0.82,3.95,108.7,3084,0,-2,0,1199,1204,1197,0,1,1,55332,31271,25,26,18,46,46,300,76,70,94,3397,3013.2,3040,107.6,103.9,4106
164,98,95.0,105.0,98.0,88.0,100,105,0.87,4.63,108.5,3085,0,0,0,1198,1204,1193,0,3,0,54930,30975,25,26,16,43,45,292,71,66,91,3425,3007.1,3040,106.7,102.5,3009
165,86,92.9,106.0,96.1,92.9,106,106,0.64,4.28,109.2,3083,-1,-2,0,1199,1204,1197,0,0,0,55332,31271,27,28,20,42,42,303,75,70,81,3486,3011.9,3047,108.6,103.5,4147
166,98,95.0,105.0,98.0,88.0,100,105,1.24,4.95,107.8,3085,0,0,0,1197,1200,1193,0,3,0,54009,30479,26,27,17,44,45,300,71,66,87,3438,3007.2,3042,105.9,102.0,3009
167,98,95.0,105.0,98.0,88.0,100,105,0.86,4.83,108.1,3085,0,0,0,1198,1204,1193,0,3,1,55333,31271,26,27,16,43,45,292,71,66,91,3424,3008.1,3037,106.4,102.6,3009
168,98,95.0,105.0,98.0,88.0,100,105,0.85,4.68,108.1,3085,0,0,-2,1198,1204,1193,0,3,0,55336,31274,26,27,17,43,45,292,71,66,91,3424,3007.7,3037,105.5,102.7,3009
169,86,98.0,103.0,98.0,95.0,100,106,0.84,4.05,109.1,3084,0,-2,0,1199,1204,1197,0,1,1,55336,31275,25,26,17,46,46,299,76,70,94,3396,3013.2,3045,105.0,104.1,4106
170,86,98.0,103.0,98.0,95.0,100,106,0.84,4.0,110.2,3084,0,-2,0,1199,1204,1197,0,1,1,54399,30670,24,25,18,46,46,298,76,70,94,3396,3013.1,3040,105.1,104.4,4106
171,86,92.9,106.0,96.1,92.9,106,106,0.65,4.3,109.3,3083,-1,-2,0,1199,1204,1193,0,0,0,55336,31275,27,28,20,42,42,301,75,70,81,3489,3012.2,3042,107.4,103.6,4147
172,86,92.9,106.0,96.1,92.9,106,106,0.62,4.28,109.9,3083,0,-2,0,1199,1204,1197,0,0,0,54399,30670,27,28,19,42,42,301,75,69,81,3488,3011.7,3042,107.5,104.1,4147
173,86,98.0,103.0,98.0,95.0,100,106,0.83,4.05,109.7,3084,0,-2,0,1199,1204,1197,0,1,1,54400,30670,24,25,18,46,46,299,76,70,93,3396,3013.8,3040,105.8,104.4,4106
174,86,98.0,103.0,98.0,95.0,100,106,0.83,3.93,110.0,3084,0,-2,0,1199,1204,1197,0,1,1,54405,30670,24,25,18,46,46,298,76,70,94,3397,3013.6,3045,105.6,104.5,4106
175,86,92.9,106.0,96.1,92.9,106,106,0.63,4.3,109.8,3083,0,-2,0,1199,1204,1197,0,0,0,54405,30670,27,28,20,42,42,301,75,69,81,3488,3012.3,3042,107.5,104.1,4147
176,86,98.0,103.0,98.0,95.0,100,106,0.83,4.03,110.3,3084,0,-2,0,1199,1204,1197,0,1,1,54405,30670,24,25,18,46,46,298,76,70,94,3397,3013.1,3040,105.1,104.5,4106
177,86,92.9,106.0,96.1,92.9,106,106,0.63,4.33,109.3,3083,0,-2,0,1199,1204,1197,0,0,0,54410,30670,27,28,20,42,42,300,75,69,80,3491,3011.7,3042,107.6,103.8,4147
178,86,98.0,103.0,98.0,95.0,100,106,0.83,4.0,109.3,3084,0,-2,0,1199,1204,1197,0,1,1,54411,30670,24,25,18,46,46,298,75,69,93,3400,3013.8,3042,106.9,104.2,4106
179,86,92.9,106.0,96.1,92.9,106,106,0.62,4.33,109.3,3083,0,-2,0,1199,1204,1197,0,0,0,54411,30670,27,28,20,42,42,300,75,69,80,3491,3011.7,3045,108.3,103.8,4147
180,98,95.0,105.0,98.0,88.0,100,105,0.85,4.7,108.1,3085,0,0,0,1198,1200,1193,0,3,0,55340,31278,26,27,16,43,45,292,71,66,91,3425,3007.5,3040,105.9,102.8,3009
181,86,98.0,103.0,98.0,95.0,100,106,0.84,3.95,110.1,3084,0,-2,0,1199,1204,1197,0,1,1,55340,31279,24,25,17,46,46,298,76,70,94,3398,3013.4,3042,107.1,104.2,4106
182,86,92.9,106.0,96.1,92.9,106,106,0.65,4.38,109.3,3083,-1,-2,0,1199,1204,1197,0,0,0,55340,31279,27,28,20,42,42,301,75,70,81,3489,3011.6,3042,107.1,103.8,4147
183,86,98.0,103.0,98.0,95.0,100,106,0.83,4.08,108.6,3084,0,-2,0,1199,1204,1197,0,1,1,54922,30968,24,25,18,46,46,299,76,69,92,3399,3013.2,3040,104.7,104.1,4106
184,98,95.0,105.0,98.0,88.0,100,105,0.88,4.7,109.1,3085,0,0,0,1198,1204,1193,0,3,0,54926,30971,25,26,17,43,45,292,71,66,91,3424,3007.7,3040,106.0,102.4,3009
185,86,98.0,103.0,98.0,95.0,100,106,0.84,4.08,108.7,3084,0,-2,0,1199,1204,1197,0,1,0,54929,30975,24,25,18,46,46,299,76,69,93,3396,3013.4,3045,105.1,104.2,4106
186,86,98.0,103.0,98.0,95.0,100,106,0.82,3.93,109.4,3084,0,-2,0,1199,1204,1197,0,1,0,53779,30411,25,26,18,46,46,300,76,70,94,3393,3012.6,3042,107.2,103.8,4106
187,86,92.9,106.0,96.1,92.9,106,106,0.64,4.28,109.9,3083,0,-2,0,1199,1204,1197,0,0,1,53787,30425,27,28,20,42,42,302,75,70,83,3491,3011.7,3042,108.3,103.2,4147
188,86,92.9,106.0,96.1,92.9,106,106,0.61,4.23,109.4,3083,0,-2,-2,1199,1204,1197,0,0,1,53837,30430,28,29,20,42,42,306,75,70,82,3493,3012.9,3042,106.4,103.8,4147
189,86,98.0,103.0,98.0,95.0,100,106,0.85,3.98,108.1,3084,0,-2,0,1199,1204,1197,0,1,0,53838,30430,25,26,18,46,46,301,76,70,93,3390,3012.4,3042,107.1,103.6,4106
190,86,92.9,106.0,96.1,92.9,106,106,0.63,4.33,109.2,3083,0,-2,-2,1199,1204,1197,0,0,1,53849,30430,27,28,20,42,42,304,75,70,83,3491,3012.3,3045,107.0,104.0,4147
191,86,98.0,103.0,98.0,95.0,100,106,0.86,4.05,108.7,3084,0,-2,0,1199,1204,1197,0,1,0,53850,30430,24,25,18,46,46,298,75,70,94,3396,3011.9,3042,106.4,104.1,4106
192,86,98.0,103.0,98.0,95.0,100,106,0.83,3.85,108.8,3084,0,-2,0,1199,1204,1197,0,1,0,55286,31225,25,26,17,46,46,300,77,71,94,3395,3013.6,3042,106.4,103.6,4106
193,86,92.9,106.0,96.1,92.9,106,106,0.63,4.28,109.3,3083,-1,-2,0,1199,1204,1197,0,0,1,55286,31225,27,28,20,42,42,304,75,71,81,3487,3011.3,3045,106.9,103.3,4147
194,98,95.0,105.0,98.0,88.0,100,105,0.79,4.0,108.4,3085,1,0,0,1198,1204,1193,0,3,0,55286,31225,26,27,16,43,45,294,71,66,91,3424,3007.6,3042,106.6,102.4,3009
195,98,95.0,105.0,98.0,88.0,100,105,0.87,4.75,108.1,3085,0,0,0,1198,1200,1193,0,3,1,55340,31279,25,26,17,43,45,292,71,66,91,3425,3007.7,3040,105.3,102.9,3009
196,86,98.0,103.0,98.0,95.0,100,106,0.85,4.13,109.7,3084,0,-2,0,1199,1204,1197,0,1,0,55340,31279,24,26,18,46,46,299,76,70,94,3397,3013.3,3042,106.2,104.1,4106
197,98,95.0,105.0,98.0,88.0,100,105,1.27,4.93,109.1,3085,1,0,0,1197,1200,1193,0,3,0,53589,30227,26,27,17,45,45,303,69,65,85,3442,3007.7,3040,106.4,101.3,3009
198,86,92.9,106.0,96.1,92.9,106,106,0.62,4.38,109.1,3083,0,-2,0,1199,1204,1197,0,0,1,55341,31280,27,28,20,42,42,299,75,70,79,3497,3011.7,3042,107.9,103.7,4147
199,86,92.9,106.0,96.1,92.9,106,106,0.63,4.33,108.8,3083,-1,-2,0,1199,1204,1193,0,0,0,55344,31283,27,29,20,42,42,303,76,70,80,3490,3011.5,3047,106.3,103.6,4147
200,86,98.0,103.0,98.0,95.0,100,106,0.84,4.0,108.2,3086,0,-2,0,1199,1204,1197,0,1,1,53597,30236,25,26,18,46,46,301,77,70,94,3392,3013.1,3042,104.5,103.5,4106
201,98,95.0,105.0,98.0,88.0,100,105,0.83,4.7,108.8,3085,1,0,0,1198,1204,1193,0,3,1,55345,31283,26,27,16,43,45,293,71,66,90,3424,3007.1,3040,104.8,102.6,3009
202,86,98.0,103.0,98.0,95.0,100,106,0.84,4.13,108.5,3084,0,-2,0,1199,1204,1197,0,1,0,55345,31284,25,26,18,46,46,299,76,70,94,3397,3013.1,3045,105.1,104.0,4106
203,86,92.9,106.0,96.1,92.9,106,106,0.64,4.3,109.3,3083,-1,-2,0,1199,1204,1197,0,0,0,55348,31287,27,28,20,42,42,302,75,70,81,3489,3012.0,3045,106.4,103.5,4147
204,98,95.0,105.0,98.0,88.0,100,105,0.84,4.63,107.8,3085,1,0,0,1197,1200,1193,0,3,1,55349,31287,26,27,16,43,45,292,71,66,91,3424,3007.0,3037,104.5,102.6,3009
205,86,98.0,103.0,98.0,95.0,100,106,0.83,3.98,108.6,3084,0,-2,0,1199,1204,1197,0,1,0,55349,31288,24,26,18,46,46,298,76,70,93,3401,3012.5,3040,105.7,103.9,4106
206,98,95.0,105.0,98.0,88.0,100,105,1.23,5.0,109.1,3085,0,0,0,1198,1200,1193,0,3,0,53788,30425,26,27,17,44,45,301,70,65,87,3437,3006.8,3037,107.3,102.8,3009
207,98,95.0,105.0,98.0,88.0,100,105,1.28,5.0,110.1,3085,0,0,0,1198,1204,1193,0,1,0,53263,29511,26,27,17,44,45,301,70,65,87,3432,3008.1,3037,107.3,102.3,3009
208,98,95.0,105.0,98.0,88.0,100,105,1.27,5.0,108.5,3085,0,-2,-2,1198,1200,1193,0,3,0,53312,29630,27,28,17,44,45,304,71,66,88,3425,3007.9,3040,104.9,101.2,3009
209,86,92.9,106.0,96.1,92.9,106,106,0.63,4.3,110.5,3083,-1,-2,0,1199,1204,1197,0,0,1,53823,30430,27,28,20,42,42,303,75,70,82,3493,3012.4,3045,108.7,104.3,4147
210,86,98.0,103.0,98.0,95.0,100,106,0.85,4.03,110.1,3086,0,-2,0,1199,1204,1197,0,1,1,53312,29643,24,25,18,46,46,298,76,70,94,3395,3013.2,3040,107.3,103.7,4106
211,86,92.9,106.0,96.1,92.9,106,106,0.63,4.15,110.4,3083,-1,-2,0,1199,1204,1197,0,0,1,55290,31229,27,28,20,42,42,301,75,70,81,3489,3011.0,3045,108.2,103.4,4147
212,98,95.0,105.0,98.0,88.0,100,105,0.84,4.58,109.3,3085,0,0,0,1198,1200,1193,1,3,0,55291,31229,26,27,16,43,45,292,71,66,91,3424,3007.4,3040,106.3,102.4,3009
213,98,95.0,105.0,98.0,88.0,100,105,0.85,4.63,109.0,3085,0,0,-2,1198,1204,1193,0,3,1,55294,31232,26,27,17,43,45,291,71,66,92,3425,3007.1,3037,105.9,102.6,3009
214,86,98.0,103.0,98.0,95.0,100,106,0.84,4.1,108.6,3084,0,-2,0,1199,1204,1197,0,1,0,55294,31233,25,26,18,46,46,300,76,70,94,3396,3013.1,3040,105.2,103.8,4106
215,98,95.0,105.0,98.0,88.0,100,105,0.84,4.63,109.0,3085,0,0,0,1198,1204,1193,0,3,1,55234,31172,26,27,17,43,45,294,71,66,91,3425,3008.3,3042,105.9,102.5,3009
216,86,98.0,103.0,98.0,95.0,100,106,0.85,4.1,109.0,3084,0,-2,0,1199,1204,1197,0,1,0,55234,31173,25,26,17,46,46,300,76,70,93,3397,3013.3,3042,105.4,103.8,4106
217,86,92.9,106.0,96.1,92.9,106,106,0.63,4.35,110.5,3083,-1,-2,0,1199,1204,1197,0,0,1,55234,31173,27,28,20,42,42,301,75,69,81,3489,3012.7,3042,106.8,103.7,4147
218,86,92.9,106.0,96.1,92.9,106,106,0.59,4.35,108.8,3083,0,-2,0,1199,1204,1197,0,0,1,55071,31093,26,27,20,42,42,299,75,69,78,3495,3010.5,3045,108.0,103.4,4147
219,98,95.0,105.0,98.0,88.0,100,105,0.79,4.0,107.5,3085,0,0,0,1197,1200,1193,0,3,0,55072,31093,25,26,16,43,45,293,72,67,91,3421,3007.4,3040,105.0,102.3,3009
220,86,98.0,103.0,98.0,95.0,100,106,0.83,4.05,107.9,3084,0,-2,0,1199,1204,1193,0,1,1,55072,31094,24,25,17,46,46,298,77,71,94,3396,3012.3,3042,106.1,103.6,4106
221,86,98.0,103.0,98.0,95.0,100,106,0.84,4.05,109.8,3084,0,-2,0,1199,1204,1197,0,1,1,53770,30402,25,26,17,46,46,300,75,70,93,3395,3013.0,3040,104.6,103.4,4106
222,86,98.0,103.0,98.0,95.0,100,106,0.85,3.93,110.1,3086,0,-2,0,1199,1204,1197,0,1,1,53263,29518,24,25,18,46,46,297,76,70,93,3395,3013.1,3042,105.1,104.2,4106
223,98,95.0,105.0,98.0,88.0,100,105,1.2,4.4,109.5,3085,1,0,0,1198,1204,1193,0,3,0,53263,29518,26,27,17,44,45,300,70,65,87,3435,3007.7,3040,106.3,102.6,3009
224,86,98.0,103.0,98.0,95.0,100,106,0.86,4.08,109.7,3086,0,-2,0,1199,1204,1197,0,1,1,53263,29519,24,25,18,46,46,297,76,70,93,3395,3013.8,3042,106.1,104.1,4106
225,98,95.0,105.0,98.0,88.0,100,105,0.83,4.58,109.4,3085,1,0,0,1198,1204,1193,1,3,0,55088,31109,25,26,16,43,45,292,71,66,91,3424,3007.6,3037,105.4,102.6,3009
226,98,95.0,105.0,98.0,88.0,100,105,0.88,4.7,108.4,3085,0,0,0,1198,1204,1193,0,3,1,55008,31054,25,26,17,43,45,291,71,66,91,3426,3008.1,3040,107.0,102.8,3009
227,86,98.0,103.0,98.0,95.0,100,106,0.82,3.95,108.6,3084,0,-2,0,1199,1204,1197,0,1,0,55079,31101,24,25,18,46,46,297,76,70,94,3400,3013.3,3042,106.6,103.8,4106
228,86,92.9,106.0,96.1,92.9,106,106,0.64,4.33,109.4,3083,-1,-2,0,1199,1204,1197,0,0,0,55008,31055,27,28,20,42,42,301,75,70,81,3488,3012.2,3047,108.3,103.9,4147
229,86,92.9,106.0,96.1,92.9,106,106,0.62,4.3,109.5,3083,-1,-2,0,1199,1204,1197,0,0,1,55079,31101,26,27,20,42,42,301,75,70,81,3487,3012.4,3045,108.3,103.5,4147
230,86,92.9,106.0,96.1,92.9,106,106,0.65,4.3,109.5,3083,-1,-2,0,1199,1204,1197,0,0,0,55010,31057,26,28,20,42,42,300,75,70,81,3490,3010.9,3042,108.1,103.9,4147
231,98,95.0,105.0,98.0,88.0,100,105,0.86,4.63,108.6,3085,0,0,0,1198,1204,1193,1,3,0,55080,31101,25,26,17,43,45,292,71,66,91,3424,3006.7,3040,105.1,102.6,3009
232,86,92.9,106.0,96.1,92.9,106,106,0.63,4.28,110.0,3083,-1,-2,0,1199,1204,1197,0,0,1,55242,31181,27,28,20,42,42,302,75,69,81,3486,3011.4,3045,108.1,103.9,4147
233,98,95.0,105.0,98.0,88.0,100,105,0.86,4.6,108.4,3085,0,0,0,1198,1204,1193,0,3,0,55243,31181,26,27,17,43,45,293,71,66,91,3424,3006.8,3037,105.8,102.9,3009
234,98,95.0,105.0,98.0,88.0,100,105,0.89,4.73,107.9,3085,1,0,0,1198,1200,1193,0,3,0,54845,30890,25,27,17,43,45,294,71,66,92,3426,3008.0,3042,106.0,102.5,3009
235,86,98.0,103.0,98.0,95.0,100,106,0.81,3.93,108.9,3084,0,-2,0,1199,1204,1197,0,1,1,55243,31182,24,26,18,46,46,299,76,70,94,3397,3013.9,3040,107.6,104.2,4106
236,98,95.0,105.0,98.0,88.0,100,105,0.97,4.8,108.0,3085,1,0,0,1198,1204,1193,0,3,0,54847,30892,25,26,17,43,45,294,71,66,91,3435,3007.7,3040,105.2,102.6,3009
237,86,92.9,106.0,96.1,92.9,106,106,0.63,4.28,109.8,3083,-1,-2,0,1199,1204,1197,0,0,0,55249,31188,27,28,20,42,42,301,75,69,81,3487,3011.1,3045,108.7,103.9,4147
238,98,95.0,105.0,98.0,88.0,100,105,0.86,4.68,108.3,3085,0,0,0,1198,1200,1193,0,3,1,55250,31188,26,27,17,43,45,293,71,66,91,3424,3006.4,3040,106.3,102.9,3009
239,86,98.0,103.0,98.0,95.0,100,106,0.81,4.0,108.9,3084,0,-2,0,1199,1204,1197,0,1,0,55250,31189,25,26,17,46,46,299,76,70,94,3398,3012.9,3042,107.6,104.3,4106
240,86,92.9,106.0,96.1,92.9,106,106,0.62,4.2,108.9,3085,-1,-2,0,1199,1204,1197,0,0,0,53593,30231,27,28,20,42,42,304,75,71,83,3499,3011.0,3045,106.9,102.7,4147
241,98,95.0,105.0,98.0,88.0,100,105,1.15,4.43,107.9,3085,1,0,0,1198,1204,1193,0,3,1,53594,30232,26,27,17,44,45,303,70,65,85,3444,3007.0,3040,105.7,101.8,3009
242,86,98.0,103.0,98.0,95.0,100,106,0.84,4.0,107.7,3086,0,-2,0,1199,1204,1197,0,1,0,53594,30233,25,26,18,46,46,301,77,71,94,3393,3013.3,3042,106.5,103.3,4106
243,86,98.0,103.0,98.0,95.0,100,106,0.82,3.88,109.4,3084,0,-2,0,1199,1204,1197,0,1,1,55080,31101,24,25,17,46,46,297,76,70,94,3400,3013.8,3042,107.5,103.9,4106
244,86,92.9,106.0,96.1,92.9,106,106,0.62,4.33,109.5,3083,-1,-2,0,1199,1204,1197,0,0,0,55080,31101,27,28,20,42,42,302,75,70,81,3486,3012.1,3042,107.3,103.6,4147
245,98,95.0,105.0,98.0,88.0,100,105,1.18,4.83,108.0,3085,1,0,0,1198,1200,1193,0,3,0,53595,30233,26,28,17,45,45,304,70,65,86,3437,3007.6,3040,104.9,101.8,3009
246,98,95.0,105.0,98.0,88.0,100,105,0.83,4.83,108.1,3085,1,0,0,1198,1204,1193,0,3,1,55081,31102,25,26,17,43,45,291,71,66,91,3426,3008.3,3040,106.6,102.6,3009
247,86,98.0,103.0,98.0,95.0,100,106,0.82,3.93,108.3,3086,0,-2,0,1199,1204,1197,0,1,1,53595,30234,25,26,18,46,46,301,76,70,94,3393,3013.9,3045,107.0,103.3,4106
248,98,95.0,105.0,98.0,88.0,100,105,0.83,4.65,108.2,3085,1,0,0,1198,1204,1193,0,3,0,55083,31105,25,26,16,43,45,292,71,66,91,3424,3007.1,3040,105.0,102.6,3009
249,86,98.0,103.0,98.0,95.0,100,106,0.82,4.1,108.9,3084,0,-2,0,1199,1204,1197,0,1,1,55084,31106,23,24,18,46,46,294,76,70,93,3406,3013.5,3045,106.8,103.8,4106
250,86,92.9,106.0,96.1,92.9,106,106,0.64,4.4,108.7,3083,-1,-2,0,1199,1204,1197,0,0,0,55084,31106,27,28,20,42,42,302,76,70,81,3487,3012.9,3047,106.2,103.5,4147
251,86,98.0,103.0,98.0,95.0,100,106,0.86,4.0,109.7,3086,0,-2,0,1199,1204,1197,0,1,1,53745,30380,24,26,18,46,46,298,75,69,93,3399,3013.6,3040,107.7,104.3,4106
252,86,98.0,103.0,98.0,95.0,100,106,0.83,3.95,110.2,3084,0,-2,0,1199,1204,1197,0,1,1,55088,31110,24,25,18,46,46,297,76,69,93,3401,3013.3,3042,106.3,103.8,4106
253,86,92.9,106.0,96.1,92.9,106,106,0.63,4.3,110.3,3083,-1,-2,0,1199,1204,1197,0,0,0,55088,31110,26,27,20,42,42,302,75,70,81,3486,3012.3,3045,108.3,103.5,4147
254,86,92.9,106.0,96.1,92.9,106,106,0.67,4.3,109.6,3085,-1,-2,-2,1199,1204,1197,0,0,0,53745,30380,27,28,20,42,42,303,75,70,82,3493,3011.9,3045,108.7,103.7,4147
255,98,95.0,105.0,98.0,88.0,100,105,1.28,5.08,108.5,3085,0,0,-2,1198,1200,1193,0,3,1,53745,30380,26,27,16,44,45,300,70,65,87,3437,3007.7,3040,107.1,102.7,3009
256,86,98.0,103.0,98.0,95.0,100,106,0.86,4.1,109.2,3086,0,-2,0,1199,1204,1197,0,1,0,53745,30380,25,26,17,46,46,298,75,69,93,3399,3012.8,3042,107.3,104.2,4106
