,210X1,210X2,210X3,210X4,210X5,210X6,210X8,210X10,210X12,210X20,210X23,210X33,210X36,210X39,210X65,210X86,210X87,210X89,210X90,210X91,210X152,210X154,210X155,210X158,210X159,210X160,210X161,210X164,210X165,210X171,210X174,210X175,210X181,210X186,210X187,210X188,210X189,210X191,210X192,210X193,210X195,210X206,210X207,210X210,210X219,210X229,210X230,TOOL
177,101.55,0.526,0.26,1.39,67.1,4.649,-1.11,26.7,0.569,14.2,14.1,0.08,445,52.14,0.004,1080.915,172.61,0.22,0.32,0.19,-8.47,0.703,0.693,0.28,0.323,0.04,0.109,0.735,0.55,2.245,0.714,0.597,0.015,80689.0,10258.96,3411.3,16.42,0.05,1.1,0.01,2.57,807100380,807101767,1.237,45.2,0.3,2.3,N
178,101.45,0.78,0.22,3.272,62.22,3.16,0.87,27.7,2.447,14.2,14.0,0.069,430,65.23,0.006,828.815,185.145,0.23,0.17,0.13,-37.615,0.708,0.631,0.148,0.322,0.026,0.079,0.679,0.707,1.535,0.713,0.681,0.185,96654.2,9363.56,3283.1,336.63,0.04,0.8,0.02,2.02,1108069728,1108076407,1.979,47.3,0.4,9.0,M
179,86.14,0.501,0.12,1.887,48.78,4.693,1.16,23.8,0.646,13.7,13.6,0.063,430,29.14,0.005,879.665,195.5,0.3,0.17,0.16,-39.81,0.758,0.6,0.284,0.292,0.045,0.058,0.738,0.701,1.85,0.716,0.673,0.305,94371.7,8046.34,17340.2,1558.54,0.05,0.8,0.01,2.1,2549417079,4190490093,1.577,35.8,0.0,0.0,O
180,0.0,0.0,0.0,0.0,0.0,0.0,-1.63,24.4,0.0,14.2,14.2,0.073,445,0.0,0.006,641.705,98.835,0.24,0.18,0.14,-74.85,0.571,0.568,0.295,0.321,0.083,0.113,0.821,0.708,1.09,0.702,0.669,0.205,95307.3,7700.04,130.1,1.67,0.04,3.7,0.04,1.46,1464057942,1464006993,0.0,46.2,0.0,0.0,K
181,0.0,0.0,0.0,0.0,0.0,0.0,-1.66,25.5,0.0,14.2,14.1,0.074,445,0.0,0.007,684.325,105.03,0.24,0.18,0.14,-92.845,0.599,0.581,0.3,0.325,0.084,0.108,0.686,0.629,1.36,0.689,0.67,0.215,98109.7,7272.24,126.4,1.89,0.04,3.7,0.03,1.48,1464308532,1464257585,0.0,41.8,0.0,0.0,K
182,0.0,0.0,0.0,0.0,0.0,0.0,-1.92,24.1,0.0,14.3,14.2,0.073,445,0.0,0.007,659.11,102.2,0.24,0.18,0.14,-93.18,0.593,0.718,0.309,0.315,0.086,0.101,0.728,0.585,1.3,0.696,0.659,0.22,96533.9,7945.76,129.5,1.42,0.06,3.7,0.04,1.62,1464531810,1464480867,0.0,48.0,0.0,0.0,K
183,99.84,0.542,0.24,0.951,56.45,3.52,0.21,28.0,0.499,14.6,14.7,0.076,420,50.7,0.005,595.19,141.015,0.43,0.24,0.23,-27.67,0.833,0.721,0.322,0.24,0.078,0.053,0.863,0.696,1.385,0.798,0.704,0.01,64452.4,8103.04,7032.0,1374.82,0.04,1.6,0.01,2.14,2468815921,2479247049,1.254,49.0,0.3,0.9,L
184,99.84,0.617,0.24,0.998,56.39,3.547,0.33,25.9,0.586,14.6,14.6,0.076,420,50.61,0.005,622.415,116.745,0.42,0.23,0.22,-31.765,0.835,0.688,0.334,0.269,0.088,0.053,0.813,0.725,1.28,0.785,0.696,0.005,85857.3,7645.15,17197.6,616.21,0.05,2.1,0.02,5.8,2471720522,2482151657,1.304,39.6,0.3,0.9,L
185,99.8,0.526,0.24,0.913,56.39,3.571,0.18,27.3,0.509,14.6,14.5,0.076,420,50.49,0.004,632.41,131.35,0.42,0.24,0.22,-33.58,0.904,0.667,0.333,0.231,0.096,0.056,0.824,0.686,1.185,0.777,0.698,0.0,87050.3,7653.97,21943.8,635.96,0.05,2.2,0.02,4.93,2474365740,2484796895,1.272,43.5,0.3,0.9,L
186,102.35,0.404,0.27,1.054,67.05,4.607,-0.5,25.8,0.466,14.2,14.2,0.08,450,51.92,0.004,772.645,157.49,0.2,0.29,0.17,12.26,0.744,0.533,0.207,0.313,0.034,0.121,0.749,0.531,1.52,0.724,0.61,0.01,77651.4,11658.39,3132.1,20.5,0.06,1.0,0.01,2.27,637436218,637437580,1.139,44.1,0.3,2.1,N
187,102.3,0.418,0.27,1.196,67.08,4.59,-0.7,25.6,0.478,14.2,14.4,0.08,450,51.98,0.004,802.51,147.325,0.22,0.29,0.18,9.245,0.714,0.672,0.203,0.318,0.028,0.126,0.693,0.586,1.355,0.722,0.627,0.015,76378.2,10768.44,5025.3,15.0,0.06,1.1,0.02,2.25,640610581,640611948,1.175,45.6,0.3,2.3,N
188,102.3,0.416,0.27,1.341,67.44,4.597,-1.08,26.7,0.49,14.4,14.1,0.081,450,53.45,0.005,931.275,159.34,0.21,0.34,0.2,-4.88,0.698,0.673,0.284,0.31,0.041,0.115,0.76,0.535,1.975,0.72,0.613,0.015,88332.9,9309.58,3006.9,21.02,0.06,1.1,0.01,2.71,491597086,491598496,1.205,39.4,0.3,2.1,N
189,101.1,0.945,0.22,3.66,63.09,4.111,0.96,25.7,2.437,14.3,14.1,0.069,430,64.63,0.005,800.325,175.115,0.21,0.2,0.13,-29.93,0.71,0.738,0.174,0.312,0.029,0.077,0.732,0.645,1.55,0.718,0.7,0.21,100460.5,8213.35,3728.6,292.16,0.05,0.9,0.02,2.19,870566309,870573382,2.295,38.9,0.6,5.1,M
190,102.25,0.409,0.27,1.263,67.34,4.609,-1.19,26.7,0.49,14.4,14.3,0.081,450,53.38,0.005,713.08,150.335,0.2,0.33,0.19,0.515,0.693,0.541,0.276,0.312,0.04,0.12,0.679,0.649,1.53,0.717,0.617,0.015,83344.8,9383.71,3987.1,12.17,0.04,1.1,0.01,2.5,493692398,493693771,1.167,43.6,0.4,2.2,N
191,100.95,0.936,0.22,3.611,62.61,4.04,0.9,25.7,2.404,14.0,14.3,0.068,430,63.99,0.006,901.4,191.355,0.21,0.21,0.13,-41.69,0.745,0.617,0.155,0.327,0.03,0.08,0.72,0.67,1.785,0.724,0.696,0.19,99399.1,7857.92,4293.8,217.38,0.05,0.9,0.03,2.62,872672052,872679143,2.252,46.8,0.6,5.2,M
192,101.35,0.34,0.4,0.905,71.59,3.625,-0.44,23.9,0.378,14.2,14.3,0.079,440,53.52,0.007,437.86,85.4,0.18,0.22,0.14,-0.87,0.689,0.645,0.302,0.317,0.047,0.084,0.599,0.621,0.775,0.633,0.66,0.095,58884.4,3709.27,26689.1,57.04,0.13,1.9,0.34,4.64,2017471091,2842897735,1.157,42.8,0.1,0.2,J
193,101.35,0.338,0.4,0.908,71.63,3.615,-0.47,24.1,0.382,13.9,14.1,0.079,440,53.69,0.007,362.55,83.84,0.19,0.22,0.14,-2.325,0.635,0.621,0.238,0.323,0.046,0.065,0.621,0.623,0.71,0.631,0.645,0.075,62280.3,3836.55,26335.7,55.47,0.38,1.9,0.34,4.53,2017722214,2843148922,1.154,50.0,0.1,0.2,J
194,101.35,0.338,0.4,0.892,71.6,3.612,-0.32,24.3,0.387,13.9,14.1,0.079,440,53.52,0.007,387.33,80.95,0.18,0.23,0.14,-1.615,0.647,0.643,0.308,0.327,0.048,0.078,0.616,0.645,0.78,0.635,0.653,0.07,60258.3,3605.11,26590.8,53.26,0.18,1.9,0.36,5.46,2017946416,2843373050,1.151,46.4,0.1,0.3,J
195,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,24.7,0.0,14.0,14.2,0.072,445,0.0,0.007,608.765,100.48,0.25,0.18,0.14,-75.895,0.621,0.696,0.309,0.318,0.085,0.104,0.762,0.718,1.19,0.714,0.661,0.205,58643.6,8414.64,57.7,2.4,0.13,3.3,0.01,0.47,1448114720,1448063737,0.0,43.4,0.0,0.0,K
196,0.0,0.0,0.0,0.0,0.0,0.0,-1.48,26.0,0.0,14.3,14.1,0.073,445,0.0,0.006,648.98,102.455,0.25,0.18,0.14,-81.74,0.808,0.696,0.312,0.312,0.089,0.111,0.602,0.607,1.385,0.698,0.677,0.23,78517.1,8561.38,55.5,1.4,0.17,3.4,0.0,0.68,1448365225,1448314301,0.0,48.6,0.0,0.0,K
197,101.5,0.335,0.4,0.975,71.88,3.665,-0.56,24.2,0.329,14.3,14.4,0.079,435,59.37,0.007,271.15,70.775,0.18,0.25,0.14,-2.715,0.577,0.605,0.122,0.084,0.02,0.013,0.567,0.6,0.54,0.58,0.604,0.055,58414.2,3532.48,21112.5,48.86,0.36,1.9,0.31,4.38,1942876988,2768303693,1.165,43.8,0.1,0.3,J
198,0.0,0.0,0.0,0.0,0.0,0.0,-1.45,25.4,0.0,14.2,14.1,0.073,445,0.0,0.007,652.73,104.3,0.25,0.17,0.14,-76.545,0.742,0.727,0.308,0.325,0.084,0.111,0.677,0.629,1.185,0.709,0.659,0.24,86172.2,8544.74,61.1,1.0,0.1,3.5,0.01,0.93,1448619429,1448568512,0.0,47.4,0.0,0.0,K
199,0.0,0.0,0.0,0.0,0.0,0.0,-1.66,25.5,0.0,14.2,14.3,0.073,445,0.0,0.006,659.37,108.595,0.25,0.17,0.14,-105.025,0.747,0.601,0.309,0.318,0.085,0.104,0.806,0.71,1.02,0.699,0.66,0.23,94875.4,7349.82,114.4,1.01,0.14,3.7,0.04,1.57,1450701380,1450650464,0.0,45.6,0.0,0.0,K
200,101.5,0.361,0.4,1.265,71.98,3.659,-0.53,24.4,0.33,14.2,14.3,0.08,435,59.63,0.005,324.09,68.96,0.19,0.25,0.15,-2.76,0.575,0.589,0.157,0.183,0.02,0.021,0.567,0.601,0.53,0.575,0.602,0.07,56796.7,3584.08,18504.3,77.85,0.19,1.8,0.37,4.59,1950244141,2775670807,1.204,41.8,0.1,0.3,J
201,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,25.0,0.0,14.1,14.2,0.073,445,0.0,0.007,569.335,102.75,0.25,0.17,0.14,-75.44,0.681,0.573,0.317,0.321,0.087,0.11,0.693,0.582,1.16,0.7,0.659,0.23,95172.4,7206.17,117.2,1.37,0.11,3.7,0.03,1.42,1450925058,1450874122,0.0,48.2,0.0,0.0,K
202,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,24.6,0.0,14.2,14.1,0.073,445,0.0,0.007,646.06,99.955,0.25,0.18,0.14,-103.955,0.747,0.726,0.31,0.329,0.087,0.111,0.736,0.716,1.225,0.703,0.661,0.24,97522.5,7184.65,116.3,1.22,0.09,3.7,0.03,1.47,1451175806,1451124878,0.0,47.2,0.0,0.0,K
203,0.0,0.0,0.0,0.0,0.0,0.0,-1.86,24.4,0.0,14.1,14.1,0.074,445,0.0,0.007,621.06,97.78,0.25,0.17,0.14,-102.13,0.709,0.631,0.313,0.319,0.085,0.108,0.82,0.848,1.235,0.694,0.669,0.23,97425.8,7806.16,123.6,1.5,0.05,3.7,0.03,1.61,1453484293,1453433304,0.0,37.4,0.0,0.0,K
204,0.0,0.0,0.0,0.0,0.0,0.0,-1.51,25.0,0.0,14.1,14.2,0.072,445,0.0,0.007,596.48,99.795,0.25,0.17,0.14,-94.745,0.66,0.611,0.326,0.321,0.088,0.1,0.594,0.736,1.095,0.71,0.657,0.225,97134.6,7270.48,126.9,1.4,0.03,3.7,0.04,1.59,1453707634,1453656708,0.0,36.8,0.0,0.0,K
205,0.0,0.0,0.0,0.0,0.0,0.0,-1.51,25.2,0.0,14.1,14.2,0.073,445,0.0,0.007,654.12,107.495,0.24,0.17,0.14,-53.7,0.811,0.732,0.307,0.323,0.088,0.108,0.736,0.706,1.345,0.714,0.673,0.225,97317.9,7509.11,123.2,1.87,0.04,3.7,0.03,1.41,1453958500,1453907585,0.0,35.2,0.0,0.0,K
206,101.8,0.514,0.26,1.43,67.1,4.645,-0.99,26.4,0.571,14.2,14.1,0.08,445,52.47,0.004,835.77,174.87,0.22,0.33,0.19,3.855,0.726,0.531,0.295,0.319,0.042,0.099,0.716,0.531,1.625,0.718,0.575,0.015,82242.4,10551.86,4967.2,7.14,0.05,1.1,0.02,2.6,775799936,775801314,1.246,39.2,0.3,2.2,N
207,101.35,0.864,0.22,3.751,61.8,3.805,0.79,27.8,2.654,14.1,14.0,0.068,430,63.75,0.006,611.7,176.44,0.22,0.19,0.14,-46.14,0.714,0.675,0.136,0.295,0.026,0.051,0.729,0.673,1.33,0.712,0.668,0.215,91820.1,9477.51,3407.8,297.2,0.06,0.8,0.02,1.82,631085484,631092590,2.286,36.7,0.5,5.4,M
208,100.9,0.552,0.24,1.735,57.23,3.573,0.65,26.4,0.44,14.7,14.6,0.075,425,57.62,0.004,670.235,150.13,0.31,0.25,0.19,-37.535,0.865,0.703,0.305,0.269,0.063,0.058,0.863,0.744,1.335,0.835,0.716,0.005,48568.7,10226.03,6002.1,1538.88,0.03,1.6,0.01,1.75,2051266810,2061697971,1.393,36.9,0.8,1.5,L
209,101.75,0.504,0.26,1.437,67.08,4.615,-0.96,26.7,0.579,14.1,14.1,0.079,445,52.2,0.004,729.515,147.315,0.22,0.33,0.19,-5.28,0.738,0.649,0.272,0.315,0.036,0.107,0.773,0.593,1.325,0.722,0.589,0.015,82754.1,10276.93,5601.5,6.25,0.05,1.1,0.02,2.91,777980939,777982270,1.243,38.7,0.3,2.0,N
210,100.55,0.568,0.24,1.563,56.73,3.652,0.76,26.3,0.458,14.6,14.6,0.075,425,54.64,0.004,823.745,156.525,0.31,0.25,0.19,-47.56,0.849,0.735,0.324,0.23,0.071,0.052,0.74,0.735,1.745,0.818,0.7,0.0,88514.2,7058.43,22569.0,639.14,0.04,2.1,0.02,5.0,2057866888,2068298020,1.349,45.0,0.8,1.4,L
211,101.3,0.343,0.4,0.936,71.64,3.614,-0.53,24.2,0.388,14.0,14.3,0.078,440,53.82,0.007,419.52,74.55,0.19,0.23,0.14,-0.735,0.655,0.765,0.299,0.321,0.052,0.074,0.611,0.659,0.77,0.631,0.655,0.075,60870.0,3409.93,26354.4,67.43,0.35,1.9,0.38,4.54,2020761149,2846187850,1.154,35.4,0.1,0.2,J
212,101.3,0.341,0.4,0.903,71.59,3.634,-0.29,24.1,0.383,14.0,14.3,0.079,440,53.7,0.007,429.36,85.36,0.18,0.23,0.14,-1.61,0.627,0.623,0.24,0.325,0.045,0.071,0.613,0.643,0.71,0.631,0.649,0.085,59258.3,3551.57,26546.7,66.07,0.22,1.9,0.35,4.89,2020981416,2846408130,1.152,40.6,0.2,0.3,J
213,101.35,0.352,0.4,0.989,71.69,3.59,-0.61,24.4,0.383,14.0,14.4,0.079,440,53.97,0.007,370.375,86.055,0.19,0.25,0.15,-1.6,0.599,0.651,0.193,0.321,0.043,0.07,0.631,0.641,0.625,0.629,0.646,0.085,61386.9,3317.82,26349.8,66.58,0.37,1.9,0.32,5.16,2023103645,2848530341,1.154,39.0,0.1,0.2,J
214,101.3,0.346,0.4,0.944,71.59,3.623,-0.41,24.4,0.383,14.0,14.3,0.079,440,53.64,0.007,370.195,77.67,0.19,0.23,0.15,-1.34,0.648,0.613,0.296,0.326,0.046,0.067,0.624,0.639,0.745,0.631,0.645,0.095,58896.7,3937.38,26532.9,64.82,0.2,1.9,0.39,4.86,2023323952,2848750587,1.149,37.4,0.1,0.2,J
215,102.55,0.367,0.26,1.051,61.38,3.162,-0.47,26.7,0.483,14.1,14.3,0.08,450,55.21,0.004,642.215,138.19,0.19,0.25,0.16,-2.585,0.709,0.654,0.268,0.317,0.047,0.097,0.7,0.536,1.31,0.711,0.591,0.01,58986.2,10050.49,2346.7,8.78,0.05,0.8,0.01,1.31,898517035,898518412,1.076,48.3,0.1,0.2,N
216,100.9,0.526,0.13,1.044,57.9,2.873,1.08,24.3,0.55,13.1,14.0,0.063,435,49.48,0.005,697.77,172.605,0.2,0.15,0.13,-49.215,0.655,0.645,0.246,0.195,0.06,0.05,0.705,0.681,1.48,0.677,0.647,0.265,77695.6,9732.28,13867.2,1611.15,0.06,0.6,0.0,1.72,2779963473,4421036497,1.204,37.1,0.3,0.3,O
217,102.5,0.365,0.27,1.008,61.18,3.109,-1.16,25.8,0.485,14.3,14.3,0.08,450,54.61,0.004,728.61,148.95,0.2,0.25,0.16,-20.785,0.741,0.563,0.188,0.309,0.032,0.076,0.724,0.536,1.32,0.712,0.56,0.01,75502.4,10258.89,2408.7,9.32,0.05,0.8,0.0,1.32,898761651,898763038,1.06,36.4,0.1,0.2,N
218,100.25,0.79,0.22,3.119,61.7,3.194,1.28,24.8,2.64,14.2,14.1,0.071,430,62.82,0.005,1127.505,203.515,0.23,0.19,0.14,-4.795,0.701,0.776,0.143,0.3,0.028,0.088,0.691,0.677,2.425,0.714,0.706,0.18,64096.7,11696.68,779.8,112.6,0.06,0.6,0.01,1.13,1338228150,1338234880,1.88,42.2,0.1,0.2,M
219,100.15,0.504,0.24,1.036,56.83,3.542,0.56,28.8,0.494,14.5,14.6,0.075,420,52.78,0.005,675.705,134.24,0.4,0.26,0.22,-30.07,0.825,0.671,0.322,0.254,0.077,0.061,0.838,0.706,1.33,0.817,0.718,0.0,56434.4,9312.53,6243.4,1339.88,0.05,1.8,0.03,2.57,2546087260,2556518438,1.249,38.7,0.3,0.8,L
220,100.75,0.912,0.21,3.584,63.16,3.668,1.48,25.2,2.634,14.0,13.9,0.07,430,65.06,0.007,977.565,192.455,0.23,0.19,0.14,-6.565,0.688,0.859,0.174,0.311,0.03,0.098,0.696,0.707,1.68,0.708,0.727,0.17,76950.4,10236.97,1592.7,291.38,0.05,0.6,0.01,1.43,1338490362,1338497145,2.189,39.2,0.2,0.2,M
221,98.93,0.551,0.24,1.192,56.64,3.401,0.79,27.3,0.497,14.5,14.8,0.076,425,49.27,0.005,604.19,134.57,0.36,0.25,0.2,-37.75,0.793,0.798,0.34,0.227,0.088,0.048,0.839,0.691,1.185,0.776,0.69,0.005,84748.7,8587.11,22215.2,749.77,0.05,2.2,0.02,4.97,2105266126,2115697258,1.299,47.1,0.7,1.4,L
222,102.15,0.408,0.27,1.078,67.48,4.513,-0.87,26.3,0.476,14.2,14.3,0.081,450,51.5,0.004,617.34,158.515,0.25,0.3,0.2,2.42,0.732,0.649,0.286,0.314,0.053,0.094,0.713,0.531,1.41,0.713,0.573,0.015,86965.0,9822.83,3423.6,16.66,0.05,1.0,0.01,2.53,256859822,256861192,1.172,49.5,0.3,2.2,N
223,99.11,0.493,0.25,1.068,56.84,3.188,0.36,25.9,0.474,14.6,14.6,0.077,420,46.65,0.005,543.44,108.12,0.31,0.23,0.18,-49.34,0.832,0.671,0.337,0.226,0.094,0.048,0.843,0.685,1.045,0.784,0.691,0.01,84484.5,7944.74,18515.2,735.34,0.04,2.1,0.02,4.34,1835173368,1845604514,1.281,46.1,0.6,1.3,L
224,101.65,0.882,0.22,3.891,62.39,4.023,1.19,25.2,2.627,14.0,14.2,0.068,430,64.92,0.006,882.255,194.72,0.22,0.2,0.14,-41.47,0.714,0.657,0.147,0.298,0.025,0.048,0.71,0.701,1.885,0.714,0.675,0.21,99465.9,9480.34,4152.8,304.18,0.06,0.9,0.03,2.38,632391832,632398865,2.413,40.5,0.5,5.4,M
225,0.0,0.0,0.0,0.0,0.0,0.0,-1.57,23.9,0.0,14.1,14.1,0.073,450,0.0,0.005,662.735,123.585,0.29,0.2,0.16,-59.825,0.816,0.619,0.289,0.304,0.059,0.107,0.813,0.843,1.235,0.782,0.728,0.235,102337.5,6722.44,142.5,1.9,0.07,3.7,0.04,1.56,1397576273,1397525342,0.0,40.4,0.0,0.0,K
226,99.09,0.641,0.14,1.459,57.4,2.746,1.39,23.8,0.532,13.4,13.7,0.063,445,45.03,0.005,1513.845,201.73,0.21,0.18,0.13,-47.73,0.732,0.614,0.266,0.313,0.08,0.05,0.684,0.65,3.36,0.662,0.633,0.27,93322.8,8347.07,23033.3,1773.8,0.05,0.8,0.01,2.76,2759660236,4400733268,1.247,46.7,0.3,0.3,O
227,100.15,0.536,0.24,1.103,56.65,3.609,0.59,26.5,0.484,14.8,14.6,0.076,420,52.53,0.005,773.005,137.92,0.4,0.27,0.23,-54.575,0.845,0.695,0.32,0.233,0.069,0.055,0.891,0.694,1.41,0.813,0.714,0.005,82885.2,8054.11,13658.1,634.78,0.04,2.0,0.03,4.26,2548705807,2559136980,1.275,46.8,0.3,0.8,L
228,101.0,0.917,0.21,3.4,62.78,3.515,0.87,26.2,2.525,14.2,14.1,0.068,430,65.9,0.007,826.015,199.885,0.23,0.19,0.13,-10.825,0.758,0.681,0.131,0.289,0.028,0.097,0.72,0.876,1.505,0.724,0.752,0.185,99017.3,9302.29,5111.4,337.01,0.05,0.9,0.03,1.94,1320564952,1320571704,2.186,35.4,0.1,0.2,M
229,100.65,0.86,0.21,3.156,62.22,3.311,0.93,26.2,2.454,14.3,14.1,0.07,430,64.78,0.007,981.075,184.1,0.24,0.19,0.14,-24.945,0.735,0.661,0.146,0.273,0.03,0.099,0.768,0.695,1.75,0.725,0.77,0.14,94711.7,9363.48,3048.4,263.1,0.09,0.8,0.02,2.24,1341069402,1341076141,2.017,38.4,0.1,0.2,M
230,100.95,0.928,0.21,3.497,63.02,3.594,0.79,28.1,2.538,14.3,14.0,0.068,430,66.0,0.006,773.325,185.635,0.23,0.19,0.14,-27.45,0.744,0.707,0.152,0.305,0.03,0.095,0.716,0.714,1.35,0.724,0.743,0.215,99518.5,8758.09,4955.4,260.28,0.05,0.9,0.03,2.13,1321091618,1321098351,2.21,38.3,0.2,0.2,M
231,100.95,0.538,0.13,1.07,57.75,3.095,1.28,24.6,0.559,13.5,13.9,0.063,435,49.13,0.006,624.715,176.005,0.2,0.16,0.13,-45.125,0.601,0.647,0.259,0.196,0.074,0.05,0.69,0.576,1.42,0.665,0.638,0.27,85547.9,8613.11,11581.7,1028.76,0.04,0.6,0.0,1.84,2771617276,4412690213,1.209,49.2,0.3,0.2,O
232,100.4,0.818,0.22,3.121,62.11,3.263,1.71,25.7,2.551,14.1,14.1,0.069,430,63.94,0.007,789.73,152.95,0.23,0.19,0.14,-22.855,0.748,0.804,0.14,0.301,0.031,0.1,0.681,0.79,1.36,0.72,0.754,0.195,70211.6,11291.88,1820.8,129.72,0.07,0.7,0.02,1.54,1342018646,1342025394,1.962,46.6,0.2,0.2,M
233,100.1,0.526,0.24,1.082,56.8,3.535,1.63,27.3,0.496,14.7,14.7,0.075,420,52.21,0.005,649.49,133.275,0.4,0.26,0.22,-35.635,0.813,0.702,0.313,0.249,0.073,0.056,0.869,0.75,1.31,0.817,0.71,0.0,55057.4,8407.97,10213.1,1169.03,0.05,1.8,0.03,2.84,2549877188,2560308264,1.261,42.6,0.3,0.9,L
234,101.6,0.821,0.21,3.283,62.47,3.184,0.99,26.2,2.619,14.2,14.2,0.068,430,67.06,0.007,16354.095,179.43,0.24,0.21,0.14,-24.495,0.749,0.677,0.145,0.301,0.025,0.077,0.716,0.707,34.805,0.716,0.705,0.21,101179.6,8433.39,4483.0,264.38,0.08,0.9,0.03,2.34,1215913360,1215920150,2.079,44.3,0.6,7.7,M
235,100.6,0.875,0.21,3.349,62.67,3.449,2.2,26.5,2.539,14.1,13.9,0.069,430,64.8,0.006,858.095,192.24,0.23,0.2,0.14,-27.25,0.706,0.756,0.157,0.298,0.033,0.099,0.788,0.872,1.565,0.721,0.748,0.155,84812.2,9689.05,2450.0,279.42,0.06,0.7,0.01,1.55,1342265098,1342271794,2.114,38.2,0.2,0.2,M
236,101.85,0.85,0.21,3.492,63.23,3.364,1.08,27.8,2.623,14.2,14.1,0.068,430,67.59,0.006,830.685,186.975,0.23,0.21,0.14,-59.235,0.71,0.671,0.163,0.3,0.03,0.071,0.704,0.645,1.615,0.725,0.7,0.185,101025.9,9219.56,4729.9,372.87,0.07,0.9,0.03,2.78,1216439373,1216446088,2.216,38.9,0.6,8.0,M
237,100.1,0.523,0.24,1.032,56.55,3.648,1.66,28.9,0.482,14.6,14.8,0.076,420,51.7,0.005,594.675,139.645,0.41,0.27,0.23,-13.355,0.718,0.673,0.335,0.282,0.08,0.06,0.809,0.756,1.195,0.796,0.708,0.0,91350.5,7255.63,19523.5,566.35,0.03,2.1,0.03,4.24,2552322881,2562753976,1.268,36.3,0.3,0.9,L
238,100.7,0.877,0.21,3.294,62.38,3.43,2.23,26.8,2.476,14.0,14.0,0.068,430,65.24,0.006,852.07,191.495,0.23,0.19,0.14,-14.885,0.675,0.871,0.152,0.281,0.028,0.097,0.716,0.782,1.725,0.722,0.754,0.19,102898.7,9034.67,4055.4,260.98,0.06,0.9,0.03,2.64,1344723365,1344730093,2.097,45.1,0.1,0.3,M
239,100.05,0.515,0.24,1.072,56.54,3.628,1.51,28.8,0.494,14.7,14.7,0.076,420,51.74,0.004,718.115,134.865,0.41,0.27,0.23,-33.27,0.843,0.703,0.333,0.225,0.076,0.047,0.863,0.677,1.43,0.802,0.696,0.0,86296.4,7211.86,20065.4,555.4,0.04,2.1,0.02,5.24,2552570920,2563002053,1.269,47.4,0.3,0.8,L
240,101.35,0.363,0.4,1.205,71.91,3.641,-0.7,24.1,0.334,14.2,14.1,0.08,435,59.27,0.007,318.94,75.815,0.19,0.26,0.15,-3.035,0.554,0.587,0.039,0.043,0.008,0.007,0.568,0.583,0.675,0.562,0.589,0.065,39121.7,3328.88,15101.3,66.38,0.41,1.4,0.23,2.68,1947680813,2773107529,1.196,43.2,0.1,0.2,J
241,101.4,0.349,0.4,1.062,71.88,3.654,-0.67,24.4,0.331,14.1,14.2,0.079,435,59.31,0.007,308.94,73.665,0.19,0.25,0.15,-3.645,0.562,0.589,0.041,0.036,0.009,0.007,0.556,0.59,0.62,0.564,0.591,0.07,47108.6,3407.92,15107.9,52.42,0.21,1.5,0.28,3.42,1947935212,2773361922,1.18,37.8,0.1,0.3,J
242,101.4,0.355,0.4,1.113,71.89,3.653,-0.58,24.3,0.329,14.0,14.3,0.078,435,59.3,0.007,318.27,79.165,0.19,0.28,0.16,-3.31,0.559,0.589,0.055,0.042,0.011,0.007,0.554,0.583,0.72,0.566,0.591,0.075,48396.2,4017.37,15450.9,68.15,0.37,1.6,0.3,3.76,1948155486,2773582109,1.177,41.0,0.1,0.3,J
243,0.0,0.0,0.0,0.0,0.0,0.0,-1.16,25.5,0.0,14.4,14.3,0.073,450,0.0,0.005,756.585,116.85,0.28,0.2,0.16,-40.785,0.798,0.602,0.249,0.291,0.056,0.098,0.782,0.721,1.57,0.787,0.734,0.22,48593.3,7025.0,70.2,1.99,0.04,3.4,0.0,0.46,1391952398,1391901433,0.0,37.4,0.0,0.0,K
244,0.0,0.0,0.0,0.0,0.0,0.0,-1.48,25.4,0.0,14.2,14.2,0.073,450,0.0,0.007,702.375,120.745,0.28,0.2,0.16,-33.58,0.764,0.71,0.265,0.3,0.052,0.107,0.842,0.605,1.41,0.79,0.715,0.23,76798.8,8602.34,72.1,2.18,0.02,3.4,0.0,0.63,1392206186,1392155273,0.0,42.4,0.0,0.0,K
245,101.4,0.345,0.4,1.079,71.9,3.652,-0.44,24.4,0.334,13.9,14.1,0.079,435,59.29,0.006,310.8,80.145,0.19,0.27,0.15,-2.815,0.573,0.595,0.076,0.051,0.013,0.01,0.585,0.597,0.675,0.569,0.595,0.065,53923.6,3679.01,16060.8,83.57,0.31,1.7,0.38,3.96,1948629970,2774056642,1.176,42.2,0.1,0.2,J
246,0.0,0.0,0.0,0.0,0.0,0.0,-1.74,25.5,0.0,13.9,14.2,0.073,450,0.0,0.006,702.505,117.825,0.29,0.2,0.16,-47.6,0.778,0.716,0.248,0.278,0.057,0.107,0.815,0.623,1.365,0.776,0.723,0.235,80819.0,8507.7,74.5,1.96,0.05,3.4,0.01,0.85,1392426142,1392375185,0.0,42.8,0.0,0.0,K
