,420X4,420X12,420X13,420X16,420X19,420X20,420X21,420X23,420X31,420X33,420X35,420X37,420X72,420X73,420X74,420X75,420X76,420X79,420X85,420X92,420X93,420X97,420X98,420X114,420X115,420X116,420X117,420X118,420X138,420X150,420X151,420X152,420X154,420X188,420X192,420X194,420X197,420X199,420X200,420X202,420X205,420X211,420X213,420X215,420X216,null_count,TOOL
70,18722.0,14.4,14.5,14.4,90.0,90.0,90.1,90.0,18722.0,18722.0,227.0,226.0,2.1,3.8,5.6,2.1,2.1,5.7,373.1,8.9,10.7,9.4,11.2,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,109.4,39.9,47.9,14.57,14.61,14.01,14.62,1582.0,38.0,5.71,5.72,5.35,0,D
71,19074.0,14.4,14.5,14.5,90.0,90.0,90.0,90.0,19074.0,19074.0,226.0,226.0,2.9,4.2,5.5,2.8,2.8,5.7,373.1,9.3,11.1,9.8,11.7,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,107.8,39.9,47.3,14.55,14.61,14.41,14.62,1382.0,38.3,5.71,5.72,5.48,0,D
72,20889.0,14.0,14.1,14.1,90.0,90.0,90.0,90.0,9053.0,20889.0,226.0,226.0,3.1,4.5,6.4,3.0,3.1,6.2,373.2,8.7,10.3,9.1,10.8,0.0,0.0,0.1,-0.1,0.0,16.1,-0.1,-0.1,-0.1,-0.1,110.2,37.5,45.0,14.78,14.78,13.34,14.79,1294.0,35.8,5.73,5.74,5.21,0,D
73,18655.0,14.5,14.5,14.4,90.0,90.0,90.3,90.0,18655.0,18655.0,227.0,226.0,2.3,3.9,5.5,2.3,2.2,5.6,373.1,9.1,10.9,9.6,11.6,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,107.8,39.9,47.7,14.56,14.61,14.14,14.62,1534.0,38.0,5.71,5.72,5.39,0,D
74,21055.0,14.2,14.1,14.1,90.0,90.0,90.0,90.0,9219.0,21055.0,226.0,226.0,2.7,4.0,5.9,2.6,2.7,5.8,373.2,8.6,10.3,9.0,10.6,0.0,0.0,0.1,-0.1,0.0,16.1,-0.1,-0.1,-0.1,-0.1,109.5,37.3,44.4,14.73,14.78,13.43,14.79,1280.0,36.2,5.74,5.75,5.3,0,D
75,13689.0,14.1,14.1,14.1,90.1,90.0,90.1,90.1,5063.0,5063.0,226.0,226.0,3.3,4.6,7.5,3.0,3.0,7.6,370.2,8.9,10.3,9.2,10.7,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.1,0.1,0.1,117.8,40.6,47.6,14.74,14.74,13.83,14.74,1353.0,37.8,5.73,5.73,5.38,0,D
76,13691.0,13.9,14.0,14.0,90.0,90.0,90.3,90.0,5065.0,5065.0,226.0,226.0,3.0,4.3,7.0,2.6,3.0,6.7,370.2,8.8,10.1,9.1,10.6,0.1,0.1,0.2,0.0,0.1,15.9,0.0,0.0,0.1,0.1,114.5,40.4,49.7,14.74,14.78,13.58,14.74,1700.0,34.7,5.71,5.73,5.21,0,D
77,18912.0,13.3,13.5,13.4,90.0,90.0,90.0,90.0,10784.0,10784.0,226.0,226.0,2.2,3.5,5.3,2.0,2.1,6.2,375.3,9.2,11.0,9.6,11.7,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,111.4,38.8,46.4,14.46,14.51,13.36,14.58,1358.0,37.8,5.78,5.78,5.42,0,D
78,13694.0,14.1,14.0,14.1,90.0,90.0,90.2,90.0,5068.0,5068.0,226.0,226.0,3.1,4.4,6.8,2.6,3.0,6.0,370.2,8.9,10.1,9.2,10.6,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.0,0.1,0.1,113.2,40.4,48.8,14.74,14.78,13.78,14.74,1597.0,35.3,5.72,5.73,5.31,0,D
79,18915.0,13.5,13.5,13.4,90.0,90.0,90.0,90.0,10787.0,10787.0,226.0,226.0,2.1,3.6,5.1,2.1,1.9,6.1,375.3,9.2,10.9,9.6,11.4,0.0,0.0,0.1,0.0,0.0,15.9,-0.1,-0.1,-0.1,-0.1,110.7,38.7,45.9,14.46,14.47,13.55,14.58,1260.0,38.0,5.78,5.78,5.46,0,D
80,18484.0,13.4,13.5,13.5,90.0,89.9,90.0,90.0,10356.0,10356.0,226.0,226.0,2.0,3.4,5.0,2.0,1.9,5.8,375.3,9.4,11.2,9.8,11.6,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,109.5,38.6,45.8,14.46,14.46,13.61,14.58,1260.0,38.0,5.78,5.78,5.49,0,D
81,19129.0,13.4,13.5,13.5,90.0,90.0,90.1,90.0,11001.0,11001.0,226.0,226.0,1.5,3.2,5.2,1.5,1.6,6.2,375.2,9.1,10.9,9.4,11.5,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,112.3,38.9,45.8,14.46,14.51,14.01,14.58,1216.0,37.9,5.74,5.75,5.52,0,C
82,13862.0,14.0,14.0,13.8,90.0,90.0,90.1,90.0,5236.0,5236.0,226.0,226.0,2.3,4.1,6.9,2.2,2.5,6.8,370.2,8.7,10.3,9.0,10.4,0.2,0.1,0.2,0.1,0.1,15.9,0.1,0.1,0.1,0.1,114.8,40.5,47.7,14.73,14.74,14.27,14.74,1451.0,37.0,5.7,5.71,5.46,0,C
83,19443.0,14.4,14.5,14.4,90.0,89.9,90.0,90.0,19443.0,19443.0,227.0,226.0,2.5,3.9,5.3,2.4,2.5,5.4,373.1,9.2,11.2,9.7,11.6,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,109.0,39.9,48.2,14.61,14.61,13.82,14.62,1553.0,38.2,5.73,5.73,5.36,0,C
84,13079.0,14.0,14.1,14.0,90.0,89.9,90.0,90.0,4453.0,4453.0,226.0,226.0,2.3,4.1,7.1,2.0,2.2,6.9,370.1,8.4,9.7,8.7,9.9,0.2,0.1,0.2,0.1,0.1,15.9,0.1,0.1,0.1,0.1,117.8,40.7,47.6,14.74,14.74,13.78,14.74,1304.0,37.8,5.69,5.7,5.35,0,D
85,18701.0,14.4,14.4,14.3,90.0,90.0,90.0,90.0,18701.0,18701.0,227.0,226.0,1.9,3.7,5.5,1.9,2.0,5.6,373.1,8.9,10.7,9.4,11.5,-0.1,-0.1,0.0,-0.1,-0.1,15.9,-0.1,0.0,0.0,0.0,109.0,39.9,46.8,14.61,14.61,13.81,14.62,1284.0,38.7,5.71,5.72,5.39,0,D
86,13102.0,13.7,14.0,14.0,89.9,90.0,90.1,89.9,4476.0,4476.0,226.0,226.0,2.8,4.4,6.9,2.6,2.8,6.6,370.2,9.0,10.4,9.3,10.9,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.0,0.1,0.1,114.5,40.6,48.4,14.74,14.77,13.98,14.74,1548.0,36.2,5.71,5.73,5.38,0,D
87,12978.0,13.9,14.0,14.1,90.0,90.0,90.1,90.0,4352.0,4352.0,226.0,226.0,2.4,4.1,6.9,2.3,2.5,6.9,370.2,8.7,10.2,9.0,10.3,0.1,0.1,0.2,0.0,0.2,15.9,0.1,0.0,0.1,0.1,113.9,40.4,48.3,14.74,14.77,13.98,14.74,1548.0,35.9,5.7,5.71,5.36,0,D
88,21109.0,14.1,14.1,14.1,90.0,90.0,90.0,90.0,9273.0,21109.0,226.0,226.0,2.8,4.2,5.7,2.8,2.9,5.7,373.2,8.7,10.2,9.0,10.6,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.2,37.5,44.4,14.73,14.78,13.59,14.79,1289.0,36.7,5.72,5.74,5.31,0,D
89,21111.0,14.0,14.1,14.2,90.0,90.0,90.0,90.0,9275.0,21111.0,226.0,226.0,3.1,4.2,5.8,2.7,3.2,5.7,373.2,8.6,10.0,9.0,10.5,0.0,0.0,0.1,-0.1,0.0,16.1,-0.1,-0.1,-0.1,-0.1,109.5,37.5,44.3,14.73,14.78,13.58,14.79,1280.0,36.6,5.72,5.74,5.33,0,D
90,18596.0,14.4,14.4,14.4,90.1,90.0,90.1,90.1,18596.0,18596.0,227.0,226.0,2.3,3.9,5.7,2.3,2.4,5.7,373.1,9.1,10.7,9.6,11.5,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,108.5,39.9,47.8,14.56,14.61,14.25,14.62,1470.0,38.0,5.73,5.73,5.43,0,D
91,21113.0,14.1,14.2,14.0,90.0,89.9,90.1,90.0,9277.0,21113.0,226.0,226.0,2.4,3.8,6.0,2.4,2.7,5.9,373.1,8.3,9.7,8.6,10.1,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,114.0,37.5,44.9,14.77,14.78,13.37,14.79,1328.0,36.6,5.72,5.73,5.21,0,D
92,13107.0,14.0,14.1,14.1,90.1,89.9,90.1,90.1,4481.0,4481.0,226.0,226.0,2.0,4.1,7.2,2.0,2.2,7.0,370.2,8.5,9.7,8.8,10.1,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.1,0.1,0.1,117.8,40.6,47.8,14.74,14.78,13.6,14.74,1353.0,37.6,5.71,5.72,5.33,0,D
93,18609.0,14.4,14.5,14.6,90.0,90.0,90.1,90.0,18609.0,18609.0,227.0,226.0,3.3,4.5,6.0,3.2,3.3,6.0,373.1,9.1,10.9,9.7,11.3,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,112.2,40.6,48.1,14.56,14.61,13.96,14.62,1421.0,39.2,5.72,5.72,5.37,0,D
94,18529.0,13.5,13.5,13.5,90.0,89.9,90.0,90.0,10401.0,10401.0,226.0,226.0,2.5,3.6,5.1,2.1,2.2,6.0,375.3,9.5,11.3,9.9,11.7,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,109.5,38.7,46.3,14.46,14.46,13.41,14.58,1407.0,37.7,5.78,5.78,5.42,0,D
95,18802.0,14.5,14.5,14.4,90.0,90.0,90.0,90.0,18802.0,18802.0,226.0,226.0,3.0,4.3,5.7,2.9,2.8,5.8,373.1,9.2,11.1,9.7,11.5,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,112.2,40.5,48.1,14.61,14.61,13.5,14.62,1382.0,38.3,5.71,5.73,5.29,0,D
96,21199.0,14.0,14.1,14.1,90.0,90.0,90.1,90.0,9363.0,21199.0,226.0,226.0,2.6,4.1,6.1,2.6,3.0,6.0,373.2,8.5,9.9,8.8,10.4,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,111.1,37.5,44.7,14.78,14.78,13.37,14.79,1280.0,36.3,5.73,5.73,5.21,0,D
97,18741.0,14.5,14.6,14.5,90.0,89.9,90.0,90.0,18741.0,18741.0,227.0,226.0,2.1,3.8,5.8,2.1,2.1,5.9,373.1,8.9,10.7,9.4,11.2,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,112.2,40.2,47.1,14.61,14.61,13.63,14.62,1284.0,39.0,5.71,5.72,5.34,0,D
98,13096.0,14.1,14.0,14.0,90.0,90.0,90.1,90.0,4470.0,4470.0,226.0,226.0,2.2,4.0,6.7,2.1,2.3,5.8,370.2,8.6,10.1,8.9,10.4,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.9,40.6,48.8,14.74,14.77,13.84,14.74,1602.0,35.5,5.69,5.71,5.31,0,D
99,13827.0,14.0,14.0,14.0,90.1,90.0,90.1,90.1,5201.0,5201.0,226.0,226.0,2.3,4.1,7.1,2.2,2.5,6.9,370.2,8.6,10.1,9.0,10.6,0.1,0.1,0.2,0.1,0.2,15.9,0.1,0.1,0.1,0.1,114.8,40.5,48.4,14.74,14.78,13.8,14.74,1602.0,35.9,5.7,5.72,5.32,0,D
100,19408.0,14.4,14.5,14.4,89.9,90.0,90.2,89.9,19408.0,19408.0,226.0,226.0,2.6,4.0,5.5,2.6,2.6,5.6,373.1,9.2,11.0,9.7,11.7,0.0,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,-0.1,109.0,39.8,48.2,14.61,14.61,13.75,14.62,1626.0,38.2,5.71,5.73,5.32,0,D
101,19095.0,13.3,13.5,13.4,90.0,90.0,90.1,90.0,10967.0,10967.0,226.0,226.0,2.0,3.4,5.2,1.9,2.2,6.0,375.3,9.2,11.3,9.6,11.6,0.0,0.0,0.1,0.0,0.0,15.9,-0.1,-0.1,-0.1,-0.1,112.0,38.8,47.3,14.46,14.46,13.46,14.58,1509.0,36.8,5.74,5.75,5.37,0,D
102,19120.0,13.5,13.5,13.6,90.0,90.0,90.1,90.0,10992.0,10992.0,226.0,226.0,2.0,3.3,5.1,1.9,2.0,6.0,375.3,9.3,11.1,9.6,11.6,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.7,38.8,45.9,14.46,14.47,13.96,14.58,1260.0,37.6,5.74,5.75,5.5,0,C
103,13868.0,14.0,14.1,14.0,90.0,89.9,90.0,90.0,5242.0,5242.0,226.0,226.0,2.0,4.0,7.1,2.0,1.9,7.1,370.2,8.4,9.5,8.7,9.8,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.1,0.1,0.1,117.8,40.6,47.4,14.74,14.74,13.81,14.74,1304.0,38.0,5.7,5.71,5.36,0,C
104,19449.0,14.4,14.5,14.5,90.0,90.0,90.2,90.0,19449.0,19449.0,227.0,226.0,2.4,3.9,5.7,2.4,2.4,5.8,373.1,9.0,10.6,9.5,11.1,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,109.4,39.8,47.1,14.61,14.61,14.15,14.62,1333.0,38.9,5.73,5.73,5.47,0,C
105,19137.0,13.5,13.5,13.3,90.0,89.9,90.0,90.0,11009.0,11009.0,226.0,226.0,2.0,3.3,4.9,2.0,2.0,5.7,375.3,9.4,11.3,9.8,11.8,0.0,0.0,0.1,0.0,0.1,16.0,-0.1,-0.1,-0.1,-0.1,112.0,38.9,47.3,14.46,14.51,13.45,14.58,1558.0,36.8,5.74,5.75,5.36,0,D
106,13869.0,13.8,14.0,14.0,90.0,90.0,90.2,90.0,5243.0,5243.0,226.0,226.0,2.6,4.0,6.7,2.0,2.2,6.7,370.2,8.5,9.9,8.9,10.1,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.1,0.1,0.1,114.8,40.5,48.5,14.73,14.78,13.88,14.74,1553.0,35.8,5.7,5.71,5.34,0,C
107,19450.0,14.5,14.5,14.5,90.0,89.9,90.0,90.0,19450.0,19450.0,227.0,226.0,2.2,3.8,5.3,2.0,2.3,5.5,373.1,9.0,10.6,9.5,11.4,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,109.0,39.8,48.1,14.61,14.61,13.77,14.62,1543.0,38.1,5.73,5.73,5.36,0,C
108,13870.0,14.0,14.0,13.8,90.1,90.0,90.1,90.1,5244.0,5244.0,226.0,226.0,2.6,4.3,7.1,2.5,2.5,6.7,370.2,8.9,10.5,9.2,11.0,0.2,0.1,0.2,0.0,0.1,15.9,0.1,0.0,0.1,0.1,114.5,40.6,48.9,14.74,14.74,13.78,14.74,1597.0,35.5,5.71,5.71,5.31,0,D
109,19451.0,14.6,14.5,14.4,90.1,90.0,90.2,90.1,19451.0,19451.0,227.0,226.0,2.8,4.1,5.5,2.7,2.7,5.6,373.1,9.4,11.2,10.0,11.9,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,108.5,39.9,47.3,14.61,14.61,14.19,14.62,1324.0,39.0,5.73,5.74,5.48,0,D
110,18551.0,14.4,14.6,14.6,90.0,90.0,90.1,90.0,18551.0,18551.0,227.0,226.0,3.2,4.6,6.2,3.0,3.1,6.4,373.1,9.0,11.0,9.6,11.5,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,112.2,40.5,48.6,14.61,14.61,13.75,14.62,1470.0,38.7,5.71,5.72,5.32,0,D
111,18471.0,13.5,13.5,13.5,90.0,89.9,90.0,90.0,10343.0,10343.0,226.0,226.0,2.5,3.5,5.2,2.2,2.5,5.9,375.3,9.4,11.4,9.8,11.7,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,109.5,38.7,46.3,14.46,14.51,13.4,14.58,1363.0,37.7,5.78,5.78,5.44,0,D
112,13280.0,14.1,14.0,13.9,90.1,90.0,90.1,90.1,4654.0,4654.0,226.0,226.0,2.3,4.1,6.9,2.2,2.2,6.0,370.2,8.6,10.1,9.0,10.2,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.0,0.1,0.1,113.6,40.6,48.9,14.73,14.78,13.72,14.74,1651.0,35.3,5.69,5.71,5.26,0,D
113,18910.0,14.4,14.5,14.5,90.1,90.0,90.2,90.1,18910.0,18910.0,227.0,226.0,2.3,3.9,5.3,2.3,2.3,5.4,373.1,9.1,10.6,9.7,11.3,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,107.8,39.9,47.3,14.61,14.61,14.33,14.62,1421.0,38.2,5.72,5.72,5.46,0,D
114,13067.0,14.1,14.0,14.0,90.0,90.0,90.1,90.0,4441.0,4441.0,226.0,226.0,2.1,4.0,7.0,2.1,2.0,6.4,370.2,8.5,10.0,8.9,10.2,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.0,0.1,0.1,114.5,40.6,48.8,14.74,14.76,13.88,14.74,1602.0,35.6,5.7,5.71,5.34,0,D
115,18689.0,14.4,14.5,14.4,90.0,90.0,90.0,90.0,18689.0,18689.0,227.0,226.0,2.4,3.8,5.3,2.3,2.3,5.4,373.1,9.1,10.8,9.6,11.4,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,108.2,39.9,49.0,14.61,14.61,13.51,14.62,1783.0,37.0,5.72,5.72,5.15,0,D
116,18793.0,14.4,14.6,14.6,90.0,89.9,90.0,90.0,18793.0,18793.0,226.0,226.0,2.3,3.9,6.0,2.2,2.3,6.1,373.0,8.9,10.9,9.4,11.5,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.1,0.0,112.2,40.2,47.3,14.61,14.61,13.61,14.62,1284.0,38.8,5.73,5.73,5.33,0,D
117,21190.0,14.1,14.1,14.1,89.9,90.0,90.1,89.9,9354.0,21190.0,226.0,226.0,2.3,3.9,6.1,2.3,2.1,6.0,373.2,8.5,10.0,8.8,10.7,0.0,0.0,0.0,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,111.1,37.3,44.1,14.77,14.78,13.76,14.79,1231.0,37.1,5.72,5.74,5.36,0,D
118,18652.0,13.5,13.5,13.5,90.0,90.0,90.0,90.0,10524.0,10524.0,226.0,226.0,1.9,3.3,5.2,1.9,1.9,5.9,375.2,9.1,10.9,9.5,11.3,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.7,38.6,46.2,14.46,14.51,13.51,14.58,1309.0,37.7,5.78,5.78,5.45,0,D
119,21290.0,14.1,14.1,14.1,90.0,90.0,90.0,90.0,9454.0,21290.0,226.0,226.0,2.5,3.9,5.6,2.5,2.5,5.5,373.1,8.6,10.1,8.9,10.5,0.0,0.0,0.0,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.0,37.4,44.7,14.77,14.78,13.26,14.79,1289.0,35.9,5.66,5.67,5.12,0,D
120,13105.0,13.9,14.0,14.0,90.0,90.0,90.1,90.0,4479.0,4479.0,226.0,226.0,2.9,4.4,7.0,2.8,2.9,6.5,370.2,8.9,10.4,9.2,10.6,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.2,40.6,48.0,14.74,14.77,14.24,14.74,1499.0,36.4,5.71,5.71,5.42,0,D
121,13106.0,14.1,14.1,14.0,90.0,89.9,90.0,90.0,4480.0,4480.0,226.0,226.0,2.9,4.3,6.7,2.7,2.8,5.7,370.2,8.9,10.4,9.2,10.4,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.2,40.6,48.5,14.74,14.77,13.88,14.74,1602.0,35.7,5.71,5.71,5.34,0,D
122,21208.0,14.0,14.1,14.1,90.0,90.0,90.0,90.0,9372.0,21208.0,226.0,226.0,2.7,4.0,5.7,2.5,2.5,5.6,373.1,8.5,9.9,8.8,10.3,0.0,0.0,0.1,-0.1,0.0,16.1,-0.1,-0.1,-0.1,-0.1,110.2,37.3,43.9,14.73,14.79,13.8,14.79,1241.0,37.2,5.73,5.73,5.36,0,D
123,13207.0,13.9,14.0,14.0,90.0,90.0,90.1,90.0,4581.0,4581.0,226.0,226.0,2.3,4.1,7.3,2.2,2.2,5.7,370.2,8.7,10.1,9.0,10.6,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.6,40.6,49.2,14.74,14.78,13.71,14.74,1651.0,35.1,5.7,5.71,5.27,0,D
124,19050.0,14.5,14.6,14.6,90.0,89.9,90.0,90.0,19050.0,19050.0,226.0,226.0,2.6,4.1,5.9,2.5,2.6,5.9,373.1,9.2,11.0,9.7,11.6,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,112.2,40.3,47.5,14.56,14.61,13.61,14.62,1284.0,38.7,5.71,5.72,5.32,0,D
125,18682.0,13.4,13.5,13.4,90.0,90.0,90.1,90.0,10554.0,10554.0,226.0,226.0,1.5,3.1,5.2,1.5,1.6,5.9,375.2,9.1,11.0,9.4,11.7,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,112.3,38.7,44.8,14.46,14.46,13.86,14.58,1055.0,39.1,5.78,5.78,5.57,0,D
126,12870.0,14.0,14.0,13.9,90.1,90.0,90.1,90.1,4244.0,4244.0,226.0,226.0,2.6,4.2,7.1,2.4,2.5,6.7,370.2,8.7,10.1,9.0,10.5,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,114.8,40.5,48.6,14.74,14.74,13.79,14.74,1602.0,35.7,5.71,5.73,5.33,0,D
127,21316.0,14.0,14.1,14.0,90.0,90.0,90.1,90.0,9480.0,21316.0,226.0,226.0,2.4,3.8,5.9,2.3,2.3,5.9,373.1,8.6,10.0,8.9,10.6,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.8,37.4,44.2,14.77,14.78,13.68,14.79,1231.0,36.9,5.72,5.73,5.34,0,D
128,18400.0,13.4,13.5,13.4,90.0,90.0,90.1,90.0,10272.0,10272.0,226.0,226.0,1.8,3.2,5.1,1.6,1.8,5.8,375.2,9.1,11.0,9.4,11.5,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.2,38.6,45.5,14.46,14.47,13.55,14.58,1265.0,38.4,5.78,5.79,5.48,0,D
129,18867.0,14.5,14.5,14.5,90.1,90.0,90.2,90.1,18867.0,18867.0,227.0,226.0,2.6,3.9,5.3,2.3,2.3,5.4,373.1,9.1,11.0,9.6,11.7,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,107.8,39.9,48.6,14.61,14.61,13.82,14.62,1680.0,37.2,5.7,5.7,5.29,0,D
130,21264.0,14.1,14.1,14.1,90.0,90.0,90.0,90.0,9428.0,21264.0,226.0,226.0,2.7,3.9,5.6,2.6,2.7,5.6,373.1,8.6,10.1,9.0,10.6,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,109.5,37.3,43.4,14.73,14.78,14.08,14.79,1172.0,37.8,5.72,5.73,5.42,0,D
131,13925.0,14.0,14.0,14.0,90.0,90.0,90.1,90.0,5299.0,5299.0,226.0,226.0,2.5,4.0,6.9,2.2,2.3,6.1,370.2,8.6,10.1,8.9,10.6,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.1,0.1,0.1,114.8,40.6,49.1,14.73,14.77,13.67,14.74,1646.0,35.4,5.7,5.71,5.27,0,D
132,19510.0,14.6,14.5,14.4,89.9,89.9,90.2,89.9,19510.0,19510.0,227.0,226.0,2.2,3.9,5.4,2.2,2.1,5.5,373.1,9.0,10.8,9.5,11.3,-0.1,-0.1,0.0,-0.1,0.0,15.9,-0.1,0.0,0.0,0.0,109.0,39.7,47.7,14.61,14.61,13.75,14.62,1534.0,38.5,5.73,5.73,5.36,0,D
133,19024.0,14.4,14.5,14.4,90.0,90.0,90.1,90.0,19024.0,19024.0,226.0,226.0,3.0,4.4,5.9,2.9,3.1,6.0,373.1,9.3,11.2,9.8,11.6,-0.1,-0.1,0.0,-0.1,-0.1,15.9,-0.1,0.0,0.0,0.0,112.2,40.6,48.2,14.56,14.61,13.45,14.62,1324.0,38.3,5.71,5.72,5.28,0,D
134,19194.0,13.5,13.5,13.5,90.0,89.9,90.0,90.0,11066.0,11066.0,226.0,226.0,1.6,3.2,5.1,1.5,1.6,6.0,375.2,9.0,10.9,9.3,11.3,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,112.0,38.8,46.9,14.46,14.5,13.54,14.58,1514.0,37.0,5.74,5.75,5.38,0,D
135,18592.0,13.4,13.5,13.4,90.0,89.9,90.1,90.0,10464.0,10464.0,226.0,226.0,2.3,3.6,5.1,2.2,2.3,6.0,375.3,9.3,11.0,9.7,11.7,0.0,0.0,0.1,-0.1,0.0,15.9,-0.1,-0.1,-0.1,-0.1,110.7,38.7,46.6,14.46,14.46,13.42,14.58,1407.0,37.5,5.78,5.78,5.44,0,D
136,18995.0,14.4,14.5,14.4,90.0,90.0,90.1,90.0,18995.0,18995.0,226.0,226.0,2.7,4.2,5.6,2.6,2.6,5.8,373.1,9.3,11.0,9.8,11.7,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,-0.1,107.8,39.9,47.6,14.61,14.61,14.3,14.62,1480.0,38.1,5.71,5.72,5.43,0,D
137,18564.0,13.4,13.5,13.4,90.0,89.9,90.1,90.0,10436.0,10436.0,226.0,226.0,1.9,3.3,5.1,1.9,1.8,6.0,375.3,9.2,11.1,9.6,11.4,0.0,0.0,0.1,0.0,0.0,15.9,-0.1,-0.1,-0.1,-0.1,110.7,38.7,45.7,14.46,14.47,13.56,14.58,1275.0,38.2,5.78,5.78,5.47,0,D
138,13332.0,14.0,14.1,14.2,90.0,89.9,90.0,90.0,4706.0,4706.0,226.0,226.0,1.9,4.0,7.3,1.8,2.0,7.2,370.1,8.4,9.7,8.7,9.9,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.1,0.1,0.1,117.8,40.6,47.4,14.74,14.74,13.83,14.74,1304.0,38.1,5.69,5.7,5.37,0,D
139,18971.0,14.5,14.5,14.6,90.0,90.0,90.1,90.0,18971.0,18971.0,227.0,226.0,2.3,4.0,5.3,2.3,2.4,5.6,373.1,9.2,11.0,9.8,11.5,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,107.8,39.9,47.5,14.56,14.61,14.31,14.62,1470.0,38.2,5.71,5.72,5.44,0,D
140,18962.0,14.5,14.5,14.4,90.0,90.0,90.1,90.0,18962.0,18962.0,227.0,226.0,2.1,3.9,5.7,2.1,2.0,5.8,373.1,9.0,10.8,9.5,11.5,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,109.4,40.1,47.7,14.61,14.61,14.26,14.62,1470.0,38.2,5.71,5.72,5.43,0,D
