,220X2,220X3,220X4,220X6,220X9,220X13,220X19,220X21,220X26,220X31,220X55,220X107,220X108,220X112,220X118,220X122,220X143,220X163,220X165,220X167,220X184,220X185,220X193,220X218,220X224,220X277,220X293,220X294,220X305,220X315,220X316,220X333,220X336,220X339,220X343,220X344,220X347,220X348,220X350,220X354,220X356,220X365,220X368,220X375,220X377,220X379,220X382,220X383,220X386,220X387,220X388,220X390,220X407,220X412,220X422,220X424,220X441,220X446,220X457,220X462,220X463,220X471,220X485,220X486,220X523,220X524,220X528,220X533,220X535,220X539,null_count,TOOL
97,1.956934,1,-15.812943,2.438007,0.141956,1.13659,-0.3181,-0.6723,14.438,13.41,24.008789,23.61,0.0,12.293697,-1.095198,2.860626,-51.154271,0.401933,-0.637107,-0.681037,0.049059,0.038145,0.048636,0.098878,63.0,87.0,1787.0,1762.0,500.0,200.8,82.0,130.1,130.0,130.1,130.0,130.0,129.9,91.0,65.6,66.0,110.4,110.5,110.3,110.2,110.2,110.2,110.1,110.1,110.0,110.1,110.1,144.0,60.0,64.3,45.3,39.7,25.3,23.4,20.4,11.5,6.98,5.0,0.0,1.0,1112.818,1302.0,910.0,6.0,1.0,0.0,0,B
98,1.723696,26,-19.680062,2.443992,0.39414,1.179064,-0.3181,-0.6723,14.514,13.921,23.72111,23.7,0.0,16.646614,-1.890232,3.011524,-200.961146,0.380554,-0.555865,0.501141,0.045555,0.038145,0.038214,0.111856,205.0,78.0,1798.0,1762.0,502.0,201.0,73.0,130.2,129.9,130.0,129.8,129.9,129.9,91.0,236.7,73.0,110.4,110.5,110.3,110.3,110.2,110.2,110.2,110.1,110.0,110.1,110.1,134.0,60.0,271.0,45.5,38.9,28.4,23.5,20.5,7.9,7.06,7.0,0.0,1.0,954.435,844.0,900.0,6.0,1.0,0.0,0,B
99,1.58535,1,3.502469,1.592304,0.174789,0.896239,-0.012,-0.177,14.504,12.478,23.985189,23.68,0.0,2.076516,0.884757,0.11835,-218.523981,0.461795,-0.632831,-0.591089,0.049059,0.034677,0.041688,0.085283,112.0,187.0,1788.0,1763.0,504.0,201.0,177.0,130.2,130.0,130.1,130.0,130.0,130.0,107.0,74.0,65.5,110.5,110.5,110.3,110.1,110.4,110.3,110.1,110.1,110.1,110.1,110.0,95.0,61.0,75.7,45.3,39.8,25.9,23.4,20.3,8.3,8.08,12.0,0.0,2.0,1451.858,346.0,905.0,6.0,1.0,0.0,0,B
100,1.566074,2,4.879139,1.7504,0.136893,0.950681,-0.012,-0.177,14.512,13.497,23.987223,23.61,0.0,3.370054,0.887434,-0.248314,-92.369474,0.470347,-0.641382,-0.591089,0.049059,0.038145,0.045162,0.083429,185.0,197.0,1787.0,1762.0,502.0,201.0,189.0,130.1,129.9,130.0,129.9,129.9,129.9,115.0,77.0,72.1,110.4,110.5,110.3,110.2,110.1,110.2,110.3,110.1,110.0,110.1,110.1,122.0,60.0,76.1,45.4,40.0,28.7,23.7,20.1,11.6,7.29,8.0,0.0,1.0,1502.474,859.0,908.0,5.9,1.0,2.0,0,B
101,1.60039,3,3.63062,1.386454,0.161521,0.637102,-0.012,-0.177,14.57,13.539,23.979492,23.71,0.0,2.02911,1.193955,0.397778,-235.478663,0.474623,-0.641382,-0.599655,0.045555,0.038145,0.041688,0.087137,117.0,198.0,1787.0,1762.0,501.0,201.0,189.0,130.5,130.1,130.0,130.0,130.1,130.0,91.0,74.1,65.2,110.5,110.5,110.3,110.2,110.3,110.3,110.2,110.0,110.0,110.1,110.1,122.0,60.0,74.8,45.1,40.2,28.7,23.4,20.3,11.6,7.2,3.0,0.0,1.0,1034.323,884.0,910.0,6.0,1.0,0.0,0,B
102,1.479994,26,-0.412635,1.825239,0.250192,1.191716,-0.012,-0.177,14.582,13.263,24.015706,23.61,0.0,-0.686595,0.098859,0.287897,-240.712257,0.380554,0.611451,0.608222,0.049059,0.038145,0.041688,0.084047,63.0,196.0,1787.0,1762.0,501.0,201.0,187.0,130.3,130.1,130.0,130.0,130.1,130.0,112.0,74.2,67.2,110.4,110.5,110.3,110.2,110.1,110.2,110.2,110.1,110.1,110.2,110.1,120.0,60.0,64.8,45.1,40.5,26.8,23.7,20.4,8.0,7.22,11.0,0.0,2.0,1541.121,780.0,903.0,6.0,1.0,0.0,0,B
103,1.895434,22,-17.4445,2.06312,0.217187,0.756332,-0.3181,-0.6723,14.615,13.465,23.955485,23.61,0.0,14.287494,-1.5158,2.781944,-247.298516,0.324967,-0.620003,-0.548256,0.045555,0.038145,0.041688,0.100114,112.0,163.0,1787.0,1749.0,504.0,201.0,155.0,130.3,130.1,130.0,130.0,130.0,129.9,112.0,236.2,70.2,110.5,110.5,110.3,110.3,110.2,110.2,110.2,110.1,110.1,110.1,110.0,67.0,61.0,189.4,45.2,39.5,27.1,23.7,20.1,11.5,10.46,8.0,1.0,1.0,1420.902,0.0,910.0,5.9,0.0,1.0,0,B
104,1.866749,23,-17.067509,1.837378,0.11039,0.53059,-0.3181,-0.6723,14.601,13.78,23.922933,23.61,0.0,14.291232,-1.380709,2.920271,-145.482649,0.320691,-0.620003,-0.55254,0.045555,0.038145,0.045162,0.116182,117.0,164.0,1787.0,1762.0,504.0,201.1,155.0,130.2,130.0,130.0,129.9,129.9,129.9,185.0,74.1,65.5,110.4,110.6,110.3,110.2,110.1,110.2,110.2,110.1,110.0,110.1,110.0,68.0,60.0,74.3,45.4,39.7,28.7,23.7,20.3,11.5,10.47,8.0,1.0,2.0,1623.275,0.0,906.0,6.0,0.0,0.0,0,B
105,1.702354,1,4.025452,1.644332,0.05726,0.844569,-0.012,-0.177,14.602,13.963,24.202067,23.61,0.0,2.615327,0.956403,-0.071044,-208.723291,0.406209,0.577244,0.55254,0.045555,0.038145,0.045162,0.09826,126.0,196.0,1788.0,1748.0,500.0,201.0,188.0,130.1,130.0,130.1,130.0,129.9,129.9,90.0,77.1,94.3,110.4,110.5,110.4,110.1,110.3,110.3,110.2,110.0,110.0,110.2,110.0,121.0,60.0,75.1,45.2,40.1,25.3,23.7,20.4,12.1,7.5,12.0,0.0,1.0,1336.268,806.0,880.0,6.0,1.0,0.0,0,B
106,1.996997,25,-18.17116,1.959878,0.103412,0.65309,-0.3181,-0.6723,14.643,14.277,23.95752,23.61,0.0,15.271199,-1.450802,3.023341,-124.95352,0.324967,-0.624279,-0.556823,0.049059,0.038145,0.048636,0.092698,209.0,140.0,1788.0,1758.0,503.0,201.0,132.0,130.2,130.0,130.1,129.9,130.0,130.0,115.0,73.6,106.9,110.5,110.5,110.4,110.2,110.2,110.1,110.1,110.2,110.1,110.2,110.1,25.0,60.0,121.2,45.5,40.1,25.0,23.7,20.4,11.5,10.39,9.0,1.0,2.0,1610.975,0.0,914.0,6.0,0.0,0.0,0,B
107,1.811611,26,-17.07717,2.071078,0.215982,0.76429,-0.3181,-0.6723,14.542,12.946,23.994141,23.61,0.0,13.973892,-1.477541,2.705998,-281.992914,0.333519,-0.611451,-0.569673,0.045555,0.041613,0.041688,0.063035,136.0,139.0,1787.0,1762.0,505.0,200.9,132.0,130.1,130.0,129.9,129.9,129.9,129.9,91.0,76.9,65.3,110.4,110.5,110.5,110.3,110.1,110.3,110.1,110.0,110.0,110.2,110.1,25.0,61.0,67.2,45.6,39.9,28.7,23.4,20.4,11.6,10.39,6.0,1.0,1.0,1490.006,0.0,910.0,5.9,0.0,0.0,0,B
108,1.783059,2,-0.985212,1.684818,0.05277,0.885055,-0.012,-0.177,14.68,13.273,24.175212,23.61,0.0,-0.649412,0.092861,0.328484,-72.297682,0.419037,0.577244,0.543973,0.045555,0.041613,0.041688,0.108148,156.0,196.0,1787.0,1762.0,502.0,201.0,188.0,130.1,129.9,129.9,129.9,130.0,129.9,91.0,74.0,56.3,110.4,110.5,110.3,110.2,110.2,110.1,110.2,110.1,110.0,110.1,110.1,121.0,61.0,75.4,45.3,40.2,25.3,23.7,20.4,12.3,7.5,11.0,0.0,1.0,1390.373,805.0,903.0,6.0,1.0,0.0,0,B
109,1.7692,3,4.113396,1.876856,0.108976,1.155015,-0.012,-0.177,14.596,13.522,24.211833,23.61,0.0,2.606592,0.748946,-0.153187,-208.056567,0.419037,0.577244,0.543973,0.045555,0.038145,0.041688,0.103822,156.0,196.0,1787.0,1755.0,500.0,201.0,187.0,130.3,130.0,130.0,130.0,130.0,130.0,112.0,74.1,66.7,110.4,110.5,110.4,110.2,110.1,110.2,110.2,110.1,110.1,110.1,110.1,121.0,60.0,75.4,45.3,40.5,25.0,23.7,20.1,11.5,7.33,10.0,0.0,1.0,977.298,792.0,910.0,6.0,1.0,0.0,0,B
110,1.694454,1,-15.478726,2.536417,0.102132,1.250003,-0.3181,-0.6723,14.597,14.448,24.013265,23.65,0.0,12.024899,-1.091499,2.69093,-59.301935,0.367726,-0.615727,-0.53969,0.045555,0.038145,0.041688,0.10135,83.0,93.0,1787.0,1762.0,500.0,201.0,87.0,130.3,130.0,130.0,129.8,129.9,129.8,111.0,62.0,65.6,110.5,110.6,110.4,110.3,110.2,110.2,110.2,110.1,110.1,110.1,110.1,151.0,61.0,75.2,45.1,39.4,25.0,23.4,20.4,8.0,6.89,8.0,0.0,2.0,1408.883,1588.0,904.0,5.9,1.0,2.0,0,B
111,1.820265,26,-26.474034,2.441203,0.0631,1.149452,-0.3181,-0.6723,14.583,13.094,23.70931,23.71,0.0,22.111034,-2.476737,3.968974,-226.42942,0.406209,-0.572968,-0.509707,0.045555,0.038145,0.041688,0.083429,136.0,92.0,1787.0,1758.0,502.0,201.0,86.0,130.1,129.8,129.8,129.8,129.8,129.7,188.0,162.8,65.3,110.4,110.6,110.3,110.3,110.2,110.2,110.2,110.1,110.1,110.2,110.1,150.0,60.0,256.0,45.6,39.3,25.0,23.5,20.4,11.5,6.97,2.0,0.0,1.0,999.948,1563.0,883.0,6.0,1.0,0.0,0,B
112,1.835865,1,-17.063213,2.420823,0.165334,1.095474,-0.3181,-0.6723,14.51,13.771,24.019775,23.61,0.0,13.073232,-1.300846,2.743349,-170.219582,-0.397657,0.547313,-0.813818,0.049059,0.038145,0.048636,0.082811,43.0,110.0,1787.0,1762.0,504.0,201.0,104.0,130.3,130.1,130.1,130.0,130.0,130.0,110.0,73.1,81.6,110.5,110.6,110.3,110.2,110.2,110.1,110.2,110.2,110.1,110.2,110.1,182.0,60.0,74.9,45.6,40.1,28.7,23.7,20.4,11.6,7.17,6.0,0.0,1.0,1344.618,2493.0,886.0,5.9,1.0,0.0,0,B
113,1.65225,26,-14.804016,2.706876,0.202947,1.363827,-0.3181,-0.6723,14.595,13.386,24.014079,23.61,0.0,11.370667,-0.92867,2.73854,-103.344787,-0.393381,0.572968,0.818101,0.049059,0.041613,0.045162,0.094552,43.0,110.0,1798.0,1762.0,501.0,200.9,104.0,130.1,130.0,130.0,129.9,130.0,129.9,91.0,75.9,70.0,110.5,110.6,110.4,110.3,110.1,110.2,110.2,110.1,110.0,110.2,110.1,182.0,60.0,74.5,45.7,39.9,28.7,23.7,20.5,11.5,7.17,7.0,0.0,2.0,1762.688,2494.0,900.0,6.0,1.0,1.0,0,B
114,1.955935,1,-11.924644,2.520662,0.11235,1.218912,-0.3181,-0.6723,14.464,13.386,23.94165,23.61,0.0,9.067591,-0.703317,2.218256,-59.150806,0.380554,-0.615727,-0.608222,0.049059,0.038145,0.048636,0.118036,43.0,97.0,1784.0,1762.0,503.0,201.0,91.0,130.3,130.0,130.1,129.8,129.9,129.8,91.0,62.1,67.8,110.6,110.5,110.3,110.2,110.2,110.2,110.1,110.1,110.0,110.1,110.2,156.0,61.0,64.5,45.2,38.3,25.0,23.2,20.5,11.6,6.97,8.0,0.0,1.0,1467.909,1822.0,910.0,5.9,1.0,0.0,0,B
115,1.752179,26,-18.771733,2.552826,0.159087,1.220295,-0.3181,-0.6723,14.422,13.978,23.971354,23.71,0.0,15.105109,-1.520898,3.024288,-213.897971,0.384829,-0.585796,-0.55254,0.049059,0.041613,0.048636,0.09517,63.0,97.0,1787.0,1753.0,505.0,201.0,91.0,130.1,129.8,130.0,129.9,129.8,129.8,186.0,162.9,66.9,110.4,110.5,110.3,110.3,110.1,110.2,110.2,110.0,110.1,110.2,110.0,155.0,60.0,100.4,45.5,38.9,28.7,23.2,20.4,7.9,7.06,8.0,0.0,1.0,1577.428,1797.0,896.0,6.0,1.0,0.0,0,B
116,1.882098,1,-19.768614,2.348677,0.122996,1.116816,-0.3181,-0.6723,14.538,14.609,24.014893,23.64,0.0,16.468328,-1.750159,3.063465,-219.876266,-0.393381,-0.547313,-0.595372,0.049059,0.038145,0.03474,0.084047,78.0,126.0,1788.0,1747.0,503.0,201.1,119.0,130.2,129.9,130.0,130.0,130.1,130.0,112.0,162.3,65.1,110.5,110.5,110.4,110.2,110.1,110.2,110.2,110.1,110.1,110.2,110.1,6.0,60.0,262.6,45.7,39.9,25.0,23.5,20.6,11.4,10.35,7.0,1.0,2.0,1391.267,0.0,910.0,6.0,0.0,0.0,0,B
117,1.566465,26,-16.370739,3.002265,0.20749,1.713967,-0.3181,-0.6723,14.448,13.903,23.984375,23.64,0.0,12.883544,-0.964471,3.074061,-48.461876,-0.393381,-0.50883,-0.55254,0.049059,0.038145,0.045162,0.076013,83.0,111.0,1787.0,1762.0,502.0,200.9,105.0,130.1,130.0,130.0,130.0,130.0,129.9,150.0,77.0,66.6,110.5,110.6,110.3,110.2,110.2,110.1,110.2,110.3,110.1,110.2,110.1,183.0,60.0,77.6,44.8,40.6,28.7,23.4,20.4,11.6,7.44,5.0,0.0,2.0,1726.788,2548.0,903.0,6.0,1.0,0.0,0,B
118,1.791571,26,-15.650323,2.827604,0.293403,1.502039,-0.3181,-0.6723,14.546,13.616,24.024658,23.71,0.0,12.181403,-0.948822,2.978918,-51.317157,0.380554,0.534485,0.518274,0.052563,0.041613,0.041688,0.097642,63.0,127.0,1787.0,1762.0,502.0,201.0,120.0,130.2,129.9,130.1,130.0,130.0,129.9,110.0,65.0,65.9,110.5,110.6,110.3,110.1,110.1,110.1,110.2,110.2,110.1,110.1,110.0,6.0,60.0,75.7,45.2,39.7,28.7,23.4,20.3,11.5,10.35,8.0,1.0,2.0,1043.46,0.0,914.0,6.0,0.0,0.0,0,B
119,1.936657,26,-17.719515,2.881701,-0.101667,1.561117,-0.3181,-0.6723,14.621,13.357,24.009603,23.61,0.0,13.163591,-1.1976,3.177121,-23.627384,-0.461795,-0.577244,-0.788118,0.052563,0.038145,0.038214,0.117418,43.0,109.0,1793.0,1762.0,502.0,201.0,103.0,130.2,130.0,130.0,130.0,129.9,129.9,188.0,75.8,65.2,110.4,110.5,110.3,110.3,110.1,110.2,110.2,109.9,110.0,110.2,109.9,181.0,60.0,77.7,45.5,40.3,28.7,23.7,20.3,11.5,7.27,9.0,0.0,1.0,1309.62,2444.0,904.0,6.0,1.0,1.0,0,B
120,1.587799,19,-15.883946,2.894655,0.18889,1.622284,-0.3181,-0.6723,14.486,14.115,23.723551,23.65,0.0,12.146359,-1.187133,2.708038,-124.071386,0.423312,-0.577244,-0.496857,0.045555,0.041613,0.041688,0.068597,63.0,96.0,1787.0,1749.0,501.0,201.0,91.0,130.2,130.0,130.1,129.8,129.9,129.8,112.0,73.1,69.4,110.5,110.5,110.3,110.2,110.2,110.2,110.1,110.0,110.1,110.1,110.0,155.0,60.0,74.5,45.0,39.1,28.7,23.2,20.4,7.9,7.13,10.0,0.0,2.0,1659.503,1778.0,906.0,5.9,1.0,0.0,0,B
121,1.598117,22,-18.925696,2.689637,0.151827,1.414041,-0.3181,-0.6723,14.497,13.377,23.669434,23.71,0.0,15.312289,-1.576292,3.002445,-239.458094,0.427588,-0.585796,-0.484008,0.049059,0.038145,0.048636,0.081575,63.0,96.0,1787.0,1762.0,501.0,201.0,90.0,130.3,130.0,130.1,129.9,130.0,129.8,111.0,73.0,72.5,110.6,110.5,110.3,110.3,110.1,110.2,110.2,110.1,110.1,110.1,110.1,155.0,60.0,63.7,45.5,39.2,25.6,23.2,20.1,11.5,7.01,7.0,0.0,1.0,1495.793,1775.0,895.0,6.0,1.0,0.0,0,B
122,1.780759,1,-18.398547,1.918584,0.023283,0.600783,-0.3181,-0.6723,14.464,13.704,24.014079,23.68,0.0,15.541946,-1.549476,3.022002,-201.176255,-0.466071,-0.577244,-0.599655,0.049059,0.041613,0.041688,0.105058,63.0,125.0,1788.0,1760.0,505.0,201.0,118.0,130.3,130.1,130.0,130.0,130.1,130.0,91.0,62.1,67.0,110.5,110.5,110.3,110.1,110.3,110.1,110.2,110.0,110.1,110.1,110.0,5.0,60.0,66.4,45.1,40.6,28.1,23.4,20.5,11.6,10.36,10.0,1.0,1.0,1671.088,0.0,904.0,6.0,0.0,0.0,0,B
123,1.844025,26,-11.328981,2.482621,0.241036,1.185196,-0.3181,-0.6723,14.479,14.23,24.01001,23.61,0.0,8.229159,-0.678633,2.030037,-56.688357,-0.453244,-0.572968,-0.582522,0.045555,0.038145,0.045162,0.098878,83.0,125.0,1791.0,1763.0,500.0,201.0,118.0,130.3,130.0,130.0,130.0,130.0,130.0,91.0,162.4,66.5,110.5,110.5,110.3,110.2,110.3,110.3,110.2,110.0,110.1,110.1,110.1,4.0,60.0,100.3,45.1,39.9,27.8,23.7,20.5,11.6,10.37,2.0,1.0,1.0,1230.107,0.0,910.0,6.0,0.0,0.0,0,B
124,1.823352,1,-15.728238,2.047625,0.275824,0.655263,-0.3181,-0.6723,14.474,12.649,24.070231,23.61,0.0,12.461151,-1.401339,2.44414,-222.666344,0.350622,-0.632831,-0.642488,0.049059,0.038145,0.048636,0.077249,14.0,157.0,1789.0,1762.0,500.0,201.0,149.0,130.2,129.9,130.0,129.9,129.9,129.9,188.0,59.5,68.1,110.4,110.4,110.3,110.2,110.2,110.1,110.2,110.0,110.0,110.1,110.1,59.0,60.0,74.9,45.7,39.9,28.1,23.4,20.4,11.5,10.48,8.0,1.0,2.0,1328.081,0.0,903.0,6.0,0.0,1.0,0,B
125,1.748222,26,-9.886893,2.585444,0.126512,1.195203,-0.3181,-0.6723,14.651,13.386,24.144287,23.61,0.0,6.595336,-0.391562,2.019172,-94.072342,0.36345,-0.615727,-0.569673,0.045555,0.038145,0.048636,0.091462,14.0,157.0,1802.0,1763.0,500.0,201.0,149.0,130.1,130.0,130.0,130.0,129.9,130.0,110.0,160.5,66.7,110.4,110.5,110.3,110.3,110.1,110.1,110.3,110.0,110.0,110.2,110.0,58.0,60.0,253.7,45.5,40.5,25.6,23.7,20.5,11.5,10.48,8.0,1.0,1.0,1407.222,0.0,909.0,6.0,0.0,0.0,0,B
126,1.540095,1,-21.262966,2.646678,0.145476,1.414387,-0.3181,-0.6723,14.678,13.416,23.961182,23.68,0.0,17.3735,-1.772399,3.435694,-198.771608,0.376278,-0.513106,0.466874,0.049059,0.041613,0.03474,0.060563,112.0,66.0,1796.0,1764.0,497.0,200.9,61.0,130.1,129.9,130.1,130.0,130.0,129.9,91.0,64.9,66.5,110.4,110.5,110.4,110.3,110.1,110.1,110.2,110.1,110.0,110.2,110.0,120.0,60.0,74.8,45.2,39.8,26.2,23.7,20.2,11.6,8.45,8.0,0.0,1.0,1388.927,232.0,897.0,6.0,1.0,0.0,0,B
127,1.775033,26,-14.647657,2.29155,0.166955,1.069873,-0.3181,-0.6723,14.438,14.147,23.809408,23.61,0.0,11.090418,-1.252336,2.26515,-43.862447,0.346347,-0.611451,-0.52684,0.045555,0.041613,0.038214,0.09826,156.0,103.0,1800.0,1762.0,501.0,201.0,97.0,130.2,129.9,130.0,130.0,129.9,129.9,112.0,236.9,70.0,110.4,110.5,110.4,110.3,110.2,110.1,110.2,110.1,110.1,110.1,110.1,174.0,60.0,363.8,45.2,41.0,25.3,23.7,20.4,11.4,7.4,2.0,0.0,2.0,1230.602,2101.0,905.0,6.0,1.0,0.0,0,B
128,1.509442,26,-16.49235,2.443377,0.087701,1.238328,-0.3181,-0.6723,14.484,14.002,23.568115,23.68,0.0,13.310184,-1.370303,2.700091,-118.530752,0.389105,-0.496002,0.466874,0.049059,0.041613,0.041688,-0.056855,156.0,65.0,1787.0,1762.0,497.0,201.1,61.0,130.1,129.8,129.8,129.8,129.9,129.8,145.0,162.8,66.7,110.4,110.5,110.3,110.3,110.1,110.2,110.2,110.1,110.1,110.2,110.0,119.0,60.0,205.1,44.8,40.0,28.7,23.5,20.2,7.9,8.54,9.0,0.0,1.0,1600.26,207.0,895.0,6.0,1.0,0.0,0,B
129,1.872849,1,-18.76143,2.108248,0.079461,0.774167,-0.3181,-0.6723,14.598,13.332,23.989665,23.71,0.0,15.466553,-1.756082,2.88876,-202.489106,-0.389105,0.555865,0.531123,0.049059,0.038145,0.045162,0.080957,63.0,131.0,1787.0,1762.0,500.0,201.0,124.0,130.3,130.0,130.1,130.0,130.0,130.0,91.0,62.8,57.1,110.5,110.5,110.4,110.2,110.2,110.2,110.2,110.1,110.1,110.2,110.1,11.0,61.0,75.2,45.5,39.3,26.8,23.4,20.1,12.1,10.39,7.0,1.0,2.0,1729.899,0.0,893.0,6.0,0.0,1.0,0,B
130,1.739732,26,-16.834395,2.72877,0.097346,1.402149,-0.3181,-0.6723,14.492,13.985,23.557536,23.61,0.0,13.248886,-1.23361,2.878384,-101.51367,-0.389105,0.543037,0.51399,0.045555,0.041613,0.038214,0.10135,112.0,131.0,1788.0,1749.0,499.0,200.9,124.0,130.1,129.9,130.0,129.9,129.9,130.0,110.0,162.3,65.0,110.5,110.5,110.3,110.3,110.2,110.2,110.2,110.1,110.1,110.1,110.1,11.0,60.0,77.5,45.1,39.6,28.4,23.4,20.4,11.5,10.39,16.0,1.0,2.0,1466.534,0.0,896.0,6.0,0.0,0.0,0,B
131,1.512296,1,-20.923753,2.360688,0.150316,1.571155,-0.012,-0.177,14.724,12.965,24.014079,23.61,0.0,17.275538,-2.047434,3.057662,-240.405025,0.393381,-0.551589,0.586806,0.052563,0.038145,0.041688,0.121126,83.0,171.0,1788.0,1763.0,504.0,201.0,162.0,130.2,130.0,130.0,130.0,130.0,130.0,91.0,156.9,70.2,110.4,110.6,110.3,110.1,110.2,110.2,110.2,110.1,110.1,110.1,110.0,76.0,60.0,251.0,45.3,39.2,26.2,23.5,20.3,11.6,10.46,1.0,1.0,2.0,1071.677,0.0,903.0,6.0,0.0,0.0,0,B
132,1.515204,2,-20.60391,2.47087,0.215348,1.681337,-0.012,-0.177,14.582,13.494,24.049479,23.61,0.0,16.563666,-1.935097,2.905901,-89.932355,0.389105,-0.551589,0.586806,0.052563,0.041613,0.041688,0.108766,83.0,171.0,1787.0,1760.0,505.0,200.9,162.0,130.2,129.9,129.9,129.9,130.0,130.0,181.0,114.5,65.5,110.4,110.5,110.3,110.2,110.3,110.3,110.1,110.0,110.1,110.1,110.1,77.0,60.0,74.0,45.5,39.6,26.2,23.5,20.1,11.5,10.46,5.0,1.0,2.0,1221.825,0.0,910.0,6.0,0.0,2.0,0,B
133,1.769611,1,-20.127135,2.30406,0.236683,0.947776,-0.3181,-0.6723,14.595,13.188,24.01652,23.7,0.0,16.538716,-1.889999,2.862057,-130.781615,-0.333519,-0.564417,-0.509707,0.045555,0.038145,0.041688,0.080957,63.0,125.0,1798.0,1762.0,503.0,201.0,118.0,130.3,130.1,130.0,129.9,130.0,129.9,112.0,62.3,170.5,110.4,110.5,110.2,110.2,110.2,110.1,110.1,110.0,110.0,110.1,110.1,4.0,60.0,80.6,45.8,39.9,28.1,23.4,20.2,11.6,10.37,1.0,1.0,2.0,1387.836,0.0,910.0,5.9,0.0,0.0,0,B
134,1.390609,3,-20.349723,2.435807,0.193892,1.646274,-0.012,-0.177,14.497,12.935,24.027913,23.61,0.0,16.818933,-1.977108,3.093463,-218.432485,0.380554,-0.551589,0.586806,0.052563,0.038145,0.041688,0.096406,83.0,171.0,1795.0,1762.0,504.0,201.0,162.0,130.3,130.1,130.1,129.9,130.0,130.0,91.0,57.0,65.8,110.4,110.6,110.3,110.3,110.1,110.2,110.2,110.2,110.1,110.2,110.0,77.0,60.0,76.1,44.6,39.8,28.4,23.7,20.2,12.0,10.46,4.0,1.0,1.0,1499.028,0.0,910.0,6.0,0.0,1.0,0,B
135,1.758825,26,-16.234171,2.280167,0.204058,0.921161,-0.3181,-0.6723,14.628,13.275,23.739827,23.62,0.0,12.913833,-1.341941,2.4977,-255.178537,-0.333519,-0.530209,0.496857,0.049059,0.041613,0.048636,0.090845,156.0,124.0,1788.0,1762.0,502.0,201.0,117.0,130.2,129.9,130.0,130.0,129.9,130.0,115.0,162.4,169.6,110.5,110.4,110.2,110.1,110.3,110.3,110.1,110.1,110.1,110.2,110.1,3.0,61.0,191.0,45.2,39.8,28.7,23.7,20.4,11.5,10.39,0.0,1.0,1.0,1440.207,0.0,907.0,6.0,0.0,0.0,0,B
136,1.778341,1,-23.802124,2.427661,0.082599,1.048718,-0.3181,-0.6723,14.477,12.797,24.025065,23.61,0.0,19.83681,-2.237546,3.527757,-156.557337,0.350622,-0.620003,-0.758136,0.052563,0.038145,0.045162,0.097024,63.0,140.0,1788.0,1762.0,502.0,201.0,132.0,130.2,130.0,129.9,130.0,130.0,129.9,90.0,77.2,66.2,110.5,110.6,110.4,110.3,110.1,110.2,110.2,110.1,110.0,110.1,110.1,25.0,60.0,61.9,45.7,40.0,29.0,23.4,20.2,11.5,10.39,10.0,1.0,1.0,1425.243,0.0,910.0,5.9,0.0,0.0,0,B
137,1.72758,26,-14.078544,1.948915,0.108131,0.572577,-0.3181,-0.6723,14.596,14.312,24.014079,23.61,0.0,11.337199,-0.875712,2.614503,1.161769,0.359174,-0.645658,-0.69817,0.045555,0.038145,0.041688,0.099496,185.0,140.0,1788.0,1747.0,501.0,201.0,132.0,130.4,130.0,130.0,130.0,130.0,130.0,113.0,62.7,66.1,110.4,110.4,110.3,110.2,110.3,110.3,110.2,110.1,110.1,110.1,110.0,25.0,61.0,64.6,45.2,39.7,25.3,23.7,20.1,11.5,10.4,11.0,1.0,2.0,1508.723,0.0,910.0,6.0,0.0,0.0,0,B
138,1.529184,1,-15.020676,2.874645,0.182831,1.588557,-0.3181,-0.6723,14.628,12.852,23.973796,23.71,0.0,11.374958,-0.979824,2.779561,-77.367685,0.380554,-0.607175,-0.655338,0.049059,0.041613,0.045162,0.085901,63.0,98.0,1786.0,1762.0,499.0,201.0,92.0,130.4,130.0,130.0,129.9,129.9,129.8,114.0,62.2,175.6,110.3,110.5,110.4,110.3,110.0,110.1,110.3,110.2,110.1,110.1,110.1,156.0,60.0,74.8,45.4,39.0,25.0,23.2,20.5,8.0,6.91,3.0,0.0,2.0,1634.095,1848.0,906.0,5.9,1.0,0.0,0,B
139,1.614385,26,-18.044918,2.059374,0.156215,0.815176,-0.3181,-0.6723,14.58,14.621,24.009603,23.61,0.0,14.627971,-1.651445,2.685976,-219.319575,0.466071,0.534485,-0.603939,0.045555,0.038145,0.05211,0.105676,14.0,140.0,1787.0,1762.0,497.0,201.0,133.0,130.1,129.9,130.0,129.9,130.0,130.0,152.0,236.6,158.8,110.3,110.6,110.3,110.1,110.2,110.2,110.1,110.1,110.2,110.2,110.0,25.0,60.0,249.8,45.6,39.9,28.4,23.7,20.2,7.9,10.39,9.0,1.0,2.0,1461.261,0.0,907.0,6.0,0.0,0.0,0,B
