,311X1,311X7,311X8,311X9,311X10,311X12,311X20,311X21,311X50,311X55,311X63,311X66,311X69,311X76,311X95,311X96,311X97,311X115,311X183,311X184,311X185,311X195,311X199,311X217,311X218,311X219,311X222,311X224,311X225,null_count,TOOL
145,39,867,2.0,79,45.0,10.0,28.0,8,20,66695,3468,252,2,52,119,120,119,0.29,120,120.0,119,3.7e-06,2.9e-07,103.8,109.1,96.1,51.0,492,531,0,E0
146,43,1901,,80,,,,8,20,25949,3265,0,217,77,119,119,118,0.27,119,119.0,119,1.8e-06,1e-10,106.8,111.3,100.5,50.9,476,505,4,E0
147,47,2,869.0,45,79.0,12.0,25.0,8,20,25119,2924,0,123,63,119,119,119,0.26,119,119.0,119,1e-10,1e-10,109.0,113.6,102.6,50.9,466,495,0,E0
148,70,800,802.0,82,82.0,11.0,27.0,8,20,68325,4176,439,2,64,119,120,119,0.32,119,120.0,119,1.8e-06,7.2e-07,104.8,109.7,98.6,51.0,488,518,0,E0
149,47,2,843.0,45,78.0,12.0,25.0,8,20,25098,2914,0,120,60,119,119,119,0.27,119,119.0,119,1e-10,1e-10,108.8,114.0,101.7,50.9,467,499,0,E0
150,39,857,2.0,79,45.0,10.0,28.0,8,20,66687,3465,251,2,52,120,120,119,0.3,120,120.0,120,2.6e-06,4.2e-07,103.6,108.6,95.2,51.0,494,537,0,E0
151,43,1238,3.0,79,45.0,10.0,25.0,8,20,25405,3038,0,157,66,119,119,119,0.26,119,119.0,119,1.3e-06,1e-10,109.0,113.5,102.4,50.9,466,496,0,E0
152,47,3,1239.0,45,79.0,12.0,28.0,8,20,66982,3584,285,2,52,119,120,119,0.33,120,120.0,120,5.5e-07,1e-10,104.1,109.0,97.3,50.9,491,525,0,E0
153,41,1240,3.0,79,45.0,10.0,25.0,8,20,25406,3039,0,157,66,119,119,119,0.26,119,119.0,119,1e-10,1e-10,108.9,113.8,102.2,50.9,467,496,0,E0
154,44,3,1104.0,45,79.0,12.0,27.0,8,20,66875,3535,273,2,27,120,120,119,0.3,120,120.0,120,2.8e-06,1.1e-07,104.3,109.3,96.9,51.0,490,527,0,E0
155,41,1001,2.0,79,45.0,10.0,28.0,8,20,66799,3516,264,2,55,119,120,119,0.31,120,120.0,120,2e-06,4.2e-07,103.8,108.7,96.1,51.0,493,531,0,E0
156,41,42,1810.0,45,82.0,11.0,24.0,8,20,26319,3400,0,258,44,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.9,115.3,104.4,50.6,458,487,0,E0
157,45,1807,42.0,82,45.0,10.0,27.0,8,20,69559,4474,528,2,53,119,120,119,0.32,120,120.0,119,1.1e-06,2.6e-07,106.2,110.9,100.4,51.0,481,509,0,E0
158,47,3,1390.0,45,77.0,12.0,21.0,8,20,25522,3072,0,166,32,119,119,119,0.27,119,119.0,119,1.5e-05,1e-10,110.6,114.9,104.8,50.5,459,485,0,E0
159,47,1818,42.0,82,45.0,10.0,24.0,8,20,26326,3403,0,259,45,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.7,115.3,104.8,50.9,459,485,0,E0
160,43,42,1818.0,45,81.0,11.0,27.0,8,20,69566,4477,529,2,55,120,120,119,0.32,120,120.0,119,1.6e-06,2.4e-06,106.1,110.7,99.9,51.0,482,511,0,E0
161,48,3,1404.0,45,79.0,12.0,24.0,8,20,67111,3624,296,2,31,120,120,119,0.31,120,120.0,120,8.9e-07,2.4e-06,104.4,109.6,98.0,51.0,490,522,0,E0
162,46,1824,42.0,82,45.0,10.0,25.0,8,20,26331,3405,0,260,46,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.5,114.8,103.5,50.9,460,491,0,E0
163,42,762,0.0,79,45.0,10.0,28.0,8,20,70275,4757,601,2,58,120,120,119,0.41,120,120.0,119,1.4e-06,1.9e-07,106.3,110.8,100.4,51.0,481,508,0,E0
164,41,42,1824.0,45,82.0,11.0,25.0,8,20,69571,4479,529,2,56,119,120,119,0.31,120,120.0,119,6.1e-07,3e-07,105.9,110.6,99.5,51.0,483,513,0,E0
165,40,763,0.0,80,45.0,10.0,25.0,8,20,27036,3681,0,334,71,119,119,119,0.29,119,119.0,119,5.4e-07,1e-10,109.9,114.7,104.5,50.9,462,486,0,E0
166,71,65,67.0,54,54.0,11.0,28.0,8,20,26134,3349,0,239,86,119,119,119,0.37,119,119.0,119,1.7e-07,1e-10,108.2,112.9,101.7,50.9,470,499,0,E0
167,44,0,764.0,45,80.0,12.0,28.0,8,20,70276,4758,601,2,58,119,120,119,0.41,120,120.0,120,4.4e-06,2.1e-07,106.7,110.9,101.2,51.0,479,505,0,E0
168,39,770,0.0,80,45.0,10.0,26.0,8,20,27041,3684,0,335,71,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.6,114.5,104.9,50.9,459,483,0,E0
169,45,0,770.0,45,79.0,12.0,28.0,8,20,70281,4760,602,2,58,119,120,119,0.31,120,120.0,120,4.9e-06,1e-10,106.3,111.3,100.7,51.0,481,508,0,E0
170,69,411,413.0,79,79.0,11.0,27.0,8,20,67845,3956,381,2,40,120,120,120,0.31,120,120.0,120,2.8e-06,3.5e-07,104.8,109.8,98.6,51.0,488,518,0,E0
171,45,0,773.0,45,80.0,12.0,25.0,8,20,27042,3684,0,335,71,119,119,119,0.26,119,119.0,119,1.5e-07,2.1e-07,110.3,114.8,104.5,50.9,460,485,0,E0
172,42,15,15.0,45,45.0,10.0,26.0,8,20,67844,3956,381,2,40,119,120,119,0.3,120,120.0,120,6.4e-06,2.1e-06,104.7,109.6,98.4,51.0,488,519,0,E0
173,75,15,15.0,45,45.0,11.0,27.0,8,20,67847,3957,382,2,41,119,120,119,0.3,119,120.0,119,2.1e-06,1.1e-06,104.5,109.7,98.2,51.0,489,520,0,E0
174,68,421,423.0,81,81.0,11.0,27.0,8,20,67857,3962,383,2,44,119,120,119,0.3,120,120.0,120,3.8e-06,2.9e-07,104.8,109.6,98.4,51.0,488,519,0,E0
175,42,15,15.0,45,45.0,10.0,27.0,8,20,67856,3961,383,2,43,119,120,119,0.32,120,120.0,120,1.3e-06,9.8e-07,104.8,109.6,98.4,51.0,488,519,0,E0
176,75,15,15.0,45,45.0,10.0,27.0,8,20,67859,3963,383,2,44,119,120,119,0.34,120,120.0,119,2.6e-06,1.4e-06,104.7,109.7,97.9,51.0,488,522,0,E0
177,46,428,429.0,81,81.0,12.0,27.0,8,20,67866,3966,384,2,46,119,120,119,0.33,120,120.0,119,3.2e-06,6.9e-07,104.3,109.6,96.8,51.0,490,528,0,E0
178,68,430,433.0,81,81.0,11.0,27.0,8,20,67869,3967,384,2,47,119,120,119,0.3,120,120.0,120,1.4e-06,1e-10,104.4,109.6,98.1,51.0,490,521,0,E0
179,42,15,15.0,45,45.0,10.0,27.0,8,20,67868,3967,384,2,47,119,120,119,0.32,120,120.0,119,5.3e-06,4.3e-07,104.6,109.6,98.2,51.0,489,521,0,E0
180,47,0,778.0,45,80.0,12.0,25.0,8,20,27047,3686,0,335,71,119,119,119,0.26,119,119.0,119,3.1e-07,1e-10,110.5,114.8,104.1,50.9,460,489,0,E0
181,41,777,0.0,79,45.0,10.0,28.0,8,20,70287,4763,603,2,58,120,120,119,0.35,120,120.0,119,1.5e-06,1e-10,106.6,111.4,101.1,51.0,479,505,0,E0
182,42,779,0.0,80,45.0,10.0,26.0,8,20,27048,3687,0,335,71,119,119,118,0.28,119,119.0,119,6.8e-06,1e-10,110.3,115.3,105.0,50.9,460,484,0,E0
183,42,42,1810.0,45,82.0,11.0,24.0,8,20,26320,3400,0,259,44,119,119,119,0.29,119,119.0,119,3.5e-07,1e-10,110.9,115.0,104.8,50.7,458,485,0,E0
184,42,42,1817.0,45,82.0,11.0,28.0,8,20,69565,4476,529,2,55,120,120,119,0.3,120,120.0,119,4.9e-06,8.1e-08,106.1,111.1,100.2,51.0,482,510,0,E0
185,47,1821,1824.0,82,82.0,11.0,24.0,8,20,69570,4479,529,2,56,120,120,119,0.3,119,120.0,119,2.3e-06,1e-10,105.8,110.6,98.5,51.0,483,519,0,E0
186,39,936,2.0,78,45.0,10.0,25.0,8,20,25171,2947,0,129,64,119,119,119,0.25,119,119.0,119,5.4e-08,1e-10,109.4,114.1,102.7,50.9,465,494,0,E0
187,46,2,,45,,,,8,20,66760,3498,260,2,54,120,120,119,0.33,120,120.0,120,1.9e-07,1e-10,104.1,109.3,97.3,51.0,491,526,4,E0
188,74,1905,1906.0,81,81.0,12.0,27.0,8,20,25952,3267,0,217,77,119,119,119,0.29,119,119.0,119,1e-10,1e-10,106.5,110.9,100.4,50.9,477,506,0,E0
189,47,5,,45,,,,8,20,25951,3266,0,217,77,119,119,119,0.27,119,119.0,119,2.4e-06,1e-10,106.6,111.1,98.5,50.9,477,516,4,E0
190,63,1924,,82,,,,8,20,25976,3278,0,220,80,119,119,119,0.26,119,119.0,119,1e-10,1e-10,106.7,111.3,100.5,50.9,476,505,4,E0
191,47,5,,45,,,,8,20,25975,3277,0,220,80,119,119,119,0.25,119,119.0,119,1.6e-06,1e-10,106.9,111.5,99.7,50.9,475,510,4,E0
192,44,0,204.0,314,51.0,12.0,25.0,8,20,26594,3480,0,281,67,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.0,114.6,104.1,50.9,462,489,0,E0
193,42,203,0.0,51,314.0,311.0,28.0,8,20,69834,4554,550,2,54,120,120,119,0.31,120,120.0,119,2.5e-06,1.1e-07,106.2,110.2,100.4,51.0,481,509,0,E0
194,41,205,0.0,51,314.0,311.0,25.0,8,20,26595,3481,0,281,67,119,119,119,0.26,119,119.0,119,1.7e-06,1e-10,110.6,114.6,104.6,50.9,459,485,0,E0
195,46,1732,1735.0,76,76.0,12.0,25.0,15,20,20152,4022,1242,0,42,118,119,117,0.27,119,119.0,119,1e-10,1e-10,109.6,114.1,102.4,50.9,463,495,0,N0
196,38,53,53.0,45,45.0,10.0,24.0,13,20,20151,4021,1241,0,42,118,119,118,0.27,118,119.0,118,1.5e-06,1.9e-06,109.6,114.5,102.8,50.9,463,493,0,N0
197,41,826,2.0,77,45.0,10.0,25.0,8,20,25085,2908,0,119,58,119,119,119,0.27,119,119.0,119,1e-10,1e-10,109.1,113.9,100.9,50.9,466,503,0,E0
198,93,1735,1739.0,76,77.0,12.0,26.0,15,20,20154,4023,1242,0,42,119,120,118,0.25,118,119.0,118,1e-10,1e-10,109.5,114.0,102.2,50.9,463,496,0,N0
199,97,1750,1754.0,77,77.0,12.0,26.0,15,20,20162,4026,1243,0,42,118,119,118,0.24,119,119.0,119,1e-10,1e-10,109.0,113.4,102.0,50.9,465,497,0,N0
200,47,2,840.0,45,78.0,12.0,27.0,8,20,66674,3459,250,2,51,120,120,119,0.41,120,120.0,120,1.1e-06,1e-10,104.0,109.2,97.0,51.0,492,527,0,E0
201,96,1753,1758.0,77,77.0,12.0,27.0,15,20,20164,4027,1243,0,43,118,119,117,0.25,119,119.0,119,1e-10,1e-10,108.6,113.0,101.7,50.9,467,498,0,N0
202,97,53,53.0,45,45.0,10.0,26.0,13,20,20163,4027,1243,0,42,118,119,118,0.26,118,119.0,118,1e-10,1e-10,108.7,113.6,101.9,50.9,466,497,0,N0
203,94,53,53.0,45,45.0,10.0,27.0,13,20,20173,4031,1244,0,44,118,119,118,0.24,118,119.0,118,1e-10,1e-10,107.4,112.0,100.7,50.9,472,504,0,N0
204,97,1776,1781.0,77,77.0,12.0,27.0,15,20,20176,4033,1244,0,44,118,119,118,0.24,118,119.0,118,1e-10,1e-10,106.8,110.8,100.2,50.9,475,506,0,N0
205,95,53,53.0,45,45.0,11.0,27.0,13,20,20175,4032,1244,0,44,119,119,118,0.23,118,119.0,118,1e-10,1e-10,106.9,111.7,100.1,50.9,474,506,0,N0
206,42,1788,3.0,79,45.0,10.0,26.0,8,20,25834,3213,0,203,71,119,119,118,0.26,119,119.0,119,1e-10,1e-10,109.3,114.0,103.0,50.9,465,493,0,E0
207,95,0,0.0,45,45.0,11.0,28.0,15,20,17894,3739,1134,0,66,119,120,118,0.4,119,119.0,119,1e-10,1e-10,108.0,113.1,99.9,50.9,470,507,0,N0
208,47,0,416.0,45,77.0,12.0,25.0,8,20,24770,2771,0,83,63,119,119,119,0.26,119,119.0,118,1e-10,1e-10,108.1,112.7,100.8,50.9,470,504,0,E0
209,46,3,1804.0,45,79.0,12.0,27.0,8,20,67423,3766,332,2,57,120,120,119,0.31,120,119.5,120,1.9e-06,1e-10,104.2,109.3,95.2,51.0,491,537,0,E0
210,39,430,,77,,,,8,20,66360,3320,212,2,54,120,120,119,0.29,120,120.0,119,2.1e-06,6.5e-07,103.1,108.6,96.0,51.0,496,532,4,E0
211,46,0,211.0,314,51.0,11.0,28.0,8,20,69840,4557,551,2,55,119,120,119,0.33,120,120.0,120,2.9e-06,2.3e-08,106.0,110.4,100.0,51.0,483,511,0,E0
212,46,0,214.0,314,51.0,12.0,25.0,8,20,26601,3483,0,282,67,119,119,119,0.27,119,119.0,119,1e-10,1e-10,109.7,114.3,101.1,50.9,463,502,0,E0
213,42,217,0.0,51,314.0,311.0,28.0,8,20,69845,4559,551,2,55,120,120,119,0.31,120,120.0,119,2.6e-07,1e-10,106.2,110.9,100.3,51.0,482,509,0,E0
214,47,0,,314,,,,8,20,26606,3486,0,282,68,119,119,119,0.26,119,119.0,119,1e-10,1e-10,109.7,114.2,103.8,50.9,463,490,4,E0
215,40,284,0.0,55,185.0,149.0,28.0,8,20,69898,4584,557,2,57,120,120,119,0.32,120,120.0,119,9.8e-07,6.3e-07,106.3,110.6,100.5,51.0,481,508,0,E0
216,47,0,287.0,184,55.0,11.0,25.0,8,20,26659,3510,0,289,70,119,119,119,0.26,119,119.0,119,1.3e-07,1e-10,110.3,114.5,104.5,50.9,461,487,0,E0
217,43,285,0.0,55,179.0,143.0,25.0,8,20,69899,4584,557,2,57,119,120,119,0.31,120,120.0,120,7.7e-07,8.3e-07,106.1,110.8,100.5,51.0,482,508,0,E0
218,46,0,,314,,,,8,20,26581,3474,0,279,66,119,120,118,0.26,119,119.0,119,1e-10,1e-10,110.1,114.3,103.9,50.9,462,489,4,E0
219,41,187,,51,,,,8,20,69821,4548,548,2,54,120,120,119,0.31,120,120.0,120,1.9e-06,1e-06,106.1,110.8,100.3,51.0,482,509,4,E0
220,45,0,,314,,,,8,20,26582,3475,0,280,66,119,119,119,0.27,119,119.0,119,1e-10,1e-10,109.6,114.3,103.7,50.9,464,489,4,E0
221,39,1696,3.0,79,45.0,10.0,26.0,8,20,25761,3180,0,195,71,119,119,119,0.26,119,119.0,119,1e-10,1e-10,109.3,113.9,102.8,50.9,465,494,0,E0
222,96,0,0.0,45,45.0,11.0,28.0,15,20,17906,3745,1135,0,68,119,120,118,0.27,119,119.0,119,2.3e-06,1e-10,107.8,113.1,99.5,50.9,471,509,0,N0
223,96,0,0.0,45,45.0,11.0,28.0,15,20,17908,3746,1136,0,69,118,119,118,0.24,119,119.0,119,1e-10,1e-10,107.9,113.1,99.5,50.9,470,509,0,N0
224,96,1536,1541.0,78,78.0,11.0,28.0,13,20,17907,3745,1136,0,69,118,119,117,0.24,118,119.0,118,1e-10,1e-10,107.9,113.4,99.9,50.9,470,507,0,N0
225,40,267,0.0,55,242.0,215.0,26.0,8,20,26644,3503,0,287,69,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.5,115.0,104.6,50.9,460,485,0,E0
226,45,0,,313,,,,8,20,26573,3471,0,278,65,119,120,119,0.27,119,119.0,119,1.3e-06,1e-10,110.0,114.3,102.6,50.9,462,494,4,E0
227,46,0,201.0,314,51.0,12.0,27.0,8,20,69832,4554,550,2,54,120,120,119,0.32,120,120.0,120,2.2e-06,1e-10,106.0,110.4,99.9,51.0,482,511,0,E0
228,42,177,,51,,,,8,20,69813,4545,547,2,53,120,120,119,0.32,119,120.0,119,4.6e-06,3.3e-07,106.0,110.8,99.8,51.0,482,512,4,E0
229,46,0,204.0,314,51.0,11.0,25.0,8,20,26593,3480,0,281,67,119,119,119,0.29,119,119.0,119,1e-10,1e-10,109.8,114.3,101.4,50.9,463,501,0,E0
230,45,0,,313,,,,8,20,69816,4546,548,2,53,119,120,119,0.31,120,120.0,120,8.4e-07,1e-10,105.8,110.3,98.7,50.9,483,517,4,E0
231,41,202,,51,,,,8,20,69833,4554,550,2,54,119,120,119,0.32,120,120.0,120,2.1e-06,9.7e-07,105.9,110.9,100.1,51.0,483,510,4,E0
232,46,0,533.0,45,79.0,12.0,27.0,8,20,70093,4673,580,2,58,120,120,119,0.33,120,120.0,119,1.2e-06,1.4e-07,106.1,110.6,99.9,51.0,482,511,0,E0
233,44,0,535.0,45,79.0,12.0,25.0,8,20,26854,3599,0,312,71,119,119,119,0.27,119,119.0,119,8.2e-07,1e-10,110.3,115.0,104.4,50.9,461,487,0,E0
234,40,15,15.0,45,45.0,10.0,27.0,8,20,69442,4425,515,2,77,120,120,119,0.34,120,120.0,120,5.3e-06,2.2e-06,104.9,109.7,97.7,51.0,488,523,0,E0
235,40,533,0.0,79,45.0,10.0,28.0,8,20,70094,4674,580,2,58,120,120,119,0.33,119,120.0,119,1.7e-06,1e-10,106.3,110.8,100.6,51.0,481,508,0,E0
236,47,1586,1587.0,82,83.0,11.0,28.0,8,20,69448,4427,515,2,77,120,120,119,0.31,120,120.0,120,9e-07,1e-10,105.1,109.6,98.7,51.0,487,517,0,E0
237,38,547,0.0,79,45.0,10.0,26.0,8,20,26864,3603,0,314,71,119,119,119,0.26,119,119.0,119,1e-10,1e-10,109.8,114.9,104.3,50.9,463,487,0,E0
238,46,0,547.0,45,79.0,12.0,28.0,8,20,70104,4679,581,2,58,119,120,119,0.32,120,120.0,120,3.4e-06,1.2e-06,106.4,110.5,100.6,51.0,481,508,0,E0
239,39,547,0.0,79,45.0,10.0,26.0,8,20,26865,3604,0,314,71,119,119,119,0.29,119,119.0,119,1e-10,1e-10,110.4,114.5,104.3,50.9,460,486,0,E0
240,41,834,2.0,78,45.0,10.0,25.0,8,20,25092,2911,0,120,59,119,119,119,0.26,119,119.0,119,1e-10,1e-10,108.8,113.9,102.2,50.9,467,496,0,E0
241,44,2,835.0,45,78.0,12.0,28.0,8,20,66669,3456,249,2,51,120,120,119,0.3,120,120.0,119,2.9e-06,1.1e-06,104.0,109.3,96.6,51.0,492,529,0,E0
242,43,836,2.0,78,45.0,10.0,25.0,8,20,25093,2912,0,120,59,119,120,119,0.26,119,119.0,119,1e-10,1e-10,109.1,113.8,102.1,50.9,466,498,0,E0
243,47,0,252.0,309,52.0,12.0,28.0,8,20,69872,4572,554,2,56,119,120,119,0.31,120,120.0,119,5.7e-06,7.7e-07,106.0,110.4,99.0,51.0,482,516,0,E0
244,39,253,0.0,52,299.0,281.0,26.0,8,20,26633,3498,0,286,69,119,120,119,0.26,119,119.0,119,1e-10,1e-10,110.1,114.6,102.3,50.9,462,497,0,E0
245,45,2,,45,,,,8,20,25094,2912,0,120,59,119,119,119,0.26,119,119.0,119,1e-10,1e-10,108.8,113.9,101.4,50.9,467,501,4,E0
246,47,0,253.0,305,52.0,11.0,27.0,8,20,69873,4572,554,2,56,119,120,119,0.31,120,120.0,119,4.8e-06,4.9e-07,106.2,110.8,100.4,51.0,481,509,0,E0
247,42,837,2.0,78,45.0,10.0,28.0,8,20,66671,3457,249,2,51,120,120,119,0.29,120,120.0,119,2.8e-06,8.3e-07,103.7,109.0,97.0,50.9,493,526,0,E0
248,46,0,,278,,,,8,20,26638,3500,0,286,69,119,119,119,0.26,119,119.0,119,1e-10,1e-10,109.6,114.6,104.0,50.9,463,489,4,E0
249,42,259,0.0,54,275.0,253.0,28.0,8,20,69878,4575,555,2,56,120,120,119,0.33,120,120.0,119,1.4e-06,3e-08,106.1,110.4,99.7,51.0,482,512,0,E0
250,46,0,262.0,274,54.0,12.0,25.0,8,20,26639,3501,0,286,69,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.4,114.6,104.3,50.9,460,487,0,E0
251,41,1881,,80,,,,8,20,25925,3255,0,214,74,119,119,119,0.26,119,119.0,119,1e-10,1e-10,106.8,111.2,100.7,50.9,476,504,4,E0
252,46,0,268.0,250,55.0,11.0,28.0,8,20,69884,4577,556,2,56,120,120,119,0.31,119,120.0,119,1.7e-06,1e-10,106.1,110.5,100.2,51.0,482,510,0,E0
253,40,269,0.0,55,241.0,213.0,26.0,8,20,26645,3503,0,287,69,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.2,114.5,103.1,50.9,461,493,0,E0
254,72,1883,,80,,,,8,20,25928,3256,0,215,75,119,119,119,0.26,119,119.0,119,1e-10,1e-10,106.4,111.0,100.5,50.9,477,506,4,E0
255,47,5,,45,,,,8,20,25927,3255,0,214,75,119,119,119,0.26,119,119.0,119,1e-10,1e-10,106.5,111.3,97.8,50.9,477,519,4,E0
256,70,5,,45,,,,8,20,25930,3257,0,215,75,119,119,119,0.26,119,119.0,119,1e-10,1e-10,106.5,110.9,100.5,50.9,477,505,4,E0
257,43,1884,,80,,,,8,20,25929,3256,0,215,75,119,119,119,0.26,119,119.0,119,1e-10,1e-10,106.6,110.9,100.8,50.9,477,504,4,E0
258,40,680,0.0,79,45.0,10.0,28.0,8,20,70210,4727,594,2,58,119,120,119,0.33,119,120.0,119,3.3e-07,1e-10,106.6,110.7,101.0,51.0,480,506,0,E0
259,47,1737,40.0,81,45.0,10.0,26.0,8,20,69495,4449,521,2,42,120,120,119,0.3,120,120.0,120,1.4e-06,1e-10,106.3,111.3,100.7,51.0,481,507,0,E0
260,44,0,682.0,45,79.0,12.0,25.0,8,20,26971,3652,0,326,71,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.5,114.7,103.7,50.9,460,490,0,E0
261,46,66,68.0,54,54.0,11.0,28.0,8,20,26135,3349,0,239,86,119,120,119,0.27,119,119.0,118,1e-10,1e-10,108.2,112.9,101.0,50.9,470,503,0,E0
262,74,76,77.0,54,54.0,11.0,28.0,8,20,26146,3354,0,240,86,119,119,119,0.26,119,119.0,119,5.5e-07,1e-10,108.2,112.7,101.6,50.9,470,499,0,E0
263,41,681,0.0,79,45.0,10.0,28.0,8,20,70211,4728,594,2,58,120,120,119,0.32,120,120.0,119,2.6e-06,1e-10,106.2,111.2,100.9,51.0,481,506,0,E0
264,97,53,53.0,45,45.0,10.0,27.0,13,20,20659,4141,1277,0,57,118,119,118,0.24,118,119.0,118,1e-10,1e-10,108.6,113.6,101.4,50.9,467,500,0,N0
265,95,2505,2510.0,77,77.0,12.0,27.0,15,20,20658,4140,1277,0,57,118,119,118,0.26,119,119.0,119,2.3e-06,1e-10,108.7,113.4,101.0,50.9,467,502,0,N0
266,96,53,53.0,45,45.0,10.0,28.0,13,20,20673,4147,1279,0,59,119,119,119,0.25,118,119.0,118,5.4e-08,1e-10,108.2,113.2,100.8,50.9,469,502,0,N0
267,93,2532,2537.0,77,78.0,12.0,28.0,15,20,20672,4147,1278,0,59,119,119,119,0.25,119,119.0,119,1e-10,1e-10,108.2,112.7,100.8,50.9,469,502,0,N0
268,112,53,2553.0,45,77.0,12.0,29.0,13,20,20683,4152,1280,0,61,119,119,119,0.24,118,119.0,118,1e-10,1e-10,107.7,112.7,100.4,50.9,471,504,0,N0
269,96,2551,53.0,78,45.0,10.0,29.0,15,20,20682,4151,1280,0,61,119,119,118,0.24,119,119.0,119,1e-10,1e-10,107.9,112.5,100.6,50.9,470,504,0,N0
270,46,3,1188.0,45,79.0,12.0,28.0,8,20,66942,3566,280,2,46,119,120,119,0.3,120,120.0,119,1e-06,2.8e-07,103.7,109.1,94.5,51.0,493,541,0,E0
271,44,2,639.0,45,78.0,12.0,24.0,8,20,24942,2848,0,103,49,119,119,118,0.27,119,119.0,119,1e-10,1e-10,108.6,113.7,100.6,50.9,468,505,0,E0
272,41,653,2.0,78,45.0,10.0,28.0,8,20,66531,3398,233,2,44,120,120,119,0.29,119,119.0,119,2e-06,1e-10,104.0,109.1,96.9,51.0,492,527,0,E0
273,58,1511,1515.0,78,78.0,12.0,28.0,13,20,17893,3739,1134,0,65,119,119,118,0.25,118,119.0,118,1e-10,1e-10,107.8,113.4,100.1,50.9,470,506,0,N0
274,97,1514,1519.0,78,78.0,11.0,28.0,13,20,17895,3740,1134,0,66,118,119,118,0.24,119,119.0,119,1e-10,1e-10,107.8,113.3,99.8,50.9,471,508,0,N0
275,46,53,53.0,45,45.0,10.0,25.0,13,20,20633,4129,1274,0,55,118,120,118,0.24,118,119.0,118,1e-10,1e-10,109.7,114.9,102.5,50.9,462,494,0,N0
276,39,2460,2463.0,76,76.0,12.0,24.0,15,20,20632,4128,1274,0,55,118,119,118,0.26,119,119.0,119,1e-10,6.4e-07,109.7,114.3,102.1,50.9,462,496,0,N0
277,94,53,53.0,45,45.0,10.0,26.0,13,20,20635,4130,1274,0,55,118,119,118,0.24,119,119.0,119,1e-10,1e-10,109.6,114.6,102.4,50.9,463,494,0,N0
278,41,875,2.0,79,45.0,10.0,26.0,8,20,25124,2926,0,124,63,119,119,118,0.27,119,119.0,119,1e-10,1e-10,108.5,113.6,101.9,50.9,468,498,0,E0
279,48,2,,45,,,,8,20,66713,3476,254,2,54,119,120,119,0.27,120,120.0,120,4.2e-06,6.6e-07,103.6,108.7,96.5,51.0,494,530,4,E0
280,44,1586,1589.0,73,74.0,12.0,24.0,15,20,20048,4004,1236,0,42,118,119,118,0.26,119,119.0,119,1e-10,1e-10,109.6,114.1,102.6,50.9,463,494,0,N0
281,39,745,0.0,79,45.0,10.0,28.0,8,20,70262,4751,600,2,58,120,120,119,0.31,120,120.0,119,2.3e-06,2.6e-06,106.6,110.6,100.9,51.0,480,507,0,E0
282,39,53,53.0,45,45.0,10.0,24.0,13,20,20047,4003,1236,0,42,118,120,118,0.28,119,119.0,119,1e-10,1e-10,109.6,114.6,102.6,50.9,462,494,0,N0
283,45,0,748.0,45,79.0,12.0,25.0,8,20,27023,3675,0,332,71,119,119,119,0.28,119,119.0,119,1e-10,1e-10,110.3,114.7,102.4,50.9,461,496,0,E0
284,95,53,53.0,45,45.0,10.0,26.0,13,20,20055,4007,1237,0,42,118,120,118,0.28,119,119.0,119,1e-10,1e-10,109.1,114.0,102.4,50.9,465,495,0,N0
285,40,747,0.0,79,45.0,10.0,28.0,8,20,70263,4752,600,2,58,120,120,119,0.33,120,120.0,120,1e-10,1e-10,106.7,111.3,101.1,51.0,479,506,0,E0
286,95,53,53.0,45,45.0,10.0,26.0,13,20,20057,4008,1237,0,42,118,119,118,0.25,118,119.0,118,1e-10,1e-10,108.8,113.5,102.0,50.9,466,497,0,N0
287,43,752,0.0,80,45.0,10.0,28.0,8,20,70267,4753,600,2,58,120,120,119,0.32,120,120.0,120,3.9e-06,4.7e-07,106.3,111.3,101.0,51.0,481,506,0,E0
288,113,1630,53.0,76,45.0,10.0,28.0,15,20,20072,4015,1239,0,45,118,119,118,0.23,118,119.0,118,1e-10,1e-10,105.8,109.9,99.2,50.9,479,511,0,N0
289,41,753,0.0,79,45.0,10.0,25.0,8,20,27028,3678,0,333,71,119,119,119,0.28,119,119.0,119,5.5e-07,1e-10,109.9,114.8,104.5,50.9,462,486,0,E0
290,94,53,1630.0,45,76.0,12.0,29.0,13,20,20071,4014,1238,0,44,118,119,118,0.23,118,119.0,117,4.7e-07,1e-10,106.0,110.6,99.5,50.9,479,509,0,N0
291,46,0,754.0,45,79.0,12.0,28.0,8,20,70268,4754,600,2,58,120,120,119,0.31,120,120.0,119,7.6e-06,1e-10,106.5,110.8,99.7,51.0,480,512,0,E0
292,46,0,763.0,45,79.0,12.0,25.0,8,20,27034,3680,0,334,71,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.4,115.0,104.8,50.9,460,485,0,E0
