,330X2,330X21,330X25,330X31,330X41,330X42,330X48,330X49,330X51,330X52,330X81,330X94,330X100,330X101,330X102,330X104,330X106,330X107,330X108,330X119,330X120,330X121,330X135,330X140,330X141,330X142,330X167,330X179,330X185,330X188,330X190,330X191,330X195,330X197,330X207,330X208,330X214,330X218,330X224,330X236,330X244,330X248,330X258,330X266,330X267,330X274,330X277,330X288,330X296,330X297,330X298,330X302,330X303,330X315,330X321,330X364,330X384,330X385,330X393,330X394,330X395,330X421,330X422,330X441,330X452,330X458,330X460,330X461,330X462,330X468,330X471,330X472,330X481,330X482,330X488,330X498,330X511,330X512,330X516,330X527,330X538,330X539,330X547,330X548,330X552,330X553,330X554,330X555,330X559,330X561,330X562,330X566,330X568,330X569,330X573,330X574,330X575,330X576,330X580,330X582,330X595,330X603,330X604,330X608,330X610,330X611,330X615,330X643,330X670,330X673,330X689,330X690,330X700,330X713,330X798,330X878,330X899,330X909,330X912,330X932,330X952,330X972,330X1053,330X1077,330X1129,330X1174,330X1202,330X1207,330X1214,330X1226,TOOL
153,84.7,4.42,198.2,98.367,43.7,0.42,39.9,0.41,43.3,0.67,99.298,121.6,4.48,0.34,85.79,82.65,99.4,97.96,95.82,4.42,100.72,99.277,99.443,95.43,100.59,99.167,4.39,97.82,95.85,84.57,88.93,87.683,85.74,98.76,97.92,96.507,94.63,95.167,93.37,4.28,93.92,96.077,96.353,92.32,97.65,94.39,97.73,96.547,93.11,89.87,88.647,86.7,4.66,96.937,95.1,97.99,98.32,96.94,40.0,98.35,97.01,98.77,97.373,99.94,99.557,97.5,8.0,102.84,101.43,99.4,102.43,101.0,103.33,101.81,99.58,99.5,94.88,93.557,91.51,3.3,100.47,98.877,99.45,97.97,95.63,5.65,97.98,96.497,94.17,96.06,94.533,92.15,93.45,91.977,89.63,95.1,90.51,89.053,86.72,87.81,4.34,97.71,96.34,94.39,98.68,97.233,95.26,129,96.74,4.68,0.00023,92.97,94.8,4.38,9e-05,194407,1.68,162.4,18.88,20.18,50.52,48.37,1,7.967,5.55,12.72,22.22,22.22,124.0,12.6,B
154,85.6,4.37,198.1,97.248,44.0,0.43,39.9,0.43,43.733,0.68,97.764,120.8,4.48,0.35,87.7,87.12,99.47,98.78,98.11,4.47,100.43,99.7,99.577,96.0,99.82,99.17,4.4,97.477,96.72,87.443,90.93,90.517,90.12,97.64,96.87,96.22,95.52,94.853,94.17,4.23,94.73,95.757,95.96,91.78,96.53,95.22,96.53,95.973,92.97,91.44,91.017,90.6,4.69,96.143,95.47,95.94,95.75,94.94,39.8,95.67,94.87,95.75,94.893,96.8,96.91,95.98,7.9,99.6,98.72,97.82,99.29,98.397,100.48,99.54,98.66,98.91,96.15,95.577,95.07,3.327,99.7,98.897,99.33,98.567,97.86,5.6,98.37,97.643,96.98,96.97,96.22,95.51,94.85,94.167,93.56,95.3,92.2,91.617,91.1,89.82,4.38,98.63,98.003,97.34,99.28,98.587,97.89,131,97.44,4.72,0.00015,92.68,95.25,4.39,8.5e-05,85453,1.68,162.3,18.86,20.17,50.49,48.34,2,7.963,5.57,12.7,22.18,22.19,122.0,12.58,B
155,86.0,4.37,197.7,97.442,43.9,0.43,39.9,0.43,43.7,0.69,97.924,120.9,4.47,0.35,88.73,87.9,100.1,99.267,98.47,4.48,100.91,100.053,99.803,96.06,100.13,99.383,4.4,97.437,96.55,88.337,91.85,91.397,90.97,97.7,96.91,96.203,95.33,94.833,93.99,4.22,94.53,95.737,95.883,91.65,96.5,94.95,96.46,95.787,92.91,92.3,91.777,91.27,4.71,95.907,95.05,95.66,95.41,94.627,39.8,95.24,94.45,95.25,94.427,96.24,96.353,95.45,7.9,99.04,98.17,97.22,98.79,97.903,99.96,99.083,98.18,98.5,96.81,96.24,95.68,3.321,99.85,99.093,99.66,98.943,98.24,5.58,98.85,98.203,97.56,97.53,96.923,96.38,95.54,95.0,94.54,95.35,93.18,92.647,92.19,90.81,4.38,99.31,98.63,97.92,99.84,99.123,98.37,131,97.6,4.73,0.00015,92.6,95.29,4.39,8.4e-05,73958,1.66,162.0,18.82,20.13,50.36,48.22,2,7.963,5.58,12.68,22.12,22.13,122.2,12.56,B
156,85.4,4.42,198.4,97.303,39.4,0.4,39.9,0.39,38.875,0.66,99.358,135.3,4.29,0.33,85.5,84.53,97.23,96.3,95.33,4.37,98.28,97.475,97.792,93.08,98.36,97.51,4.4,96.92,95.94,84.965,88.78,88.102,87.6,97.48,97.04,96.23,95.3,94.662,93.81,4.24,94.81,96.49,97.095,89.66,98.2,96.59,98.57,98.28,90.46,88.76,88.165,87.72,4.74,98.803,97.98,98.43,97.79,96.953,40.4,97.52,96.692,97.36,96.425,97.94,97.808,96.77,8.0,100.23,99.34,98.34,99.65,98.76,100.55,99.51,98.54,98.44,93.29,92.51,91.94,3.353,97.79,96.892,97.01,96.18,95.32,5.99,95.75,94.983,94.21,94.12,93.18,92.16,91.7,90.84,89.88,90.54,88.94,88.167,87.33,86.58,4.22,95.9,95.09,94.34,96.66,95.813,94.98,155,95.42,4.79,0.0001,90.52,92.71,4.36,7.3e-05,64642,1.68,162.6,18.9,20.22,50.58,48.42,1,7.968,5.52,12.74,22.26,22.26,140.2,12.62,B
157,85.3,4.42,198.4,96.932,39.3,0.4,39.9,0.39,38.975,0.66,97.616,135.7,4.29,0.33,85.46,84.3,97.12,96.132,95.07,4.37,98.41,97.37,97.693,93.08,98.48,97.448,4.41,96.83,95.64,84.81,88.79,88.073,87.47,97.68,97.18,96.16,95.07,94.567,93.53,4.24,94.23,96.297,96.915,89.66,98.32,96.0,98.72,98.093,90.48,88.75,88.005,87.37,4.74,98.573,97.34,98.6,97.78,96.76,40.4,97.56,96.498,97.29,96.193,97.92,97.59,96.24,8.0,100.3,99.153,97.76,99.69,98.552,100.6,99.417,97.99,97.84,93.24,92.405,91.57,3.352,97.82,96.785,97.06,96.052,94.79,5.99,95.83,94.867,93.69,94.1,93.162,92.0,91.66,90.78,89.7,90.54,88.91,88.137,87.24,86.59,4.22,95.84,94.93,94.09,96.56,95.655,94.72,155,95.42,4.79,9.3e-05,90.51,92.71,4.36,7.1e-05,64642,1.68,162.6,18.9,20.22,50.57,48.42,2,7.963,5.52,12.74,22.26,22.26,137.7,12.62,B
158,125.8,5.21,198.3,97.246,44.4,0.37,39.9,0.37,43.767,1.11,98.906,119.6,4.76,0.0,88.32,87.17,98.1,97.33,96.38,4.66,97.54,96.747,96.147,85.86,96.36,95.577,4.51,94.017,93.1,87.64,96.61,95.847,95.18,94.11,92.44,91.61,90.73,92.93,92.0,4.99,94.18,95.84,96.453,81.56,97.86,95.98,98.17,98.853,84.82,94.73,94.067,93.43,4.7,99.757,98.85,102.09,100.98,100.003,52.6,99.43,98.453,97.57,96.58,97.49,95.71,94.94,12.1,96.04,95.067,94.2,94.5,93.55,94.87,93.94,93.07,92.52,99.09,98.357,97.54,3.162,93.69,92.883,94.96,94.207,93.55,5.65,95.62,94.897,94.25,96.08,95.367,94.65,95.99,95.313,94.66,86.59,95.21,94.59,93.95,92.89,4.49,99.51,98.75,97.93,99.04,98.32,97.48,131,86.07,4.9,0.00017,82.86,81.23,4.04,6.7e-05,45357,1.69,163.1,18.98,20.01,49.86,48.07,1,8.0,5.3,12.87,22.69,22.7,123.5,0.17,C
159,85.7,4.42,198.4,97.67,39.3,0.4,39.9,0.4,38.65,0.66,100.324,135.4,4.29,0.33,85.68,84.33,97.45,96.505,95.35,4.37,98.85,97.852,98.16,93.11,98.94,97.817,4.41,97.19,96.06,84.985,88.93,88.183,87.51,98.04,97.43,96.44,95.37,94.86,93.88,4.25,94.93,96.718,97.335,89.69,98.51,96.62,98.89,98.458,90.49,88.94,88.33,87.69,4.74,99.017,98.09,98.76,98.13,97.233,40.4,97.9,96.995,97.63,96.685,98.17,98.02,96.97,8.0,100.57,99.573,98.54,99.99,98.985,100.76,99.797,98.74,98.54,93.4,92.722,91.89,3.363,98.1,97.125,97.27,96.373,95.42,5.99,95.98,95.14,94.24,94.22,93.43,92.55,91.85,91.08,90.29,90.53,89.17,88.41,87.64,86.77,4.22,96.13,95.287,94.32,96.93,96.045,95.01,154,95.43,4.79,0.00027,90.52,92.75,4.36,8.1e-05,73201,1.68,162.6,18.9,20.22,50.57,48.42,1,7.967,5.52,12.74,22.26,22.26,141.5,12.62,B
160,85.7,4.42,198.4,97.25,39.2,0.4,39.9,0.4,38.825,0.66,98.042,135.9,4.29,0.33,85.57,84.51,97.41,96.398,95.36,4.37,98.74,97.707,98.04,93.11,98.86,97.815,4.4,97.083,95.73,84.968,88.93,88.243,87.68,98.06,97.48,96.375,95.15,94.782,93.61,4.25,94.6,96.585,97.21,89.68,98.45,96.33,98.84,98.368,90.49,88.92,88.223,87.65,4.74,98.92,97.86,98.62,98.05,97.103,40.4,97.76,96.847,97.44,96.525,98.11,97.863,96.6,8.0,100.37,99.388,98.09,99.8,98.803,100.63,99.64,98.27,98.14,93.45,92.625,91.87,3.368,97.94,96.998,97.16,96.24,95.06,5.99,95.87,95.01,93.89,94.17,93.33,92.25,91.74,90.935,89.91,90.53,89.01,88.287,87.46,86.69,4.22,96.06,95.18,94.31,96.9,95.94,94.94,155,95.43,4.79,0.00015,90.53,92.75,4.36,7.8e-05,73201,1.68,162.6,18.9,20.22,50.57,48.42,2,7.965,5.52,12.74,22.25,22.26,138.3,12.62,B
161,126.3,5.21,198.3,97.142,44.3,0.37,39.9,0.37,43.833,1.12,97.78,120.2,4.76,0.0,88.11,87.26,98.45,97.637,96.62,4.66,98.06,97.163,96.623,85.86,96.97,96.03,4.5,94.547,93.4,87.667,96.25,95.927,95.55,94.78,93.02,92.087,90.97,93.453,92.31,4.99,94.49,96.393,97.017,81.56,98.41,96.43,98.74,99.487,84.85,94.77,94.17,93.72,4.7,100.37,99.15,102.61,101.38,100.53,52.5,99.94,99.093,98.01,97.25,97.94,96.22,95.21,12.1,96.27,95.593,94.67,94.69,94.067,95.16,94.543,93.64,93.01,99.21,98.647,98.14,3.127,94.15,93.57,95.68,95.053,94.24,5.64,96.44,95.793,95.0,97.1,96.497,95.69,97.12,96.52,95.8,86.47,96.13,95.627,95.03,93.93,4.48,99.66,98.973,98.22,99.34,98.657,97.87,131,86.07,4.9,5.8e-05,82.84,81.23,4.04,4.4e-05,60106,1.69,163.1,18.99,20.01,49.88,48.09,2,8.0,5.29,12.88,22.71,22.72,122.1,0.16,C
162,85.6,4.42,198.4,97.655,39.2,0.4,39.9,0.4,38.7,0.66,100.238,135.6,4.29,0.33,85.43,84.24,97.32,96.43,95.35,4.37,98.66,97.655,98.02,93.11,98.83,97.745,4.41,97.173,96.14,84.82,88.72,88.03,87.44,97.92,97.42,96.428,95.42,94.855,93.96,4.24,94.94,96.677,97.288,89.68,98.61,96.73,98.99,98.475,90.49,88.66,88.09,87.45,4.74,99.053,98.14,98.84,98.19,97.245,40.4,97.97,97.0,97.72,96.727,98.34,98.078,97.01,8.0,100.66,99.613,98.54,100.02,99.017,100.88,99.847,98.84,98.7,93.27,92.56,91.83,3.368,98.13,97.085,97.3,96.29,95.42,5.99,96.01,95.047,94.21,94.28,93.352,92.54,91.8,90.983,90.29,90.53,89.17,88.333,87.61,86.75,4.22,95.98,95.178,94.3,96.73,95.918,95.01,154,95.43,4.79,0.00026,90.53,92.76,4.36,8.1e-05,80417,1.68,162.6,18.9,20.22,50.57,48.42,1,7.967,5.52,12.74,22.26,22.26,141.4,12.62,B
163,87.4,4.25,200.1,99.671,38.5,0.44,39.8,0.4,37.9,0.44,100.732,138.5,3.81,0.26,92.48,84.97,103.28,100.685,94.18,4.44,104.07,101.42,102.093,93.88,103.61,100.993,4.36,97.23,91.17,90.37,94.73,92.48,86.93,99.39,99.57,97.112,91.18,95.845,89.9,4.11,91.44,98.028,97.703,90.07,99.32,90.96,100.51,98.328,86.98,96.89,94.567,88.84,4.58,97.963,91.95,101.97,103.05,100.488,80.9,103.47,100.85,103.46,100.833,102.12,97.873,92.06,8.9,100.23,97.843,92.33,99.83,97.465,101.04,98.765,93.46,95.43,101.36,98.915,92.95,2.4,99.92,97.733,98.99,96.793,91.43,5.28,97.62,95.42,90.08,95.35,93.197,87.98,92.09,90.032,84.94,90.9,88.26,86.345,81.39,82.45,4.11,104.25,101.71,95.6,103.75,101.218,95.16,151,94.66,4.82,0.00014,91.25,93.97,4.5,9.6e-05,74459,1.71,158.1,18.41,19.66,50.54,48.76,1,7.992,5.16,12.9,22.44,22.45,142.1,0.14,A
164,85.7,4.42,198.4,97.157,39.1,0.4,39.9,0.4,38.8,0.66,97.942,135.9,4.29,0.33,85.52,83.88,97.44,96.367,94.79,4.37,98.86,97.718,98.017,93.11,99.0,97.765,4.4,97.17,95.73,84.77,88.91,88.082,87.05,98.04,97.52,96.37,95.04,94.762,93.48,4.24,94.5,96.548,97.185,89.68,98.53,96.3,98.93,98.373,90.49,88.87,88.028,87.06,4.74,98.935,97.67,98.82,98.13,97.14,40.4,97.88,96.837,97.63,96.502,98.28,97.907,96.45,8.0,100.59,99.433,97.98,99.96,98.83,100.88,99.637,98.13,98.01,93.45,92.485,91.27,3.371,97.92,96.892,97.25,96.175,94.9,5.99,95.93,94.948,93.74,94.21,93.195,92.06,91.83,90.815,89.74,90.53,88.99,88.165,87.19,86.68,4.22,96.08,95.095,93.74,96.94,95.875,94.47,155,95.43,4.79,0.00015,90.53,92.76,4.36,7.8e-05,80417,1.68,162.6,18.91,20.22,50.57,48.42,2,7.967,5.52,12.74,22.26,22.26,138.2,12.62,B
165,87.8,4.28,200.0,100.508,37.9,0.45,39.825,0.44,37.6,0.44,101.216,140.7,3.84,0.27,92.37,91.37,103.17,102.263,100.86,4.44,103.94,103.03,103.67,93.88,103.5,102.57,4.36,98.667,97.57,91.82,94.62,93.96,93.37,99.25,99.46,98.522,97.44,97.282,96.25,4.11,98.05,99.627,99.315,90.07,99.36,97.42,100.62,99.887,86.99,96.75,96.047,95.35,4.58,99.48,98.5,101.95,103.02,102.068,80.9,103.41,102.49,103.46,102.518,102.18,99.435,98.42,8.9,100.28,99.297,98.24,99.82,98.882,101.14,100.132,99.01,100.97,101.19,100.345,99.31,2.404,99.98,99.063,99.05,98.19,97.29,5.28,97.57,96.793,95.94,95.37,94.585,93.79,92.09,91.41,90.73,90.9,88.31,87.663,87.11,82.47,4.11,104.1,103.165,102.06,103.6,102.658,101.57,150,94.66,4.85,0.00013,91.25,93.97,4.53,9.3e-05,74459,1.71,158.1,18.41,19.66,50.54,48.75,2,7.99,5.17,12.89,22.44,22.45,142.8,0.14,A
166,85.7,4.41,198.1,98.921,43.9,0.41,39.9,0.38,43.033,0.67,100.12,121.1,4.3,0.32,89.01,82.28,100.94,98.73,94.25,4.4,101.98,99.727,99.747,94.8,101.52,99.21,4.39,97.997,93.74,86.753,92.32,89.97,85.28,99.92,99.06,96.86,92.69,95.747,91.62,4.27,92.45,96.957,97.307,91.75,99.5,93.07,99.78,97.713,92.53,92.69,90.353,85.77,4.71,98.123,93.87,99.79,99.66,97.27,40.0,99.54,97.02,99.72,97.257,100.79,99.363,95.0,8.0,103.59,101.12,96.71,103.12,100.733,104.03,101.577,97.17,97.08,97.4,94.973,90.32,3.312,101.52,98.87,100.75,98.02,93.0,6.04,99.36,96.673,91.62,97.48,94.767,89.69,94.95,92.277,87.24,94.21,91.88,89.363,84.37,89.47,4.32,99.91,97.637,93.14,100.58,98.31,93.9,129,96.66,4.71,0.00016,92.53,94.47,4.36,8.3e-05,155516,1.65,162.4,18.54,19.82,49.18,47.2,1,7.97,5.57,12.69,21.49,21.84,125.0,12.47,B
167,86.6,4.26,200.1,98.961,38.4,0.44,39.8,0.42,38.175,0.43,99.74,138.9,3.82,0.27,91.37,86.0,101.93,100.103,95.57,4.43,102.64,100.818,101.485,93.83,102.27,100.337,4.35,96.7,92.75,89.708,93.45,91.813,88.0,98.16,98.42,96.612,92.74,95.317,91.45,4.1,93.04,97.625,97.29,90.03,98.3,92.6,99.47,97.928,86.94,95.73,94.032,90.03,4.58,97.537,93.56,100.79,101.81,99.955,80.9,102.22,100.287,102.28,100.38,101.01,97.438,93.64,8.9,99.21,97.453,93.88,98.78,97.06,100.08,98.365,94.86,96.82,100.1,98.333,94.19,2.368,98.96,97.302,97.94,96.328,92.77,5.27,96.52,94.955,91.44,94.24,92.728,89.35,90.98,89.59,86.32,90.8,87.27,85.897,82.73,81.47,4.11,102.95,101.122,96.85,102.43,100.62,96.37,152,94.61,4.83,0.00037,91.19,93.93,4.51,0.00011,75124,1.71,158.1,18.42,19.66,50.54,48.75,1,7.99,5.16,12.9,22.44,22.44,140.7,0.14,A
168,85.1,4.27,200.1,97.287,39.1,0.43,39.8,0.42,38.8,0.42,97.998,136.2,3.82,0.25,89.24,87.81,99.8,98.913,97.63,4.43,100.7,99.792,100.128,93.71,100.14,99.085,4.35,95.63,94.33,88.58,91.47,90.683,89.82,96.42,96.62,95.582,94.33,94.25,93.04,4.09,94.66,96.433,96.06,89.92,96.23,94.16,97.36,96.737,86.82,93.74,92.868,91.91,4.57,96.455,95.23,98.63,99.64,98.68,81.0,100.21,99.252,100.09,99.162,98.99,96.302,95.18,8.9,97.22,96.36,95.2,96.76,95.907,98.26,97.335,96.12,98.0,98.15,97.23,96.15,2.378,96.88,96.05,95.76,95.078,94.11,5.28,94.29,93.617,92.72,92.05,91.37,90.63,88.8,88.22,87.55,90.81,85.13,84.532,83.91,79.53,4.1,100.93,99.98,98.89,100.46,99.525,98.44,155,94.51,4.84,0.00019,91.08,93.81,4.52,0.0001,81712,1.71,158.1,18.41,19.66,50.54,48.75,2,7.99,5.16,12.9,22.43,22.44,138.2,0.14,A
169,84.9,4.27,200.0,97.474,39.4,0.42,39.825,0.42,38.8,0.42,100.002,135.3,3.83,0.25,88.87,87.58,99.15,98.292,97.27,4.42,100.03,99.14,99.458,93.66,99.48,98.568,4.34,95.047,93.99,88.157,90.9,90.17,89.52,95.72,95.97,95.012,94.0,93.685,92.73,4.09,94.3,95.858,95.513,89.87,95.7,93.79,96.84,96.192,86.87,93.16,92.357,91.59,4.58,95.938,94.89,98.32,99.3,98.24,81.0,99.8,98.808,99.72,98.69,98.81,96.103,95.18,8.9,97.14,96.17,95.24,96.91,95.938,98.41,97.403,96.36,98.48,97.52,96.637,95.79,2.373,97.86,96.918,96.82,95.975,95.11,5.27,95.53,94.662,93.85,93.29,92.533,91.81,90.12,89.445,88.81,90.8,86.47,85.81,85.28,80.72,4.1,100.28,99.387,98.56,99.81,98.93,98.1,155,94.48,4.83,0.00036,91.04,93.77,4.51,0.00011,82340,1.71,158.1,18.41,19.66,50.54,48.74,1,7.99,5.16,12.9,22.43,22.44,141.1,0.14,A
170,86.9,4.41,198.3,98.877,43.9,0.41,39.9,0.38,43.133,0.68,100.036,121.3,4.28,0.34,89.22,82.49,100.91,98.473,94.01,4.39,101.98,99.53,99.657,94.24,101.84,99.277,4.38,97.88,93.62,86.867,92.47,90.05,85.48,99.87,99.18,96.733,92.58,95.52,91.47,4.28,92.23,96.757,97.11,91.3,99.72,93.06,99.93,97.73,91.92,92.84,90.417,85.84,4.72,98.13,93.89,100.3,100.2,97.537,40.0,100.17,97.453,100.34,97.68,101.4,99.6,95.01,8.0,104.04,101.327,96.78,103.53,100.887,104.44,101.787,97.29,97.1,97.39,94.917,90.32,3.27,102.04,99.237,101.21,98.423,93.5,6.0,99.97,97.137,92.17,98.18,95.427,90.39,95.74,93.003,87.96,93.06,93.13,90.287,85.14,90.73,4.28,99.93,97.467,92.97,100.51,98.073,93.64,129,96.06,4.72,0.00012,91.88,93.75,4.34,8.1e-05,71256,1.68,162.4,18.89,20.21,50.54,48.41,1,7.963,5.61,12.72,22.23,22.25,124.9,12.61,B
171,85.1,4.27,200.1,96.954,39.3,0.42,39.8,0.42,39.0,0.42,97.702,135.7,3.83,0.25,88.88,87.17,99.25,98.273,96.8,4.42,100.13,99.088,99.395,93.66,99.55,98.498,4.34,95.082,93.92,88.097,90.97,90.15,89.14,95.87,96.06,95.02,93.86,93.697,92.6,4.09,94.17,95.915,95.54,89.86,95.86,93.69,96.99,96.225,86.89,93.13,92.31,91.17,4.58,95.987,94.88,98.43,99.45,98.317,81.0,99.99,98.873,99.77,98.755,98.83,96.16,95.19,8.9,97.22,96.222,95.15,96.9,95.94,98.28,97.387,96.29,98.32,97.6,96.625,95.37,2.377,97.7,96.86,96.67,95.927,95.08,5.27,95.31,94.575,93.75,93.13,92.472,91.78,89.93,89.34,88.75,90.79,86.3,85.683,84.99,80.62,4.1,100.4,99.385,98.12,99.93,98.91,97.64,156,94.48,4.83,0.00018,91.04,93.77,4.51,0.0001,82340,1.71,158.1,18.41,19.66,50.54,48.75,2,7.99,5.16,12.9,22.43,22.44,137.8,0.14,A
172,87.2,4.44,198.3,100.093,42.9,0.41,39.9,0.41,42.567,0.69,100.726,124.0,4.31,0.34,89.01,88.54,100.87,100.19,99.53,4.39,102.01,101.29,101.437,94.24,101.9,101.103,4.38,99.683,98.88,88.807,92.43,92.17,91.84,99.94,99.18,98.457,97.71,97.193,96.47,4.28,97.26,98.463,98.833,91.3,99.71,98.3,99.93,99.513,91.92,92.71,92.403,92.02,4.72,99.943,99.24,100.29,100.17,99.483,39.9,100.16,99.417,100.35,99.563,101.36,101.463,100.66,8.0,104.02,103.21,102.36,103.48,102.69,104.47,103.477,102.35,102.31,97.37,96.867,96.42,3.274,101.97,101.13,101.3,100.417,99.44,6.0,100.01,99.187,98.24,98.27,97.5,96.62,95.85,95.123,94.28,93.05,93.1,92.45,91.7,90.77,4.28,99.88,99.293,98.74,100.48,99.84,99.22,127,96.07,4.74,0.0001,91.88,93.75,4.37,7.8e-05,71256,1.68,162.4,18.89,20.2,50.55,48.4,2,7.963,5.62,12.72,22.23,22.24,125.7,12.6,B
173,86.0,4.42,198.3,98.673,43.5,0.41,39.9,0.39,43.167,0.67,99.336,122.1,4.3,0.34,87.78,84.33,99.56,98.133,95.88,4.39,100.6,99.197,99.263,94.18,100.44,98.933,4.37,97.61,95.34,86.467,90.98,89.553,87.32,98.56,97.88,96.44,94.26,95.187,93.04,4.27,93.98,96.527,96.883,91.23,98.36,94.87,98.54,97.467,91.84,91.33,90.067,87.91,4.71,97.883,95.7,98.78,98.6,97.173,40.0,98.6,97.12,98.77,97.153,99.7,98.997,96.41,8.0,102.4,100.813,98.23,101.9,100.333,102.88,101.233,98.69,98.57,95.89,94.51,92.26,3.283,100.26,98.553,99.5,97.807,95.2,6.0,98.19,96.513,93.94,96.42,94.76,92.21,94.02,92.343,89.78,93.1,91.2,89.607,87.11,88.77,4.27,98.48,97.077,94.85,99.1,97.693,95.5,129,95.99,4.73,0.00024,91.82,93.67,4.35,9e-05,71832,1.68,162.4,18.89,20.21,50.54,48.4,1,7.963,5.62,12.72,22.22,22.23,124.0,12.6,B
174,85.0,4.42,198.3,97.995,44.2,0.4,39.9,0.4,43.467,0.66,100.24,120.3,4.3,0.34,86.16,85.43,98.27,97.64,96.89,4.38,99.41,98.703,98.69,94.1,99.18,98.317,4.36,97.04,96.11,85.8,89.27,88.9,88.51,97.34,96.66,95.917,95.0,94.717,93.85,4.27,94.64,95.94,96.307,91.15,97.2,95.62,97.37,96.927,91.76,89.78,89.37,88.97,4.7,97.36,96.6,97.62,97.52,96.653,40.0,97.47,96.587,97.44,96.663,98.45,98.573,97.7,8.0,101.16,100.333,99.44,100.71,99.863,101.62,100.753,99.88,99.74,94.32,93.88,93.38,3.27,98.84,98.03,98.08,97.227,96.35,5.99,96.75,95.907,95.06,94.9,94.107,93.3,92.42,91.637,90.85,93.05,89.6,88.893,88.22,87.16,4.27,97.07,96.513,95.92,97.72,97.153,96.51,130,95.93,4.73,0.00027,91.74,93.59,4.36,0.0001,74634,1.68,162.4,18.89,20.21,50.55,48.41,1,7.963,5.62,12.72,22.23,22.24,125.1,12.61,B
175,85.1,4.42,198.3,97.234,44.1,0.4,39.9,0.4,43.767,0.66,97.918,120.4,4.3,0.34,86.25,85.2,98.3,97.533,96.62,4.38,99.45,98.623,98.717,94.1,99.11,98.333,4.36,97.09,96.17,85.73,89.57,88.983,88.39,97.4,96.71,95.933,95.04,94.72,93.84,4.27,94.66,95.99,96.347,91.15,97.21,95.66,97.39,96.943,91.76,89.94,89.363,88.76,4.7,97.373,96.51,97.69,97.51,96.613,40.0,97.4,96.503,97.56,96.57,98.62,98.47,97.29,8.0,101.22,100.187,99.0,100.74,99.71,101.73,100.653,99.45,99.3,94.66,93.897,93.18,3.274,98.9,97.95,98.08,97.157,96.08,5.99,96.7,95.81,94.78,94.92,94.05,93.06,92.42,91.6,90.66,93.06,89.58,88.813,87.91,87.18,4.27,97.07,96.4,95.65,97.83,97.093,96.28,131,95.91,4.73,0.00017,91.75,93.61,4.35,9.1e-05,74634,1.68,162.4,18.89,20.21,50.55,48.4,2,7.96,5.62,12.73,22.23,22.24,122.2,12.6,B
176,85.0,4.42,198.3,97.996,44.1,0.4,39.9,0.39,43.433,0.66,100.276,120.3,4.3,0.34,86.12,85.26,98.22,97.527,96.81,4.38,99.27,98.557,98.627,94.09,98.97,98.27,4.36,96.983,96.24,85.713,89.25,88.807,88.36,97.15,96.49,95.867,95.18,94.667,94.01,4.27,94.76,95.937,96.29,91.15,97.08,95.63,97.28,96.887,91.76,89.68,89.263,88.79,4.7,97.257,96.63,97.47,97.31,96.563,40.0,97.22,96.47,97.47,96.657,98.46,98.583,97.79,8.0,101.16,100.353,99.6,100.7,99.907,101.55,100.75,99.96,99.86,94.32,93.777,93.19,3.277,98.85,97.987,97.95,97.11,96.26,5.99,96.6,95.817,95.04,94.7,94.007,93.29,92.19,91.54,90.88,93.06,89.47,88.82,88.17,86.98,4.27,97.03,96.437,95.83,97.68,97.067,96.39,130,95.91,4.73,0.00026,91.75,93.59,4.35,9.8e-05,75210,1.68,162.4,18.89,20.21,50.56,48.41,1,7.97,5.62,12.73,22.24,22.24,125.2,12.61,B
177,85.1,4.42,198.3,97.167,44.1,0.4,39.9,0.4,43.8,0.66,97.794,120.4,4.3,0.34,86.17,85.24,98.24,97.473,96.64,4.38,99.39,98.55,98.643,94.1,99.19,98.31,4.36,97.04,96.14,85.697,89.41,88.927,88.46,97.4,96.66,95.89,95.07,94.677,93.86,4.27,94.34,95.917,96.267,91.15,97.28,95.38,97.5,96.873,91.76,89.82,89.263,88.7,4.7,97.333,96.29,97.68,97.52,96.643,40.0,97.42,96.47,97.57,96.693,98.64,98.527,97.44,8.0,101.33,100.297,99.17,100.81,99.81,101.74,100.707,99.57,99.45,94.49,93.827,93.14,3.277,98.68,97.9,97.92,97.137,96.26,5.99,96.5,95.797,94.98,94.7,94.01,93.17,92.23,91.52,90.72,93.04,89.35,88.763,88.03,86.97,4.26,97.1,96.407,95.68,97.81,97.057,96.25,131,95.91,4.73,0.00016,91.74,93.59,4.35,8.8e-05,81436,1.68,162.4,18.89,20.2,50.55,48.4,2,7.97,5.62,12.73,22.23,22.23,122.1,12.6,B
