,344X1,344X2,344X5,344X7,344X10,344X13,344X14,344X15,344X23,344X25,344X31,344X33,344X34,344X36,344X42,344X46,344X48,344X49,344X54,344X55,344X75,344X78,344X90,344X102,344X114,344X118,344X121,344X126,344X127,344X130,344X132,344X133,344X138,344X150,344X153,344X154,344X156,344X163,344X166,344X168,344X169,344X174,344X177,344X178,344X180,344X181,344X210,344X212,344X216,344X222,344X224,344X231,344X237,344X239,344X240,344X243,344X245,344X246,344X266,344X270,344X278,344X279,344X281,344X297,344X299,344X317,344X318,344X321,344X324,344X335,344X336,344X338,344X341,344X347,344X348,344X355,344X364,344X365,344X377,TOOL
164,159.0,156,101,118,81,100,117.0,81,81,211,177,0.67,0.3,4.18,3005,3010,3000,3000,95.9,98.9,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,4,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,5,0,0,1,52821,5,10.3,14.1,3999,3953,32,29,34,28,27,52,0.0,324,548,388,34,29,13,39,51,28,4426,3384,4471,4406,3007.1,3008.7,110.0,107.1,107.5,92,W
165,159.0,156,101,118,81,100,117.0,81,81,210,177,0.64,0.28,4.1,3006,3010,3000,3000,94.8,94.9,3085,17.9,5.8,46.0,30.2,19.6,19.3,1201,1,4,1198,0,0,399,405,802,395,1199,1204,595,1197,3,5,7,0,0,0,52868,5,10.2,13.9,3999,3939,32,29,34,28,27,52,0.0,322,550,382,34,29,13,38,50,28,4428,3397,4466,4406,3008.5,3009.3,99.3,107.7,107.2,91,W
166,159.0,156,101,118,81,100,117.0,81,81,212,177,0.68,0.32,4.0,3006,3010,3000,3000,110.3,103.7,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,4,1198,0,0,399,402,802,395,1199,1204,595,1197,3,7,5,0,0,0,52736,5,10.4,14.3,3999,3923,32,29,34,28,26,52,0.0,323,549,386,34,28,13,39,51,28,4424,3386,4470,4408,3008.4,3008.3,99.8,107.7,107.3,94,W
167,150.0,156,101,118,81,100,120.0,81,81,212,174,0.68,0.35,4.18,3000,3010,2990,2990,100.8,104.4,3085,15.9,12.9,35.7,35.5,19.6,19.4,1199,0,2,1198,0,-2,397,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52868,5,10.2,14.4,3999,3964,31,27,34,31,23,52,0.0,334,550,338,45,32,12,39,49,26,4397,3361,4402,4376,3013.7,3015.1,111.2,107.1,107.6,93,X
168,159.0,156,101,118,81,100,117.0,81,81,210,177,0.65,0.27,4.13,3005,3010,3000,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,5,5,0,0,0,52868,5,10.2,13.8,3999,3975,32,29,34,28,27,50,0.0,323,552,383,34,29,13,38,50,28,4427,3397,4465,4401,3008.5,3008.8,111.5,106.4,106.9,93,W
169,150.0,156,101,118,81,100,120.0,81,81,213,172,0.69,0.37,4.05,3000,3010,2990,2990,99.8,100.1,3085,15.9,12.9,35.7,35.5,19.6,19.4,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52868,5,10.2,14.3,4000,3963,30,27,33,29,23,52,0.0,336,545,392,45,37,11,39,49,27,4404,3367,4459,4385,3013.8,3015.1,105.9,108.8,109.0,108,X
170,156.0,156,101,118,81,100,108.0,81,81,221,172,0.62,0.26,4.25,3000,3010,2990,2990,111.1,110.8,3085,15.4,12.5,39.6,32.5,19.7,19.3,1199,0,0,1196,-2,0,398,402,800,395,1199,1204,595,1197,-1,0,0,-5,-5,1,54116,6,10.2,14.5,3999,3929,33,27,37,33,24,52,0.0,330,473,333,45,36,9,40,49,24,4299,3329,4306,4251,3010.8,3012.6,110.0,107.9,108.1,104,S
171,159.0,156,101,118,81,100,117.0,81,81,210,177,0.66,0.27,4.25,3005,3010,3000,3000,95.0,97.5,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,0,0,0,52868,5,10.2,13.8,3999,3957,32,29,34,28,27,51,0.0,323,552,385,34,29,13,38,50,28,4428,3397,4465,4400,3007.4,3009.1,105.7,107.8,108.0,93,W
172,160.0,170,78,114,104,90,108.0,92,92,211,174,1.27,0.88,4.9,2999,3010,2990,2990,111.0,110.6,3085,15.3,11.7,39.5,33.4,19.4,19.3,1199,2,4,1198,0,0,396,400,800,395,1198,1200,595,1197,4,7,10,0,2,0,54116,6,10.2,14.5,3999,3967,31,27,35,31,23,52,0.0,315,526,322,39,39,16,35,47,22,4204,3342,4211,4150,3007.3,3008.4,104.4,104.9,104.6,80,T
173,156.0,170,78,114,104,90,108.0,92,92,208,175,0.86,0.55,4.08,3002,3010,3000,3000,110.1,110.0,3085,15.4,12.5,39.6,32.5,19.7,19.4,1200,0,0,1198,-2,0,399,402,802,395,1199,1204,595,1197,-2,-2,-2,-5,-5,1,54116,5,10.2,14.5,3999,3953,29,25,34,29,21,55,0.0,319,565,325,37,36,22,36,49,26,4218,3402,4226,4160,3012.2,3014.1,97.8,105.5,104.9,69,U
174,156.0,156,101,118,81,100,108.0,81,81,214,172,0.63,0.26,4.33,3000,3010,2990,2990,100.0,100.0,3085,15.4,12.5,39.6,32.5,19.8,19.3,1199,0,0,1196,-2,0,398,400,800,395,1199,1204,595,1197,-1,0,0,-5,-5,1,54120,6,10.2,14.0,4000,3962,30,27,40,30,24,52,0.0,328,533,369,43,38,9,38,49,25,4306,3376,4356,4274,3011.3,3012.8,105.8,108.5,108.5,92,S
175,160.0,170,78,114,104,90,108.0,92,92,209,174,1.28,0.88,5.1,2999,3010,2990,2990,100.0,100.0,3085,15.3,11.7,39.5,33.4,19.4,19.3,1199,1,4,1198,0,0,397,400,800,395,1198,1200,595,1193,4,10,10,0,0,0,54120,6,10.3,13.6,4000,3958,28,26,37,27,23,52,0.0,313,544,357,39,37,16,34,47,22,4211,3371,4259,4185,3007.6,3008.9,99.5,105.9,105.4,86,T
176,156.0,170,78,114,104,90,108.0,92,92,212,175,0.85,0.53,4.08,3002,3010,3000,2990,110.8,110.2,3085,15.4,12.5,39.6,32.5,19.7,19.4,1200,0,0,1198,-2,1,399,402,802,397,1199,1204,595,1197,-2,-2,-2,-5,-5,1,54121,6,10.2,14.6,4000,3941,30,25,35,30,21,55,0.0,318,530,319,38,33,22,38,49,25,4220,3375,4226,4179,3012.7,3014.3,102.4,104.8,104.5,78,U
177,156.0,170,78,114,104,90,108.0,92,92,212,175,0.86,0.53,4.15,3003,3010,3000,2990,100.0,101.8,3085,15.4,12.5,39.6,32.5,19.7,19.4,1200,0,2,1198,-2,1,399,402,802,395,1199,1204,595,1197,-2,-2,-2,-5,-5,0,54124,6,10.2,13.7,3999,3970,27,25,36,27,22,55,0.0,318,539,361,37,36,21,37,49,25,4225,3399,4273,4199,3013.0,3013.9,98.6,107.4,107.1,85,U
178,160.0,170,78,114,104,90,108.0,92,92,208,174,1.26,0.93,4.43,2999,3010,2990,2990,102.5,99.8,3085,15.3,11.7,39.5,33.4,19.4,19.3,1199,1,2,1198,0,0,396,400,800,395,1198,1200,595,1197,4,7,7,0,0,1,54129,6,10.2,13.6,4000,3967,28,27,37,27,23,52,0.0,315,545,356,39,37,16,34,47,22,4210,3368,4256,4176,3008.4,3009.0,110.0,105.5,105.6,88,T
179,156.0,170,78,114,104,90,108.0,92,92,210,175,0.85,0.53,4.03,3003,3010,2990,2990,111.0,111.0,3085,15.4,12.5,39.6,32.5,19.7,19.4,1200,0,0,1198,-2,0,399,402,802,395,1199,1204,595,1197,-2,-2,-2,-5,-5,0,54129,5,10.2,13.5,3999,3973,27,25,33,26,21,55,0.0,320,543,358,37,37,21,37,49,26,4222,3400,4264,4184,3012.7,3014.4,109.9,106.1,106.3,87,U
180,159.0,156,101,118,81,100,117.0,81,81,211,177,0.65,0.26,4.18,3005,3010,3000,3000,95.1,97.9,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,7,7,0,0,0,52868,5,10.2,13.8,3999,3946,32,29,34,28,27,52,0.0,323,551,383,34,29,13,38,50,28,4427,3395,4465,4401,3007.8,3008.5,99.7,107.0,106.5,93,W
181,150.0,156,101,118,81,100,120.0,81,81,214,172,0.69,0.38,4.03,3000,3010,2990,2990,99.9,100.0,3085,15.9,12.9,35.7,35.5,19.6,19.4,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52868,5,10.2,14.3,4000,3948,30,27,34,29,23,52,0.0,336,542,391,44,37,11,39,49,26,4404,3367,4460,4385,3013.9,3015.0,107.2,107.0,107.1,110,X
182,159.0,156,101,118,81,100,117.0,81,81,211,177,0.64,0.27,4.03,3006,3010,3000,3000,107.1,110.3,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,7,7,0,0,0,52868,5,10.3,13.7,4000,3979,32,29,34,28,27,52,0.0,323,555,388,34,29,13,38,50,28,4428,3396,4464,4394,3008.0,3008.7,110.0,106.1,106.4,94,W
183,150.0,156,101,118,81,100,120.0,81,81,215,173,0.75,0.43,4.1,3000,3010,2990,2990,100.6,99.9,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,0,52821,5,10.2,14.3,4000,3959,29,27,34,29,23,52,0.0,335,537,394,45,37,11,39,49,27,4399,3362,4455,4381,3013.9,3015.2,111.3,107.8,108.4,113,X
184,159.0,156,101,118,81,100,117.0,81,81,212,177,0.64,0.3,4.03,3006,3010,3000,3000,110.1,103.3,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,5,5,0,2,1,52821,5,10.2,14.1,3999,3958,32,29,34,28,27,50,0.0,323,549,383,34,28,13,38,50,28,4427,3388,4471,4410,3007.5,3008.1,100.0,107.9,107.5,91,W
185,159.0,156,101,118,81,100,117.0,81,81,211,177,0.68,0.31,4.13,3005,3010,3000,3000,95.0,95.1,3085,17.9,5.8,46.0,30.2,19.6,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1200,595,1197,3,7,7,0,2,1,52821,5,10.3,14.1,3999,3928,32,29,34,28,27,50,0.0,325,548,386,34,29,13,39,51,28,4426,3385,4473,4407,3007.6,3008.3,111.2,105.9,106.3,92,W
186,159.0,156,101,118,81,100,117.0,81,81,212,177,0.65,0.27,4.23,3006,3020,3000,3000,94.9,97.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,0,2,1198,0,0,399,402,802,395,1199,1204,595,1197,2,7,5,0,0,0,52688,5,10.3,14.1,4000,3982,32,29,35,28,27,51,0.0,322,546,381,34,28,13,39,51,28,4422,3386,4467,4404,3007.5,3007.9,111.4,105.9,106.5,93,W
187,150.0,156,101,118,81,100,120.0,81,81,213,172,0.73,0.45,4.05,3000,3010,2990,2990,104.0,99.9,3085,15.9,12.9,35.7,35.5,19.7,19.4,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,1,52688,5,10.2,14.1,3999,3959,30,27,34,29,23,52,0.0,334,542,393,44,37,11,38,48,25,4405,3381,4461,4384,3014.1,3014.8,111.3,107.4,108.1,107,X
188,159.0,156,101,118,81,100,117.0,81,81,209,176,0.7,0.32,4.13,3006,3010,3000,3000,110.0,109.9,3085,17.9,5.8,46.0,30.2,19.6,19.2,1201,1,4,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,0,0,0,52730,6,10.7,14.6,4000,3943,33,29,34,28,26,51,0.0,322,524,327,35,26,13,40,51,27,4411,3353,4419,4353,3007.9,3008.7,110.0,104.6,104.8,85,W
189,150.0,156,101,118,81,100,120.0,81,81,207,173,0.76,0.42,4.08,3000,3010,2990,2990,110.0,109.9,3085,15.9,12.9,35.7,35.5,19.7,19.3,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,1,52730,6,10.6,14.5,4000,3944,31,27,36,31,23,52,0.0,337,570,339,44,34,12,37,48,25,4386,3372,4393,4333,3013.2,3014.3,110.0,105.9,106.0,85,X
190,159.0,156,101,118,81,100,117.0,81,81,212,177,0.7,0.31,4.18,3005,3010,3000,3000,94.9,95.8,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,805,395,1199,1204,595,1197,3,7,7,0,0,0,52730,5,10.5,14.2,3999,3974,32,29,34,28,27,52,0.0,322,541,374,34,28,13,39,51,28,4422,3381,4469,4404,3007.9,3008.3,111.3,105.7,106.1,92,W
191,150.0,156,101,118,81,100,120.0,81,81,212,172,0.75,0.42,4.1,3000,3010,2990,2990,99.9,100.0,3085,15.9,12.9,35.7,35.5,19.7,19.4,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1193,0,2,2,-2,-2,1,52730,5,10.3,14.2,4000,3957,30,27,33,29,22,52,0.0,336,554,395,44,37,11,37,48,25,4402,3385,4459,4380,3014.6,3015.0,109.8,106.6,106.7,102,X
192,159.0,156,101,118,81,100,117.0,81,81,211,177,0.64,0.27,4.08,3005,3010,3000,3000,106.2,100.3,3085,17.9,5.8,46.0,30.2,19.7,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,5,7,0,0,0,52868,5,10.3,14.6,4000,3989,33,29,34,28,27,51,0.0,320,529,326,34,24,13,39,50,28,4424,3375,4428,4380,3008.2,3007.9,111.2,106.3,106.8,83,W
193,150.0,156,101,118,81,100,120.0,81,81,212,174,0.69,0.4,4.0,3000,3010,2990,2990,103.1,99.8,3085,15.9,12.9,35.7,35.5,19.6,19.3,1200,0,2,1198,0,-2,397,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,1,52868,5,10.3,14.4,4000,3943,31,27,34,31,23,52,0.0,334,557,338,44,32,12,38,49,26,4401,3371,4405,4374,3013.9,3015.7,111.0,107.4,107.9,91,X
194,159.0,156,101,118,81,100,117.0,81,81,202,176,0.64,0.28,4.13,3006,3010,3000,3000,94.6,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1200,595,1197,3,7,5,0,2,0,52868,5,10.2,13.7,3999,3966,32,29,35,28,27,50,0.0,322,613,369,32,29,13,36,50,28,4427,3440,4464,4409,3007.0,3010.2,108.1,107.5,107.8,77,W
195,159.6,156,101,118,81,100,107.3,81,81,202,174,0.64,0.22,4.18,3000,3010,3000,2990,100.0,100.0,3076,18.0,7.3,46.2,28.4,19.9,19.3,1199,0,0,1196,-2,0,398,402,800,395,1199,1204,595,1197,0,5,5,-2,-2,0,55181,6,10.5,13.7,6000,5990,30,27,41,30,24,52,0.0,271,652,291,46,41,11,41,57,30,4621,4072,4650,4591,3011.6,3012.9,105.7,107.4,107.4,61,S
196,159.6,156,101,118,81,100,107.3,81,81,206,173,0.64,0.22,4.23,3000,3010,2990,2990,99.9,100.0,3076,18.0,7.3,46.2,28.4,19.8,19.3,1199,0,0,1196,-2,0,398,400,800,395,1199,1204,595,1197,0,5,5,-2,-2,1,55182,6,10.5,13.7,6000,5918,30,28,40,30,24,52,0.0,271,653,291,47,41,11,41,57,31,4622,4069,4650,4592,3012.2,3012.9,111.3,107.9,108.4,62,S
197,159.0,156,101,118,81,100,117.0,81,81,212,177,0.64,0.29,4.13,3006,3010,3000,3000,106.2,109.7,3085,17.9,5.8,46.0,30.2,19.6,19.3,1201,0,2,1198,0,0,399,402,802,395,1199,1204,595,1197,2,5,7,0,0,1,52603,5,10.3,14.0,3999,3973,32,29,35,28,27,50,0.0,324,547,388,34,29,13,39,51,28,4420,3385,4466,4404,3007.4,3008.8,111.3,105.7,106.1,95,W
198,159.6,156,101,118,81,100,107.3,81,81,202,173,0.66,0.23,4.2,3000,3010,2990,2990,99.9,100.0,3076,18.0,7.3,46.2,28.4,19.8,19.3,1199,0,0,1196,-2,0,398,402,800,395,1199,1204,595,1197,0,2,2,-2,-2,0,55183,6,10.6,13.8,6000,5995,30,27,40,30,24,52,0.0,271,648,291,46,41,11,41,57,31,4622,4071,4651,4594,3012.6,3012.2,103.7,109.2,109.4,61,S
199,159.6,156,101,118,81,100,107.3,81,81,202,172,0.62,0.2,4.2,3000,3010,2990,3000,99.9,100.0,3076,18.0,7.3,46.2,28.4,19.8,19.3,1199,0,0,1196,-2,0,398,400,800,395,1199,1204,595,1197,0,5,2,-2,-2,1,55192,6,10.6,13.8,6000,5993,30,27,40,30,24,52,0.0,271,645,292,46,40,11,41,57,30,4620,4066,4649,4586,3011.1,3012.2,109.7,108.3,108.6,61,S
200,150.0,156,101,118,81,100,120.0,81,81,210,172,0.71,0.41,4.13,3000,3010,2990,2990,101.1,103.6,3085,15.9,12.9,35.7,35.5,19.7,19.3,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,52611,5,10.3,14.3,3999,3945,30,27,34,29,23,52,0.0,336,565,396,43,37,11,37,48,25,4399,3392,4455,4379,3013.6,3015.1,110.6,107.8,108.3,98,X
201,159.6,156,101,118,81,100,107.3,81,81,202,173,0.63,0.21,4.15,3000,3010,2990,2990,99.9,100.0,3076,18.0,7.3,46.2,28.4,19.8,19.3,1199,0,0,1196,-2,0,398,400,800,395,1199,1204,595,1197,0,2,2,-2,-2,0,55193,6,10.5,14.0,6000,5995,30,27,40,30,24,52,0.0,271,646,293,46,41,11,41,57,31,4621,4068,4651,4592,3011.9,3011.9,101.1,108.9,108.9,61,S
202,159.6,156,101,118,81,100,107.3,81,81,202,173,0.63,0.2,4.18,3000,3010,2990,2990,99.9,100.0,3076,18.0,7.3,46.2,28.4,19.7,19.3,1199,0,0,1196,-2,0,398,402,802,395,1199,1204,595,1197,0,2,5,-2,-2,1,55194,6,10.5,14.0,6000,5992,30,27,40,30,24,52,0.0,271,647,293,46,41,11,41,58,30,4622,4068,4651,4593,3011.6,3012.8,99.7,108.4,108.1,61,S
203,159.6,156,101,118,81,100,107.3,81,81,205,174,0.66,0.22,4.25,3000,3010,2990,2990,99.9,100.0,3076,18.0,7.3,46.2,28.4,19.8,19.3,1199,0,0,1196,-2,0,398,402,800,395,1199,1204,595,1197,0,5,2,-2,-2,1,55204,6,10.5,13.9,6000,5953,30,28,41,30,24,52,0.0,271,653,292,46,41,11,41,57,30,4623,4068,4653,4595,3011.9,3013.4,99.6,108.8,108.6,61,S
204,159.6,156,101,118,81,100,107.3,81,81,205,174,0.66,0.22,4.28,3000,3010,2990,2990,99.9,100.0,3076,18.0,7.3,46.2,28.4,19.8,19.3,1199,0,0,1196,-2,0,398,400,800,395,1199,1204,595,1197,0,2,2,-2,-2,0,55205,6,10.5,13.9,6000,5965,30,28,40,30,24,52,0.0,271,649,292,47,41,11,41,57,30,4623,4066,4652,4595,3013.1,3012.5,100.0,108.0,107.7,60,S
205,159.6,156,101,118,81,100,107.3,81,81,203,174,0.67,0.22,4.28,3000,3010,2990,2990,100.0,100.0,3076,18.0,7.3,46.2,28.4,19.8,19.3,1199,0,0,1196,-2,0,398,400,800,395,1199,1204,595,1197,0,5,2,-2,-2,1,55206,6,10.5,13.6,6000,5991,30,27,40,30,24,52,0.0,271,645,292,46,41,11,41,57,30,4623,4068,4651,4594,3011.3,3012.9,106.8,107.5,107.4,60,S
206,159.0,156,101,118,81,100,117.0,81,81,212,177,0.65,0.27,4.18,3005,3020,3000,3000,98.9,104.5,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,0,2,1198,0,0,399,402,802,397,1199,1204,595,1197,2,7,5,0,0,0,52714,6,10.6,14.5,4000,3989,33,29,35,28,27,51,0.0,321,520,326,35,25,14,40,51,28,4417,3358,4422,4376,3007.7,3008.1,105.2,107.3,107.2,87,W
207,159.6,156,101,118,81,100,118.1,81,81,213,178,0.81,0.4,4.93,3001,3010,2990,2990,97.0,97.0,3085,17.9,5.8,46.0,30.2,19.6,19.2,1199,3,6,1198,2,-1,398,402,800,397,1197,1200,595,1193,-5,-5,-5,-7,-7,1,52222,5,10.2,14.2,4000,3920,29,26,32,29,23,52,0.0,323,561,384,39,34,12,40,53,29,4482,3430,4528,4462,3010.8,3013.5,99.6,107.9,107.4,97,V
208,159.6,156,101,118,81,100,118.1,81,81,212,179,0.82,0.4,5.03,3001,3010,2990,2990,96.9,97.0,3085,17.9,5.8,46.0,30.2,19.8,19.2,1199,3,6,1198,2,-1,398,400,800,395,1197,1200,595,1193,-5,-5,-2,-7,-7,0,52416,5,10.1,14.5,4000,3901,29,26,32,29,24,52,0.0,320,572,371,39,33,12,40,52,29,4489,3444,4529,4473,3011.8,3011.7,99.8,107.9,107.5,90,V
209,150.0,156,101,118,81,100,120.0,81,81,212,172,0.72,0.41,4.08,3000,3010,2990,2990,99.8,100.2,3085,15.9,12.9,35.7,35.5,19.7,19.4,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1193,0,2,2,-2,-2,1,52714,5,10.3,14.2,3999,3945,30,27,33,30,23,52,0.0,334,554,390,44,37,11,37,48,25,4405,3390,4461,4383,3014.0,3015.1,105.3,108.8,109.0,101,X
210,150.0,156,101,118,81,100,120.0,81,81,211,172,0.7,0.4,3.95,3000,3010,2990,2990,99.9,100.0,3085,15.9,12.9,35.7,35.5,19.7,19.3,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,1,52425,5,10.3,14.1,4000,3966,30,27,34,29,22,52,0.0,335,563,395,44,38,12,37,48,26,4394,3391,4450,4368,3013.5,3015.0,110.6,107.8,108.2,98,X
211,150.0,156,101,118,81,100,120.0,81,81,213,172,0.72,0.41,4.1,3000,3010,2990,2990,100.1,100.0,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1196,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52868,5,10.3,14.2,3999,3950,30,27,34,29,23,52,0.0,335,550,389,44,37,11,39,49,26,4405,3374,4458,4387,3014.1,3015.5,99.2,108.4,107.8,105,X
212,159.0,156,101,118,81,100,117.0,81,81,210,176,0.66,0.28,4.18,3006,3010,3000,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,7,7,0,0,0,52868,5,10.2,13.7,3999,3970,32,29,34,28,27,52,0.0,322,551,381,34,29,13,38,50,28,4427,3399,4461,4397,3007.8,3007.9,102.2,106.3,106.1,91,W
213,150.0,156,101,118,81,100,120.0,81,81,213,172,0.71,0.4,4.08,3000,3010,2990,2990,101.8,102.3,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52868,5,10.3,14.2,3999,3964,30,27,34,29,23,52,0.0,335,545,392,44,37,11,39,49,27,4404,3370,4457,4386,3013.4,3014.8,110.1,107.1,107.4,110,X
214,159.0,156,101,118,81,100,117.0,81,81,203,177,0.67,0.29,4.18,3006,3010,3000,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,405,802,395,1199,1204,595,1197,3,5,7,0,0,0,52868,5,10.2,13.8,4000,3959,32,29,34,28,27,52,0.0,323,611,384,32,29,13,36,51,28,4427,3443,4464,4395,3007.7,3008.7,111.1,107.0,107.6,79,W
215,159.0,156,101,118,81,100,117.0,81,81,202,177,0.63,0.26,4.15,3005,3010,3000,3000,94.9,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1200,595,1197,3,7,7,0,0,0,52868,5,10.2,14.2,3999,3971,32,29,34,28,27,52,0.0,321,611,368,32,29,13,36,50,28,4429,3442,4460,4413,3008.1,3008.5,111.5,106.9,107.4,75,W
216,150.0,156,101,118,81,100,120.0,81,81,216,172,0.72,0.4,4.1,3000,3010,2990,2990,99.9,100.0,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52868,5,10.6,14.4,3996,2367,30,27,34,30,18,52,0.0,333,522,375,45,37,11,39,48,26,4403,3357,4457,4385,3014.1,3016.2,100.9,109.5,109.3,118,X
217,159.0,156,101,118,81,100,117.0,81,81,211,177,0.63,0.26,4.18,3006,3010,3000,3000,97.2,99.2,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,0,0,0,52868,5,10.2,13.7,4000,3980,32,29,34,28,27,50,0.0,322,547,377,34,29,13,38,50,28,4427,3392,4459,4407,3006.9,3009.2,103.6,108.3,108.4,93,W
218,150.0,156,101,118,81,100,120.0,81,81,213,172,0.73,0.39,4.1,3000,3010,2990,2990,100.3,104.3,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,0,52868,5,10.2,14.3,3999,3959,30,27,34,29,23,52,0.0,337,545,397,45,38,11,39,49,26,4401,3367,4457,4382,3013.2,3015.4,99.1,108.6,108.0,113,X
219,159.0,156,101,118,81,100,117.0,81,81,211,176,0.64,0.26,4.13,3006,3010,3000,3000,95.0,97.3,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,5,7,0,0,1,52868,5,10.2,14.3,3999,3958,32,29,34,28,26,50,0.0,323,547,375,34,28,13,39,51,28,4427,3389,4472,4408,3007.2,3008.5,110.9,106.7,107.1,89,W
220,150.0,156,101,118,81,100,120.0,81,81,214,172,0.73,0.4,4.03,3000,3010,2990,2990,110.7,110.9,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,0,52868,5,10.2,14.3,4000,3954,29,27,34,29,23,52,0.0,337,543,399,45,37,11,39,49,26,4401,3366,4459,4379,3013.4,3014.5,104.5,107.0,106.9,115,X
221,159.0,156,101,118,81,100,117.0,81,81,211,177,0.68,0.3,4.28,3005,3010,3000,3000,95.0,95.5,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,0,2,1198,0,0,399,405,802,397,1199,1200,595,1197,2,7,7,0,0,0,52688,5,10.4,14.2,4000,3987,32,29,34,28,26,50,0.0,325,547,388,34,29,13,39,51,28,4423,3385,4474,4404,3007.3,3008.7,111.2,105.5,106.0,93,W
222,150.0,156,101,118,81,100,120.0,81,81,212,173,0.73,0.41,4.03,3000,3010,2990,2990,109.6,110.9,3085,15.9,12.9,35.7,35.5,19.7,19.3,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,52229,5,10.3,14.2,3999,3960,29,27,34,29,22,52,0.0,334,558,396,44,38,12,38,49,26,4391,3385,4448,4365,3013.3,3015.4,110.8,106.9,107.3,106,X
223,159.6,156,101,118,81,100,118.1,81,81,213,178,0.79,0.38,4.95,3001,3010,2990,2990,107.2,110.4,3085,17.9,5.8,46.0,30.2,19.8,19.3,1199,3,6,1198,2,-1,398,402,800,395,1197,1200,595,1193,-5,-5,-5,-7,-7,1,52229,5,10.2,14.3,3999,3935,29,26,32,29,22,52,0.0,323,556,385,40,34,11,41,53,29,4482,3427,4529,4463,3011.3,3013.0,100.9,108.4,108.0,99,V
