,520X3,520X7,520X8,520X31,520X32,520X33,520X72,520X76,520X77,520X78,520X83,520X91,520X137,520X177,520X252,520X258,520X259,520X260,520X262,520X263,520X264,520X267,520X287,520X289,520X290,520X293,520X294,520X295,520X296,520X297,520X305,520X306,520X307,520X308,520X309,520X380,520X389,520X392,520X399,520X408,520X411,520X432,null_count,TOOL
77,537.0,145.0,70.0,490.0,491.0,489.0,490.0,495.0,497.0,493.0,486.0,495.0,4.0,9526.0,462.9,16.2,15.9,16.2,16.2,16.3,16.0,16.3,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.2,51.8,14.55,0.0,5.67,5.56,19.0,0,13
78,530.0,145.0,72.0,490.0,491.0,489.0,489.0,496.0,497.0,495.0,486.0,495.0,2.0,5721.0,456.6,14.6,14.5,15.0,14.5,14.6,14.4,14.9,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.8,14.64,10.0,5.7,5.58,9.0,0,11
79,530.0,145.0,76.0,491.0,492.0,491.0,490.0,496.0,497.0,495.0,486.0,495.0,4.0,9530.0,462.9,16.0,15.9,16.2,15.6,16.4,16.1,16.2,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.4,51.8,14.6,5.0,5.65,5.55,19.0,0,12
80,531.0,144.0,77.0,490.0,491.0,489.0,491.0,495.0,495.0,494.0,488.0,495.0,2.0,4990.0,458.2,12.8,12.5,12.9,12.7,12.8,12.7,13.0,40.1,40.1,40.0,9.4,9.3,9.5,9.3,9.3,0.1,0.1,0.1,0.1,0.1,46.2,52.3,14.48,5.0,5.66,5.55,3.0,0,7
81,530.0,144.0,71.0,493.0,494.0,491.0,490.0,495.0,495.0,495.0,488.0,496.0,1.0,7828.0,463.7,14.4,14.4,14.8,14.8,14.4,14.6,14.9,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.7,48.1,14.52,5.0,5.68,5.59,6.0,0,6
82,535.0,144.0,74.0,492.0,494.0,490.0,490.0,495.0,496.0,495.0,488.0,496.0,2.0,1266.0,458.7,14.6,14.7,15.0,14.5,15.0,14.8,14.9,40.0,40.1,40.0,9.5,9.5,9.5,9.5,9.5,-0.1,0.0,0.0,-0.1,-0.1,46.6,49.8,14.49,5.0,5.7,5.61,10.0,0,6
83,530.0,144.0,74.0,491.0,493.0,490.0,490.0,496.0,496.0,495.0,488.0,495.0,1.0,7829.0,463.6,14.6,14.3,14.8,14.6,14.9,14.6,14.9,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.0,48.4,14.52,5.0,5.68,5.58,6.0,0,7
84,530.0,144.0,76.0,491.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,1.0,1889.0,457.7,14.9,14.8,15.4,14.6,15.0,14.9,15.0,40.1,40.2,40.1,9.6,9.5,9.6,9.5,9.6,0.1,0.1,0.1,0.1,0.1,45.9,52.5,14.46,0.0,5.64,5.55,10.0,0,15
85,530.0,145.0,72.0,490.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,2.0,9414.0,462.9,16.1,16.1,16.2,16.0,16.3,16.3,16.4,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.8,14.55,0.0,5.66,5.56,19.0,0,14
86,530.0,143.0,73.0,490.0,491.0,487.0,491.0,493.0,495.0,492.0,488.0,495.0,2.0,7685.0,463.6,14.7,14.6,14.9,14.8,14.8,14.8,15.1,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,44.8,49.6,14.52,5.0,5.68,5.58,6.0,0,9
87,531.0,145.0,73.0,488.0,490.0,487.0,492.0,493.0,495.0,492.0,488.0,495.0,1.0,135.0,463.6,14.9,14.6,15.1,15.1,15.5,15.0,15.5,40.0,40.0,40.0,9.4,9.4,9.4,9.4,9.4,-0.1,-0.1,-0.1,-0.1,-0.1,45.6,48.2,14.45,15.0,5.66,5.55,1.0,0,8
88,530.0,143.0,77.0,489.0,491.0,487.0,491.0,493.0,495.0,492.0,488.0,495.0,4.0,1125.0,458.7,15.1,14.7,15.1,15.1,15.2,14.9,15.1,40.0,40.1,40.0,9.5,9.5,9.5,9.5,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,50.3,14.49,5.0,5.69,5.58,10.0,0,9
89,530.0,143.0,72.0,490.0,491.0,488.0,491.0,493.0,494.0,491.0,487.0,495.0,2.0,1127.0,458.7,14.5,14.5,15.1,14.8,15.0,14.7,14.9,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,0.0,0.0,-0.1,-0.1,46.6,49.3,14.49,5.0,5.69,5.59,10.0,0,6
90,530.0,144.0,74.0,489.0,491.0,487.0,492.0,493.0,494.0,491.0,487.0,495.0,2.0,1058.0,458.7,15.0,14.6,15.1,14.8,15.1,14.8,15.2,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,0.0,0.0,-0.1,-0.1,46.6,49.6,14.49,5.0,5.69,5.61,10.0,0,6
91,530.0,144.0,77.0,489.0,490.0,487.0,491.0,493.0,495.0,492.0,488.0,495.0,4.0,1129.0,458.7,14.9,14.6,15.1,14.9,15.2,14.7,14.6,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,48.9,14.5,5.0,5.68,5.57,10.0,0,8
92,530.0,143.0,77.0,488.0,490.0,487.0,491.0,494.0,495.0,492.0,488.0,495.0,1.0,7690.0,463.6,14.7,14.4,14.8,14.8,14.9,14.6,14.9,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.0,0.0,0.0,44.8,49.0,14.52,5.0,5.66,5.57,6.0,0,9
93,530.0,145.0,76.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,3.0,9425.0,462.9,16.1,15.7,16.2,16.0,16.2,16.0,16.5,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.9,14.55,0.0,5.67,5.56,19.0,0,15
94,540.0,145.0,70.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,486.0,495.0,4.0,5626.0,456.6,14.8,14.5,15.2,14.8,14.5,14.6,15.0,40.2,40.2,40.1,9.6,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,5.0,5.7,5.58,9.0,0,13
95,529.0,145.0,75.0,491.0,492.0,489.0,490.0,495.0,496.0,493.0,486.0,495.0,3.0,2077.0,457.7,15.4,14.9,15.5,15.0,15.5,15.1,15.3,40.2,40.2,40.1,9.5,9.5,9.6,9.5,9.6,0.1,0.1,0.1,0.1,0.1,45.9,52.6,14.46,0.0,5.66,5.55,10.0,0,14
96,542.0,144.0,71.0,491.0,492.0,489.0,490.0,495.0,497.0,493.0,486.0,495.0,4.0,9606.0,462.9,16.1,15.6,16.3,16.0,16.2,15.9,15.9,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.6,14.55,0.0,5.68,5.58,19.0,0,13
97,530.0,144.0,76.0,491.0,492.0,489.0,490.0,495.0,497.0,493.0,487.0,495.0,3.0,1863.0,457.6,15.2,15.0,15.4,15.2,15.2,15.1,15.1,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.6,0.1,0.1,0.1,0.1,0.1,45.9,52.4,14.46,0.0,5.66,5.55,10.0,0,14
98,530.0,144.0,70.0,490.0,491.0,488.0,490.0,495.0,497.0,493.0,487.0,495.0,2.0,5652.0,456.6,15.3,14.9,15.4,15.1,15.5,15.0,15.4,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,5.0,5.68,5.56,9.0,0,14
99,530.0,142.0,71.0,494.0,495.0,491.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,8237.0,463.6,14.8,14.4,14.8,14.8,15.0,14.7,14.8,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.0,48.1,14.52,5.0,5.66,5.57,6.0,0,7
100,530.0,144.0,80.0,494.0,495.0,491.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1670.0,458.7,14.6,14.6,15.1,15.0,14.8,14.8,15.2,40.0,40.1,40.0,9.5,9.5,9.5,9.5,9.4,-0.1,0.0,0.0,-0.1,-0.1,46.5,49.9,14.5,5.0,5.68,5.59,10.0,0,7
101,531.0,144.0,80.0,494.0,495.0,491.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,8238.0,463.5,14.9,14.8,14.9,14.6,14.8,14.6,15.1,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.0,0.0,0.0,44.8,49.7,14.52,5.0,5.66,5.55,6.0,0,8
102,534.0,144.0,71.0,493.0,494.0,491.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1669.0,458.7,14.6,14.8,15.1,14.9,15.1,14.8,15.2,40.0,40.1,40.0,9.5,9.5,9.5,9.5,9.5,-0.1,0.0,0.0,-0.1,-0.1,46.6,50.0,14.49,5.0,5.7,5.62,10.0,0,6
103,535.0,143.0,71.0,489.0,491.0,487.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1276.0,458.7,14.8,14.6,15.0,14.9,14.7,14.7,14.7,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,0.0,0.0,-0.1,-0.1,46.6,49.5,14.49,0.0,5.68,5.59,10.0,0,6
104,530.0,141.0,71.0,489.0,490.0,487.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,7839.0,463.6,14.6,14.4,14.8,14.7,14.5,14.6,14.8,39.9,40.0,39.9,9.4,9.4,9.5,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.0,48.9,14.52,5.0,5.66,5.57,6.0,0,7
105,531.0,143.0,78.0,490.0,491.0,489.0,489.0,497.0,497.0,497.0,487.0,495.0,1.0,10218.0,462.8,16.0,15.8,16.2,16.1,15.8,16.1,16.4,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.8,14.6,0.0,5.68,5.58,19.0,0,15
106,530.0,144.0,81.0,488.0,489.0,486.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,7840.0,463.5,14.7,14.4,14.8,14.7,14.9,14.7,14.9,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,44.8,49.0,14.52,5.0,5.66,5.55,6.0,0,8
107,530.0,144.0,83.0,488.0,489.0,485.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1278.0,458.6,14.9,14.7,15.0,14.5,14.7,14.8,14.6,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,50.2,14.49,5.0,5.67,5.55,10.0,0,8
108,531.0,144.0,76.0,491.0,492.0,490.0,489.0,497.0,497.0,497.0,486.0,495.0,2.0,6398.0,456.6,14.9,14.8,15.4,15.0,15.2,15.0,14.9,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.1,0.0,0.1,0.0,0.0,45.6,50.9,14.64,5.0,5.69,5.58,9.0,0,15
109,530.0,144.0,72.0,490.0,492.0,489.0,489.0,497.0,497.0,497.0,487.0,495.0,1.0,10219.0,462.9,15.7,15.8,16.3,16.0,16.3,16.0,16.4,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,46.1,51.9,14.55,0.0,5.68,5.59,19.0,0,11
110,557.0,144.0,70.0,490.0,491.0,488.0,490.0,495.0,497.0,493.0,486.0,495.0,3.0,9397.0,462.9,16.1,16.1,16.2,15.6,16.0,15.9,15.8,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.4,51.7,14.54,5.0,5.67,5.58,19.0,0,12
111,530.0,145.0,76.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,4.0,5598.0,456.6,14.8,14.8,15.3,14.9,15.1,14.9,15.3,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,5.0,5.7,5.58,9.0,0,15
112,562.0,143.0,72.0,491.0,492.0,489.0,490.0,496.0,497.0,494.0,486.0,495.0,3.0,2223.0,457.6,14.5,14.2,14.9,14.5,14.6,14.3,14.7,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.7,14.46,5.0,5.64,5.55,10.0,0,11
113,530.0,144.0,77.0,490.0,492.0,489.0,490.0,495.0,497.0,493.0,487.0,495.0,4.0,9754.0,462.9,16.1,15.9,16.3,15.7,16.3,16.0,16.3,40.0,40.0,40.0,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.8,14.55,0.0,5.66,5.54,19.0,0,15
114,530.0,145.0,71.0,490.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,1.0,1917.0,457.6,14.6,14.7,15.1,15.1,14.9,14.7,15.2,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.5,14.46,0.0,5.63,5.53,10.0,0,13
115,554.0,145.0,70.0,490.0,491.0,488.0,490.0,495.0,496.0,493.0,486.0,495.0,2.0,9442.0,462.9,16.1,15.9,16.3,15.9,16.3,15.9,16.3,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.4,51.8,14.6,5.0,5.67,5.56,19.0,0,12
116,545.0,144.0,72.0,493.0,494.0,491.0,490.0,496.0,496.0,495.0,487.0,496.0,1.0,7763.0,463.7,14.7,14.4,14.8,14.7,15.0,14.6,14.9,39.9,40.0,39.9,9.4,9.4,9.4,9.3,9.5,0.0,0.0,0.1,0.0,0.0,45.7,48.5,14.52,5.0,5.68,5.6,6.0,0,6
117,530.0,144.0,77.0,492.0,493.0,491.0,491.0,496.0,496.0,496.0,488.0,496.0,2.0,1213.0,458.7,14.8,14.6,15.0,14.8,14.7,14.8,14.5,40.1,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,49.5,14.5,5.0,5.7,5.57,10.0,0,8
118,557.0,145.0,69.0,491.0,492.0,489.0,490.0,495.0,496.0,493.0,486.0,495.0,2.0,2094.0,457.6,14.6,14.3,14.9,14.3,14.5,14.4,14.6,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.6,0.1,0.1,0.1,0.1,0.1,45.9,52.7,14.46,0.0,5.64,5.57,10.0,0,11
119,530.0,143.0,75.0,491.0,492.0,489.0,490.0,497.0,497.0,496.0,487.0,495.0,2.0,5778.0,456.6,15.1,14.5,15.1,15.1,14.8,14.6,14.9,40.2,40.2,40.1,9.6,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,5.0,5.71,5.58,9.0,0,14
120,535.0,144.0,74.0,490.0,491.0,488.0,491.0,493.0,494.0,491.0,487.0,495.0,3.0,7688.0,463.6,14.5,14.4,14.8,14.8,15.0,14.6,15.0,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.0,47.8,14.52,5.0,5.68,5.59,6.0,0,7
121,530.0,144.0,74.0,489.0,490.0,487.0,491.0,493.0,495.0,492.0,488.0,495.0,2.0,7689.0,463.6,14.7,14.5,14.8,14.8,14.5,14.7,14.6,39.9,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,44.8,48.7,14.52,5.0,5.66,5.57,6.0,0,8
122,530.0,145.0,78.0,488.0,489.0,486.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,7789.0,463.5,14.7,14.5,14.9,14.7,15.1,14.9,14.6,40.0,40.0,39.9,9.4,9.4,9.5,9.3,9.4,0.0,0.0,0.1,0.0,0.0,44.8,48.8,14.52,5.0,5.66,5.57,6.0,0,9
123,531.0,143.0,77.0,491.0,491.0,490.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1239.0,458.7,15.1,14.8,15.1,14.9,15.0,14.9,14.7,40.0,40.1,40.0,9.5,9.5,9.5,9.5,9.5,0.0,0.0,0.0,-0.1,-0.1,46.6,49.6,14.5,0.0,5.7,5.59,10.0,0,6
124,540.0,145.0,71.0,490.0,491.0,488.0,490.0,495.0,496.0,493.0,486.0,495.0,3.0,9827.0,462.9,16.1,16.1,16.2,16.0,16.3,16.1,16.3,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.7,14.55,0.0,5.68,5.58,19.0,0,13
125,563.0,144.0,70.0,490.0,491.0,489.0,490.0,495.0,497.0,494.0,486.0,495.0,4.0,6025.0,456.6,14.6,14.4,15.0,14.7,14.7,14.5,14.7,40.2,40.2,40.1,9.6,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,10.0,5.69,5.59,9.0,0,11
126,530.0,144.0,78.0,488.0,489.0,485.0,491.0,493.0,495.0,492.0,488.0,495.0,3.0,161.0,463.5,14.9,14.8,15.1,15.1,15.3,15.1,15.2,40.0,40.1,39.9,9.4,9.4,9.4,9.4,9.4,-0.1,-0.1,-0.1,-0.1,-0.1,45.4,48.2,14.45,15.0,5.65,5.54,1.0,0,9
127,554.0,145.0,70.0,491.0,492.0,489.0,490.0,496.0,497.0,494.0,486.0,495.0,2.0,5701.0,456.6,14.3,14.6,15.0,14.5,14.5,14.4,14.6,40.1,40.2,40.1,9.6,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,10.0,5.7,5.58,9.0,0,11
128,530.0,145.0,73.0,489.0,491.0,487.0,491.0,493.0,495.0,491.0,487.0,495.0,4.0,1084.0,458.7,14.9,14.7,15.1,15.0,14.7,14.7,15.1,40.1,40.1,40.0,9.5,9.5,9.5,9.5,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,48.9,14.49,5.0,5.68,5.57,10.0,0,7
129,531.0,145.0,76.0,491.0,492.0,489.0,490.0,495.0,497.0,493.0,487.0,495.0,3.0,2171.0,457.7,14.8,14.9,15.4,15.3,14.9,14.9,15.4,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.7,14.46,0.0,5.64,5.55,10.0,0,14
130,542.0,144.0,72.0,491.0,492.0,489.0,490.0,495.0,497.0,493.0,486.0,495.0,4.0,9702.0,462.9,16.2,15.9,16.3,15.9,16.0,16.0,16.3,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.2,51.8,14.55,0.0,5.66,5.56,19.0,0,13
131,531.0,143.0,74.0,490.0,492.0,488.0,489.0,497.0,497.0,497.0,487.0,495.0,1.0,10192.0,462.9,15.7,15.8,16.3,16.1,16.3,16.1,16.4,40.0,40.0,40.0,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.8,14.6,0.0,5.67,5.57,19.0,0,14
132,530.0,144.0,76.0,490.0,492.0,489.0,489.0,497.0,497.0,497.0,487.0,495.0,2.0,6372.0,456.6,15.1,14.9,15.4,15.1,15.3,15.0,14.8,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.1,0.0,0.1,0.0,0.0,45.6,50.8,14.64,5.0,5.7,5.59,9.0,0,14
133,531.0,144.0,73.0,493.0,494.0,491.0,490.0,496.0,496.0,495.0,487.0,496.0,1.0,7947.0,463.7,14.8,14.4,14.9,14.8,14.9,14.6,14.9,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.7,49.0,14.52,5.0,5.69,5.6,6.0,0,6
134,529.0,144.0,76.0,490.0,491.0,489.0,489.0,497.0,497.0,497.0,487.0,495.0,1.0,10193.0,462.8,15.6,15.9,16.3,15.9,15.9,16.1,15.7,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.2,51.9,14.55,0.0,5.67,5.56,19.0,0,15
135,531.0,143.0,81.0,491.0,492.0,489.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1393.0,458.7,14.5,14.6,15.1,15.0,14.9,14.8,15.1,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,49.5,14.53,5.0,5.7,5.59,10.0,0,8
136,530.0,145.0,76.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,1.0,2261.0,457.6,14.9,15.0,15.3,14.9,15.1,15.0,15.3,40.2,40.2,40.1,9.6,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.5,14.46,0.0,5.64,5.53,10.0,0,14
137,541.0,145.0,70.0,491.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,2.0,9792.0,462.9,15.7,15.8,16.2,15.7,16.3,16.0,16.3,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.7,14.55,5.0,5.65,5.54,19.0,0,13
138,530.0,144.0,78.0,488.0,489.0,486.0,491.0,493.0,495.0,492.0,488.0,495.0,3.0,1138.0,458.7,15.1,14.8,15.1,15.0,14.9,14.9,15.1,40.0,40.1,40.0,9.5,9.5,9.5,9.5,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,50.5,14.49,5.0,5.68,5.55,10.0,0,9
139,530.0,144.0,75.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,4.0,5909.0,456.6,15.0,14.7,15.3,15.2,15.4,15.1,15.5,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.8,14.64,5.0,5.7,5.58,9.0,0,15
140,530.0,143.0,77.0,491.0,492.0,490.0,491.0,493.0,495.0,491.0,487.0,495.0,4.0,7708.0,463.6,14.5,14.4,14.9,14.8,15.0,14.6,14.9,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,44.8,48.4,14.52,5.0,5.68,5.59,6.0,0,8
141,538.0,145.0,70.0,490.0,491.0,488.0,490.0,495.0,496.0,493.0,486.0,495.0,3.0,5635.0,456.6,14.6,14.4,15.0,14.4,14.6,14.5,14.8,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,51.4,14.64,10.0,5.7,5.58,9.0,0,12
142,531.0,145.0,75.0,491.0,492.0,490.0,490.0,495.0,497.0,494.0,487.0,495.0,4.0,1934.0,457.7,15.0,14.8,15.4,15.1,15.4,14.8,14.9,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.5,14.46,0.0,5.65,5.55,10.0,0,15
143,543.0,145.0,70.0,490.0,491.0,488.0,490.0,496.0,497.0,494.0,487.0,495.0,2.0,9398.0,462.9,16.2,15.5,16.2,15.9,16.2,16.0,15.8,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.6,14.55,0.0,5.67,5.57,19.0,0,13
144,554.0,146.0,70.0,491.0,492.0,489.0,490.0,495.0,496.0,493.0,486.0,495.0,3.0,10001.0,462.9,15.7,16.0,16.3,16.3,16.1,16.2,16.1,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.4,51.8,14.6,0.0,5.66,5.56,19.0,0,12
145,529.0,144.0,77.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,2.0,2082.0,457.7,15.1,14.9,15.3,14.9,15.3,15.0,15.2,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.3,14.46,0.0,5.64,5.54,10.0,0,14
146,530.0,144.0,76.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,4.0,6198.0,456.6,15.0,14.6,15.2,15.1,15.1,14.9,14.8,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.6,0.0,0.0,0.1,0.0,0.0,45.6,50.9,14.64,5.0,5.69,5.57,9.0,0,15
147,530.0,143.0,76.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,3.0,9603.0,462.9,16.2,15.9,16.3,15.6,16.3,16.0,16.0,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.2,51.8,14.6,0.0,5.67,5.56,19.0,0,15
148,530.0,146.0,76.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,3.0,9225.0,462.9,16.0,15.9,16.3,15.8,16.5,16.1,16.3,39.9,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.8,14.6,0.0,5.67,5.55,19.0,0,15
149,530.0,144.0,78.0,487.0,489.0,485.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,7841.0,463.5,14.6,14.4,14.8,14.5,15.0,14.7,14.9,39.9,40.0,39.9,9.4,9.4,9.4,9.3,9.3,0.0,0.0,0.1,0.0,0.0,44.8,48.6,14.52,10.0,5.66,5.55,6.0,0,9
150,532.0,142.0,72.0,489.0,490.0,486.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1291.0,458.8,14.7,14.7,15.0,14.9,15.0,14.8,14.8,40.0,40.1,40.0,9.5,9.5,9.5,9.5,9.5,-0.1,0.0,0.0,-0.1,-0.1,46.6,49.9,14.49,0.0,5.7,5.61,10.0,0,6
151,531.0,143.0,70.0,490.0,492.0,489.0,490.0,496.0,497.0,494.0,486.0,495.0,3.0,5822.0,456.6,15.1,15.0,15.4,15.1,14.8,15.0,15.2,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,5.0,5.7,5.58,9.0,0,14
152,530.0,143.0,76.0,490.0,492.0,489.0,490.0,495.0,497.0,494.0,486.0,495.0,4.0,2112.0,457.6,15.1,14.8,15.3,14.9,14.8,14.8,14.6,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.5,14.46,0.0,5.65,5.55,10.0,0,14
153,530.0,143.0,76.0,491.0,492.0,489.0,490.0,496.0,497.0,494.0,488.0,495.0,1.0,9633.0,462.9,15.7,15.8,16.2,15.9,15.7,16.0,16.3,40.0,40.0,40.0,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.2,51.8,14.6,0.0,5.67,5.55,19.0,0,15
154,531.0,145.0,71.0,491.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,4.0,5973.0,456.6,14.9,14.6,15.2,14.6,15.1,14.9,15.1,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.6,0.0,0.0,0.0,0.0,0.0,45.6,50.7,14.64,5.0,5.7,5.56,9.0,0,14
