,220X150,220X151,300X4,311X27,311X28,312X5,312X10,312X15,312X20,312X25,312X30,312X35,312X40,312X45,312X50,312X55,312X61,312X67,312X73,312X79,312X85,312X91,312X97,312X103,312X109,312X115,312X121,312X127,312X133,312X139,312X145,312X151,312X157,312X163,312X169,312X175,312X181,312X187,312X193,312X199,312X205,312X211,312X217,312X223,312X229,312X235,312X240,312X246,312X251,312X257,312X263,312X269,312X275,312X281,312X287,312X293,312X299,312X305,312X311,312X317,312X323,312X329,312X335,312X341,312X347,312X353,312X359,312X365,312X371,312X377,312X383,312X389,312X395,312X401,312X407,312X413,312X419,312X430,312X436,312X442,312X448,312X454,312X460,312X466,312X472,312X478,312X484,312X490,312X496,312X502,312X508,312X514,312X520,312X526,312X532,312X538,312X544,312X550,312X556,312X562,312X568,312X574,312X580,312X586,312X592,312X598,312X604,312X610,312X616,312X622,312X628,312X634,312X640,312X646,312X652,312X658,312X664,312X670,312X676,312X682,312X688,312X694,312X699,312X704,312X709,312X714,312X720,312X726,312X732,312X738,312X744,312X750,312X756,312X762,312X768,312X774,312X780,312X786,312X792,312X798,340X12,340X14,340X16,340X32,340X50,340X52,340X54,340X56,340X58,340X60,340X62,340X64,340X66,340X68,340X70,340X72,340X74,340X76,340X78,340X80,340X82,340X84,340X86,340X88,340X90,340X92,340X94,340X96,340X98,340X100,340X102,340X104,340X106,340X112,340X114,340X116,340X118,340X120,340X122,340X131,340X142,340X144,340X146,340X148,340X150,340X152,340X154,340X156,340X158,340X160,340X162,340X164,340X166,340X168,340X170,340X172,340X174,340X176,340X178,340X180
196,,,20170806020746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,20170727122017.0,8.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,225.0,230.0,219.0,0.11,0.15,0.08,0.0,0.0,0.0,0.0,17.1,17.2,17.0,35.1,35.2,34.9,25.0,0.0,18.3,18.4,18.3,18.4,14.9,14.9,14.9,15.0,47.2,47.2,47.0,47.2,19.5,19.8,19.4,19.4,-2.0,-2.0,-2.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-5.0,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,42.0,42.0,42.0,0.0,0.0,0.0,3000.0,55.0,55.0,55.0,0.0,0.0,0.0,2046.0,2060.0,2022.0,14.0,-0.6,15.0,-12.0,0.0,100.7,100.8,100.5,105.4,105.6,105.1,110.0,25.0,105.7,105.8,105.5,99.9,99.9,99.8,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,20170806021147.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,20170806022057.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,20170727130409.0,,8.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,227.0,233.0,222.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,14.6,14.7,14.6,34.9,35.0,34.8,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.8,47.2,47.2,19.2,19.4,18.7,19.4,0.0,2.0,0.0,0.0,2001.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.1,9.9,10.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,51.0,52.0,51.0,0.0,0.0,0.0,2081.0,2096.0,2055.0,14.0,3.6,27.0,-15.0,0.0,110.2,110.3,110.1,104.1,104.2,104.0,110.0,25.0,108.5,108.6,108.5,101.0,101.0,101.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,20170806022456.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,20170806022334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,20170806023644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,20170806024230.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,20170806024000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,20170725005149.0,9.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,228.0,232.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,21.1,19.9,34.9,35.1,34.7,25.0,0.0,18.4,18.5,18.4,18.4,15.0,15.0,14.9,15.0,47.4,47.9,47.2,47.2,19.2,19.3,18.6,19.4,-2.0,-2.0,-4.0,0.0,2001.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.1,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,44.0,44.0,44.0,0.0,0.0,0.0,3000.0,58.0,58.0,58.0,0.0,0.0,0.0,2064.0,2078.0,2042.0,14.0,-0.3,20.0,-20.0,0.0,110.2,110.3,110.1,106.6,106.7,106.5,110.0,25.0,109.8,109.9,109.7,101.3,101.4,101.2,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,20170726042826.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,20170726051111.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,20170805123452.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,20170805123838.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,20170805073515.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,227.0,233.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,15.5,15.4,35.2,35.3,35.1,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.8,47.2,47.2,19.3,19.4,18.8,19.4,0.0,2.0,0.0,0.0,2001.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.9,10.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,51.0,52.0,51.0,0.0,0.0,0.0,2082.0,2097.0,2056.0,14.0,2.3,22.0,-17.0,0.0,101.5,101.8,101.3,105.5,105.6,105.4,110.0,25.0,107.2,107.3,107.1,100.9,100.9,100.8,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,20170805073410.0,8.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,226.0,231.0,220.0,0.11,0.13,0.08,0.0,0.0,0.0,0.0,25.5,25.6,25.4,34.2,34.3,34.1,25.0,0.0,18.3,18.4,18.3,18.4,14.9,14.9,14.9,15.0,47.2,47.2,47.0,47.2,19.5,19.7,19.4,19.4,-2.0,-2.0,-2.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,-5.0,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.0,3002.0,2999.0,42.0,42.0,42.0,0.0,0.0,0.0,3000.0,55.0,55.0,55.0,0.0,0.0,0.0,2046.0,2060.0,2022.0,14.0,-0.9,15.0,-15.0,0.0,100.1,100.2,100.1,104.0,104.3,103.8,110.0,25.0,109.6,109.7,109.5,101.1,101.2,100.9,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,20170805073902.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,227.0,233.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,25.9,25.6,33.7,33.8,33.6,25.0,0.0,18.4,18.5,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.8,47.2,47.2,19.2,19.4,18.7,19.4,0.0,2.0,0.0,0.0,2001.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.9,10.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,51.0,52.0,51.0,0.0,0.0,0.0,2082.0,2097.0,2056.0,14.0,2.6,25.0,-17.0,0.0,99.9,100.0,99.8,105.0,105.1,105.0,110.0,25.0,109.0,109.0,108.9,101.1,101.2,101.1,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,20170725010614.0,9.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,226.0,233.0,219.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,24.9,25.0,24.7,31.3,31.4,31.1,25.0,0.0,18.4,18.6,18.4,18.4,15.0,15.1,14.9,15.0,47.3,47.9,47.2,47.2,19.2,19.4,18.4,19.4,1.0,2.0,0.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-4.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,38.0,38.0,38.0,0.0,0.0,0.0,3000.0,56.0,56.0,56.0,0.0,0.0,0.0,2066.0,2079.0,2044.0,14.0,1.9,25.0,-17.0,0.0,110.4,110.5,110.3,107.3,107.4,107.2,110.0,25.0,106.2,106.4,106.0,102.0,102.1,101.9,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,20170725011014.0,9.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,230.0,236.0,221.0,0.21,0.25,0.18,0.0,10.0,0.0,0.0,25.8,25.9,25.5,33.4,33.5,33.3,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.5,47.2,47.2,19.3,19.4,19.1,19.4,1.0,2.0,0.0,0.0,1999.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,43.0,44.0,43.0,0.0,0.0,0.0,3000.0,54.0,54.0,54.0,0.0,0.0,0.0,2086.0,2101.0,2062.0,14.0,1.8,30.0,-17.0,0.0,105.4,105.8,105.0,107.8,107.9,107.7,110.0,25.0,110.1,110.2,110.1,101.3,101.6,101.1,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,20170725010852.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,227.0,232.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,24.1,23.3,31.9,32.0,31.8,25.0,0.0,18.4,18.5,18.4,18.4,15.0,15.0,14.9,15.0,47.4,47.9,47.2,47.2,19.2,19.3,18.6,19.4,-2.0,-2.0,-4.0,0.0,2001.0,2005.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.1,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,44.0,44.0,44.0,0.0,0.0,0.0,3000.0,58.0,58.0,58.0,0.0,0.0,0.0,2066.0,2080.0,2043.0,14.0,0.8,20.0,-15.0,0.0,107.2,107.8,106.7,106.2,106.2,106.2,110.0,25.0,110.0,110.1,109.9,101.7,101.7,101.6,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,20170805070411.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,228.0,233.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.2,19.8,36.5,36.6,36.5,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.8,47.2,47.2,19.3,19.4,18.8,19.4,0.0,2.0,0.0,0.0,2001.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,9.9,10.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2998.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,51.0,52.0,51.0,0.0,0.0,0.0,2082.0,2096.0,2059.0,14.0,3.0,22.0,-15.0,0.0,109.8,110.1,109.5,104.8,104.9,104.6,110.0,25.0,109.4,109.5,109.3,101.2,101.3,101.2,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,20170805081749.0,,8.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,226.0,231.0,219.0,0.11,0.13,0.08,0.0,0.0,0.0,0.0,17.1,17.2,16.9,35.2,35.3,35.0,25.0,0.0,18.3,18.4,18.3,18.4,14.9,14.9,14.9,15.0,47.2,47.2,47.0,47.2,19.5,19.7,19.4,19.4,-2.0,-2.0,-2.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-5.0,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,42.0,42.0,42.0,0.0,0.0,0.0,3000.0,55.0,55.0,55.0,0.0,0.0,0.0,2046.0,2060.0,2020.0,14.0,-1.2,17.0,-17.0,0.0,106.9,107.2,106.6,104.0,104.1,103.7,110.0,25.0,109.9,109.9,109.8,101.0,101.1,100.8,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,20170805070306.0,8.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,224.0,229.0,217.0,0.11,0.15,0.08,0.0,0.0,0.0,0.0,17.3,17.4,17.2,35.0,35.2,34.9,25.0,0.0,18.4,18.5,18.4,18.4,14.9,15.0,14.9,15.0,47.2,47.4,47.1,47.2,19.4,19.5,19.1,19.4,-1.0,4.0,-2.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-5.0,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,42.0,42.0,42.0,0.0,0.0,0.0,3000.0,54.0,55.0,54.0,0.0,0.0,0.0,2046.0,2059.0,2024.0,14.0,-1.9,17.0,-15.0,0.0,100.0,100.1,100.0,104.5,104.7,104.3,110.0,25.0,108.8,108.9,108.7,100.2,100.3,100.1,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,20170805082435.0,,8.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,228.0,234.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.1,14.9,35.2,35.3,35.1,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.8,47.2,47.2,19.3,19.4,18.8,19.4,0.0,2.0,0.0,0.0,2001.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,9.9,10.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3003.0,2999.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,51.0,52.0,51.0,0.0,0.0,0.0,2081.0,2097.0,2056.0,14.0,3.2,25.0,-15.0,0.0,109.4,109.9,108.5,104.0,104.0,103.9,110.0,25.0,107.9,107.9,107.8,100.9,101.0,100.8,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
